trial,timestamp,phase,trial_kind,evaluation_profile,profile_trial,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,stimulus_profile,signal_energy,area_factor,requested_area_factor,post_noise_energy,min_pair_distance,gain_ratio,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
4177,1789306247.3006108,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1177,0,1,1,1,1.0,0.04299,0.62458,0.33243,0.79538,combined,1.92975,0.97966,0.97966,2.54048,,,0.6576040781648258,0.6503274139720441,0.5524296675191815,0.75,0.66,0.648,774,1177,0.8658227848101265,0.8635235732009926,0.22163588390501318,0.6576040781648258,0.6503274139720441,0.5524296675191815,0.75,0.66,0.648,774,1177,0.8658227848101265,0.8635235732009926,0.22163588390501318,0,0.0
4178,1789306247.3019755,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1178,0,2,1,0,-1.0,0.01246,0.79755,0.19,0.55058,combined,1.99475,0.94015,0.94015,2.50171,2.23607,2.15109,0.6570458404074703,0.6501329965300221,0.5517241379310345,0.7,0.65,0.646,774,1178,0.8658227848101265,0.8635235732009926,0.22105263157894736,0.6570458404074703,0.6501329965300221,0.5517241379310345,0.7,0.65,0.646,774,1178,0.8658227848101265,0.8635235732009926,0.22105263157894736,0,0.0
4179,1789306247.303275,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1179,0,2,1,0,-1.0,0.00218,0.77084,0.22697,0.55059,combined,2.14965,0.94276,0.94276,2.67578,2.82843,2.06159,0.6564885496183206,0.6499395996520003,0.5510204081632653,0.65,0.64,0.644,774,1179,0.8658227848101265,0.8635235732009926,0.2204724409448819,0.6564885496183206,0.6499395996520003,0.5510204081632653,0.65,0.64,0.644,774,1179,0.8658227848101265,0.8635235732009926,0.2204724409448819,0,0.0
4180,1789306247.3044174,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1180,0,0,0,1,1.0,0.88629,0.02707,0.08664,0.41661,combined,0.0,0.0,0.0,0.53811,,,0.6567796610169492,0.6500525434358302,0.5510204081632653,0.65,0.64,0.644,775,1180,0.8661616161616161,0.8635235732009926,0.2204724409448819,0.6567796610169492,0.6500525434358302,0.5510204081632653,0.65,0.64,0.644,775,1180,0.8661616161616161,0.8635235732009926,0.2204724409448819,0,0.0
4181,1789306247.3053992,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1181,0,1,1,1,1.0,0.00391,0.94667,0.04942,0.22219,combined,2.09941,1.96042,1.96042,2.49788,,,0.6570702794242168,0.6501651477483706,0.5515923566878981,0.7,0.64,0.646,776,1181,0.8661616161616161,0.8638613861386139,0.2204724409448819,0.6570702794242168,0.6501651477483706,0.5515923566878981,0.7,0.64,0.646,776,1181,0.8661616161616161,0.8638613861386139,0.2204724409448819,0,0.0
4182,1789306247.3062842,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1182,0,0,0,1,1.0,0.87399,0.02405,0.10196,0.44017,combined,0.0,0.0,0.0,0.66038,,,0.6573604060913706,0.650277522545884,0.5515923566878981,0.7,0.65,0.646,777,1182,0.8664987405541562,0.8638613861386139,0.2204724409448819,0.6573604060913706,0.650277522545884,0.5515923566878981,0.7,0.65,0.646,777,1182,0.8664987405541562,0.8638613861386139,0.2204724409448819,0,0.0
4183,1789306247.3072112,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1183,0,2,1,0,-1.0,0.01648,0.77682,0.2067,0.5897,combined,1.97484,1.96017,1.96017,2.41368,2.23607,2.04365,0.6568047337278107,0.6500851382169618,0.5508905852417303,0.65,0.64,0.644,777,1183,0.8664987405541562,0.8638613861386139,0.2198952879581152,0.6568047337278107,0.6500851382169618,0.5508905852417303,0.65,0.64,0.644,777,1183,0.8664987405541562,0.8638613861386139,0.2198952879581152,0,0.0
4184,1789306247.308293,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1184,0,2,2,1,1.0,0.0044,0.86575,0.12986,0.41374,combined,1.86692,0.97674,0.97674,2.39705,2.0,2.09197,0.6570945945945946,0.6507640805250922,0.5514612452350699,0.65,0.65,0.646,778,1184,0.8664987405541562,0.8638613861386139,0.22193211488250653,0.6570945945945946,0.6507640805250922,0.5514612452350699,0.65,0.65,0.646,778,1184,0.8664987405541562,0.8638613861386139,0.22193211488250653,0,0.0
4185,1789306247.3091857,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1185,0,0,0,1,1.0,0.88108,0.02543,0.09349,0.42649,combined,0.0,0.0,0.0,0.58706,,,0.6573839662447257,0.6508758906251306,0.5514612452350699,0.65,0.65,0.646,779,1185,0.8668341708542714,0.8638613861386139,0.22193211488250653,0.6573839662447257,0.6508758906251306,0.5514612452350699,0.65,0.65,0.646,779,1185,0.8668341708542714,0.8638613861386139,0.22193211488250653,0,0.0
4186,1789306247.31021,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1186,0,2,2,1,1.0,0.00757,0.8209,0.17153,0.50139,combined,2.00249,1.97992,1.97992,2.53728,2.23607,2.54043,0.657672849915683,0.6515512967754061,0.5520304568527918,0.7,0.65,0.648,780,1186,0.8668341708542714,0.8638613861386139,0.22395833333333334,0.657672849915683,0.6515512967754061,0.5520304568527918,0.7,0.65,0.648,780,1186,0.8668341708542714,0.8638613861386139,0.22395833333333334,0,0.0
4187,1789306247.3112469,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1187,0,2,1,0,-1.0,0.008,0.86012,0.13188,0.43541,combined,1.99683,1.93123,1.93123,2.60799,2.23607,2.42551,0.6571187868576243,0.6513573934565029,0.5513307984790875,0.65,0.64,0.646,780,1187,0.8668341708542714,0.8638613861386139,0.22337662337662337,0.6571187868576243,0.6513573934565029,0.5513307984790875,0.65,0.64,0.646,780,1187,0.8668341708542714,0.8638613861386139,0.22337662337662337,0,0.0
4188,1789306247.3121011,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1188,0,0,0,1,1.0,0.87083,0.02405,0.10512,0.4469,combined,0.0,0.0,0.0,0.65996,,,0.6574074074074074,0.651468643104912,0.5513307984790875,0.65,0.64,0.646,781,1188,0.8671679197994987,0.8638613861386139,0.22337662337662337,0.6574074074074074,0.651468643104912,0.5513307984790875,0.65,0.64,0.646,781,1188,0.8671679197994987,0.8638613861386139,0.22337662337662337,0,0.0
4189,1789306247.568885,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1189,0,2,1,0,-1.0,0.00147,0.90939,0.08914,0.31144,combined,1.91011,2.02983,2.02983,2.5016,2.23607,2.07954,0.6568544995794785,0.6512757444664174,0.5506329113924051,0.6,0.63,0.646,781,1189,0.8671679197994987,0.8638613861386139,0.22279792746113988,0.6568544995794785,0.6512757444664174,0.5506329113924051,0.6,0.63,0.646,781,1189,0.8671679197994987,0.8638613861386139,0.22279792746113988,0,0.0
4190,1789306247.5704846,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1190,0,2,1,0,-1.0,0.00149,0.91558,0.08294,0.29692,combined,2.11343,1.92532,1.92532,2.59831,2.82843,2.67166,0.6563025210084034,0.6510838427201117,0.549936788874842,0.55,0.63,0.646,781,1190,0.8671679197994987,0.8638613861386139,0.2222222222222222,0.6563025210084034,0.6510838427201117,0.549936788874842,0.55,0.63,0.646,781,1190,0.8671679197994987,0.8638613861386139,0.2222222222222222,0,0.0
4191,1789306247.5715182,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1191,0,0,0,1,1.0,0.88427,0.02374,0.09199,0.41706,combined,0.0,0.0,0.0,0.5653,,,0.6565910999160369,0.6511945361202787,0.549936788874842,0.6,0.63,0.648,782,1191,0.8675,0.8638613861386139,0.2222222222222222,0.6565910999160369,0.6511945361202787,0.549936788874842,0.6,0.63,0.648,782,1191,0.8675,0.8638613861386139,0.2222222222222222,0,0.0
4192,1789306247.5724132,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1192,0,0,0,1,1.0,0.88385,0.02648,0.08968,0.42154,combined,0.0,0.0,0.0,0.48336,,,0.6568791946308725,0.6513046774336618,0.549936788874842,0.65,0.63,0.65,783,1192,0.8678304239401496,0.8638613861386139,0.2222222222222222,0.6568791946308725,0.6513046774336618,0.549936788874842,0.65,0.63,0.65,783,1192,0.8678304239401496,0.8638613861386139,0.2222222222222222,0,0.0
4193,1789306247.5732439,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1193,0,0,0,1,1.0,0.8793,0.02833,0.09237,0.43409,combined,0.0,0.0,0.0,0.56508,,,0.6571668063704945,0.6514142707803119,0.549936788874842,0.65,0.64,0.65,784,1193,0.8681592039800995,0.8638613861386139,0.2222222222222222,0.6571668063704945,0.6514142707803119,0.549936788874842,0.65,0.64,0.65,784,1193,0.8681592039800995,0.8638613861386139,0.2222222222222222,0,0.0
4194,1789306247.57413,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1194,0,1,1,1,1.0,0.00016,0.9858,0.01403,0.07539,combined,2.11139,0.89184,0.89184,2.68696,,,0.6574539363484088,0.6515263190221731,0.5505050505050505,0.7,0.64,0.65,785,1194,0.8681592039800995,0.8641975308641975,0.2222222222222222,0.6574539363484088,0.6515263190221731,0.5505050505050505,0.7,0.64,0.65,785,1194,0.8681592039800995,0.8641975308641975,0.2222222222222222,0,0.0
4195,1789306247.575418,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1195,0,2,1,0,-1.0,0.01271,0.85609,0.1312,0.45498,combined,2.08081,2.00209,2.00209,2.46915,2.23607,2.33133,0.6569037656903766,0.6513354064601264,0.5498108448928121,0.65,0.63,0.648,785,1195,0.8681592039800995,0.8641975308641975,0.22164948453608246,0.6569037656903766,0.6513354064601264,0.5498108448928121,0.65,0.63,0.648,785,1195,0.8681592039800995,0.8641975308641975,0.22164948453608246,0,0.0
4196,1789306247.5763826,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1196,0,1,1,1,1.0,0.00587,0.84465,0.14948,0.45687,combined,2.0729,1.9134,1.9134,2.53147,,,0.657190635451505,0.6514469027402051,0.5503778337531486,0.65,0.64,0.65,786,1196,0.8681592039800995,0.8645320197044335,0.22164948453608246,0.657190635451505,0.6514469027402051,0.5503778337531486,0.65,0.64,0.65,786,1196,0.8681592039800995,0.8645320197044335,0.22164948453608246,0,0.0
4197,1789306247.5773742,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1197,0,2,2,1,1.0,0.01663,0.56635,0.41702,0.75484,combined,1.85378,2.02758,2.02758,2.46127,2.82843,2.36662,0.6574770258980785,0.652113869762882,0.5509433962264151,0.65,0.64,0.65,787,1197,0.8681592039800995,0.8645320197044335,0.2236503856041131,0.6574770258980785,0.652113869762882,0.5509433962264151,0.65,0.64,0.65,787,1197,0.8681592039800995,0.8645320197044335,0.2236503856041131,0,0.0
4198,1789306247.578341,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1198,0,1,1,1,1.0,0.00496,0.90147,0.09357,0.34149,combined,2.11576,2.04768,2.04768,2.4759,,,0.657762938230384,0.6522248181496925,0.5515075376884422,0.7,0.64,0.652,788,1198,0.8681592039800995,0.8648648648648649,0.2236503856041131,0.657762938230384,0.6522248181496925,0.5515075376884422,0.7,0.64,0.652,788,1198,0.8681592039800995,0.8648648648648649,0.2236503856041131,0,0.0
4199,1789306247.5792913,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1199,0,2,1,0,-1.0,0.00582,0.79254,0.20164,0.53711,combined,2.12882,1.92251,1.92251,2.68423,2.23607,2.08926,0.6572143452877398,0.6520336639739625,0.5508155583437893,0.7,0.64,0.65,788,1199,0.8681592039800995,0.8648648648648649,0.2230769230769231,0.6572143452877398,0.6520336639739625,0.5508155583437893,0.7,0.64,0.65,788,1199,0.8681592039800995,0.8648648648648649,0.2230769230769231,0,0.0
4200,1789306247.5802042,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1200,0,1,1,1,1.0,0.0022,0.92091,0.0769,0.28659,combined,2.0743,2.03158,2.03158,2.63153,,,0.6575,0.6521440684961317,0.5513784461152882,0.7,0.64,0.65,789,1200,0.8681592039800995,0.8651960784313726,0.2230769230769231,0.6575,0.6521440684961317,0.5513784461152882,0.7,0.64,0.65,789,1200,0.8681592039800995,0.8651960784313726,0.2230769230769231,0,0.0
4201,1789306247.8326266,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1201,0,1,1,1,1.0,0.00861,0.83403,0.15736,0.48332,combined,1.9681,1.93715,1.93715,2.52816,,,0.6577851790174855,0.6522539331428869,0.5519399249061326,0.7,0.64,0.65,790,1201,0.8681592039800995,0.8655256723716381,0.2230769230769231,0.6577851790174855,0.6522539331428869,0.5519399249061326,0.7,0.64,0.65,790,1201,0.8681592039800995,0.8655256723716381,0.2230769230769231,0,0.0
4202,1789306247.8340824,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1202,0,2,1,0,-1.0,0.02098,0.69781,0.28121,0.68891,combined,1.99604,1.99961,1.99961,2.44161,2.82843,2.25263,0.6572379367720466,0.6520637567378768,0.55125,0.65,0.63,0.648,790,1202,0.8681592039800995,0.8655256723716381,0.22250639386189258,0.6572379367720466,0.6520637567378768,0.55125,0.65,0.63,0.648,790,1202,0.8681592039800995,0.8655256723716381,0.22250639386189258,0,0.0
4203,1789306247.8350527,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1203,0,1,1,1,1.0,0.00688,0.93089,0.06224,0.27373,combined,1.8835,2.00312,2.00312,2.42959,,,0.657522859517872,0.6521730854595258,0.5518102372034956,0.7,0.64,0.65,791,1203,0.8681592039800995,0.8658536585365854,0.22250639386189258,0.657522859517872,0.6521730854595258,0.5518102372034956,0.7,0.64,0.65,791,1203,0.8681592039800995,0.8658536585365854,0.22250639386189258,0,0.0
4204,1789306247.836226,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1204,0,0,0,1,1.0,0.88587,0.02504,0.08909,0.4151,combined,0.0,0.0,0.0,0.64547,,,0.6578073089700996,0.6522821349185993,0.5518102372034956,0.7,0.64,0.65,792,1204,0.8684863523573201,0.8658536585365854,0.22250639386189258,0.6578073089700996,0.6522821349185993,0.5518102372034956,0.7,0.64,0.65,792,1204,0.8684863523573201,0.8658536585365854,0.22250639386189258,0,0.0
4205,1789306247.8374045,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1205,0,0,0,1,1.0,0.87123,0.02915,0.09961,0.45291,combined,0.0,0.0,0.0,0.61394,,,0.6580912863070539,0.6523906445288655,0.5518102372034956,0.7,0.65,0.65,793,1205,0.8688118811881188,0.8658536585365854,0.22250639386189258,0.6580912863070539,0.6523906445288655,0.5518102372034956,0.7,0.65,0.65,793,1205,0.8688118811881188,0.8658536585365854,0.22250639386189258,0,0.0
4206,1789306247.8382661,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1206,0,1,1,1,1.0,0.01957,0.89365,0.08678,0.3896,combined,1.86973,1.95322,1.95322,2.2388,,,0.6583747927031509,0.6524994412372707,0.5523690773067331,0.7,0.65,0.65,794,1206,0.8688118811881188,0.8661800486618005,0.22250639386189258,0.6583747927031509,0.6524994412372707,0.5523690773067331,0.7,0.65,0.65,794,1206,0.8688118811881188,0.8661800486618005,0.22250639386189258,0,0.0
4207,1789306247.8391342,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1207,0,1,1,1,1.0,0.01406,0.86016,0.12578,0.45031,combined,1.8957,2.01242,2.01242,2.32445,,,0.6586578293289147,0.6526077098063144,0.5529265255292652,0.75,0.65,0.652,795,1207,0.8688118811881188,0.866504854368932,0.22250639386189258,0.6586578293289147,0.6526077098063144,0.5529265255292652,0.75,0.65,0.652,795,1207,0.8688118811881188,0.866504854368932,0.22250639386189258,0,0.0
4208,1789306247.8401737,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1208,0,2,2,1,1.0,0.00102,0.95258,0.0464,0.19578,combined,2.1267,0.89062,0.89062,2.68829,2.0,2.14497,0.6589403973509934,0.6532688438251394,0.5534825870646766,0.75,0.66,0.652,796,1208,0.8688118811881188,0.866504854368932,0.22448979591836735,0.6589403973509934,0.6532688438251394,0.5534825870646766,0.75,0.66,0.652,796,1208,0.8688118811881188,0.866504854368932,0.22448979591836735,0,0.0
4209,1789306247.8410368,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1209,0,0,0,1,1.0,0.8861,0.02609,0.08781,0.4159,combined,0.0,0.0,0.0,0.54063,,,0.6592224979321754,0.6533768175854784,0.5534825870646766,0.8,0.66,0.652,797,1209,0.8691358024691358,0.866504854368932,0.22448979591836735,0.6592224979321754,0.6533768175854784,0.5534825870646766,0.8,0.66,0.652,797,1209,0.8691358024691358,0.866504854368932,0.22448979591836735,0,0.0
4210,1789306247.842301,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1210,0,0,0,1,1.0,0.88395,0.02626,0.08979,0.42103,combined,0.0,0.0,0.0,0.59758,,,0.6595041322314049,0.6534842594553724,0.5534825870646766,0.85,0.66,0.652,798,1210,0.8694581280788177,0.866504854368932,0.22448979591836735,0.6595041322314049,0.6534842594553724,0.5534825870646766,0.85,0.66,0.652,798,1210,0.8694581280788177,0.866504854368932,0.22448979591836735,0,0.0
4211,1789306247.8431935,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1211,0,0,0,1,1.0,0.86259,0.02917,0.10824,0.47127,combined,0.0,0.0,0.0,0.59431,,,0.6597853014037985,0.6535911733553897,0.5534825870646766,0.85,0.66,0.654,799,1211,0.8697788697788698,0.866504854368932,0.22448979591836735,0.6597853014037985,0.6535911733553897,0.5534825870646766,0.85,0.66,0.654,799,1211,0.8697788697788698,0.866504854368932,0.22448979591836735,0,0.0
4212,1789306247.8439856,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1212,0,0,0,1,1.0,0.88964,0.02654,0.08382,0.40815,combined,0.0,0.0,0.0,0.47318,,,0.6600660066006601,0.6536975631676619,0.5534825870646766,0.85,0.66,0.656,800,1212,0.8700980392156863,0.866504854368932,0.22448979591836735,0.6600660066006601,0.6536975631676619,0.5534825870646766,0.85,0.66,0.656,800,1212,0.8700980392156863,0.866504854368932,0.22448979591836735,0,0.0
4213,1789306248.0991466,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1213,0,1,1,1,1.0,0.0058,0.89952,0.09468,0.34831,combined,2.04087,2.02453,2.02453,2.48296,,,0.6603462489694971,0.6538053074337079,0.5540372670807453,0.85,0.66,0.656,801,1213,0.8700980392156863,0.8668280871670703,0.22448979591836735,0.6603462489694971,0.6538053074337079,0.5540372670807453,0.85,0.66,0.656,801,1213,0.8700980392156863,0.8668280871670703,0.22448979591836735,0,0.0
4214,1789306248.1006076,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1214,0,1,1,1,1.0,0.01811,0.85369,0.1282,0.47102,combined,1.85184,1.99672,1.99672,2.34236,,,0.6606260296540363,0.6539125311960533,0.5545905707196029,0.85,0.66,0.658,802,1214,0.8700980392156863,0.8671497584541062,0.22448979591836735,0.6606260296540363,0.6539125311960533,0.5545905707196029,0.85,0.66,0.658,802,1214,0.8700980392156863,0.8671497584541062,0.22448979591836735,0,0.0
4215,1789306248.101726,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1215,0,2,1,0,-1.0,0.01716,0.73309,0.24975,0.64384,combined,2.03778,1.98205,1.98205,2.48629,2.23607,2.18068,0.660082304526749,0.6537221242444686,0.5539033457249071,0.85,0.65,0.658,802,1215,0.8700980392156863,0.8671497584541062,0.22391857506361323,0.660082304526749,0.6537221242444686,0.5539033457249071,0.85,0.65,0.658,802,1215,0.8700980392156863,0.8671497584541062,0.22391857506361323,0,0.0
4216,1789306248.1030843,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1216,0,1,1,1,1.0,0.00249,0.91512,0.08239,0.30176,combined,2.04526,2.01703,2.01703,2.64563,,,0.6603618421052632,0.6538288312657906,0.5544554455445545,0.85,0.65,0.658,803,1216,0.8700980392156863,0.8674698795180723,0.22391857506361323,0.6603618421052632,0.6538288312657906,0.5544554455445545,0.85,0.65,0.658,803,1216,0.8700980392156863,0.8674698795180723,0.22391857506361323,0,0.0
4217,1789306248.104176,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1217,0,0,2,0,-1.0,0.87612,0.02775,0.09613,0.44047,combined,0.0,0.0,0.0,0.4956,,,0.6598192276088742,0.6531197049094616,0.5544554455445545,0.8,0.65,0.658,803,1217,0.8679706601466992,0.8674698795180723,0.22391857506361323,0.6598192276088742,0.6531197049094616,0.5544554455445545,0.8,0.65,0.658,803,1217,0.8679706601466992,0.8674698795180723,0.22391857506361323,0,0.0
4218,1789306248.1052463,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1218,0,2,1,0,-1.0,0.00289,0.94584,0.05127,0.22188,combined,2.07172,1.99548,1.99548,2.59736,2.23607,2.17148,0.6592775041050903,0.652930264490626,0.553770086526576,0.75,0.64,0.656,803,1218,0.8679706601466992,0.8674698795180723,0.2233502538071066,0.6592775041050903,0.652930264490626,0.553770086526576,0.75,0.64,0.656,803,1218,0.8679706601466992,0.8674698795180723,0.2233502538071066,0,0.0
4219,1789306248.1061792,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1219,0,1,1,1,1.0,0.00463,0.87893,0.11645,0.38869,combined,2.01729,1.9919,1.9919,2.51109,,,0.6595570139458573,0.6530364584974224,0.554320987654321,0.8,0.64,0.658,804,1219,0.8679706601466992,0.8677884615384616,0.2233502538071066,0.6595570139458573,0.6530364584974224,0.554320987654321,0.8,0.64,0.658,804,1219,0.8679706601466992,0.8677884615384616,0.2233502538071066,0,0.0
4220,1789306248.1070518,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1220,0,1,1,1,1.0,0.01467,0.85404,0.13129,0.46325,combined,2.04229,1.94961,1.94961,2.46398,,,0.6598360655737705,0.6531421431804453,0.5548705302096177,0.8,0.65,0.66,805,1220,0.8679706601466992,0.86810551558753,0.2233502538071066,0.6598360655737705,0.6531421431804453,0.5548705302096177,0.8,0.65,0.66,805,1220,0.8679706601466992,0.86810551558753,0.2233502538071066,0,0.0
4221,1789306248.1079483,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1221,0,2,1,0,-1.0,0.00467,0.85511,0.14022,0.43437,combined,2.1335,2.03411,2.03411,2.56187,2.23607,2.51282,0.6592956592956593,0.6529536619536038,0.5541871921182266,0.75,0.64,0.658,805,1221,0.8679706601466992,0.86810551558753,0.22278481012658227,0.6592956592956593,0.6529536619536038,0.5541871921182266,0.75,0.64,0.658,805,1221,0.8679706601466992,0.86810551558753,0.22278481012658227,0,0.0
4222,1789306248.1090233,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1222,0,0,0,1,1.0,0.87863,0.0256,0.09577,0.43217,combined,0.0,0.0,0.0,0.62158,,,0.6595744680851063,0.6530610028803139,0.5541871921182266,0.8,0.65,0.658,806,1222,0.8682926829268293,0.86810551558753,0.22278481012658227,0.6595744680851063,0.6530610028803139,0.5541871921182266,0.8,0.65,0.658,806,1222,0.8682926829268293,0.86810551558753,0.22278481012658227,0,0.0
4223,1789306248.1102977,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1223,0,2,1,0,-1.0,0.00489,0.78733,0.20778,0.54075,combined,1.92636,2.00634,2.00634,2.41533,2.23607,2.51302,0.6590351594439902,0.6528734735788605,0.5535055350553506,0.75,0.64,0.658,806,1223,0.8682926829268293,0.86810551558753,0.2222222222222222,0.6590351594439902,0.6528734735788605,0.5535055350553506,0.75,0.64,0.658,806,1223,0.8682926829268293,0.86810551558753,0.2222222222222222,0,0.0
4224,1789306248.1111739,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1224,0,0,0,1,1.0,0.89436,0.02333,0.08231,0.39308,combined,0.0,0.0,0.0,0.53043,,,0.6593137254901961,0.6529802921652945,0.5535055350553506,0.75,0.64,0.66,807,1224,0.8686131386861314,0.86810551558753,0.2222222222222222,0.6593137254901961,0.6529802921652945,0.5535055350553506,0.75,0.64,0.66,807,1224,0.8686131386861314,0.86810551558753,0.2222222222222222,0,0.0
4225,1789306248.36304,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1225,0,1,1,1,1.0,0.01331,0.86917,0.11752,0.43099,combined,2.02641,0.99286,0.99286,2.5926,,,0.6595918367346939,0.6530854711799775,0.5540540540540541,0.75,0.65,0.662,808,1225,0.8686131386861314,0.868421052631579,0.2222222222222222,0.6595918367346939,0.6530854711799775,0.5540540540540541,0.75,0.65,0.662,808,1225,0.8686131386861314,0.868421052631579,0.2222222222222222,0,0.0
4226,1789306248.3649287,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1226,0,0,0,1,1.0,0.88554,0.0262,0.08826,0.41732,combined,0.0,0.0,0.0,0.53637,,,0.6598694942903752,0.6531917712295842,0.5540540540540541,0.75,0.65,0.662,809,1226,0.8689320388349514,0.868421052631579,0.2222222222222222,0.6598694942903752,0.6531917712295842,0.5540540540540541,0.75,0.65,0.662,809,1226,0.8689320388349514,0.868421052631579,0.2222222222222222,0,0.0
4227,1789306248.3658135,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1227,0,0,0,1,1.0,0.86578,0.02431,0.10991,0.45784,combined,0.0,0.0,0.0,0.71865,,,0.6601466992665037,0.6532975565089748,0.5540540540540541,0.75,0.65,0.664,810,1227,0.8692493946731235,0.868421052631579,0.2222222222222222,0.6601466992665037,0.6532975565089748,0.5540540540540541,0.75,0.65,0.664,810,1227,0.8692493946731235,0.868421052631579,0.2222222222222222,0,0.0
4228,1789306248.3667862,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1228,0,2,1,0,-1.0,0.00322,0.92979,0.06699,0.26727,combined,1.93336,2.04513,2.04513,2.59451,2.0,2.49125,0.6596091205211726,0.6531109719395188,0.5533742331288344,0.7,0.65,0.664,810,1228,0.8692493946731235,0.868421052631579,0.2216624685138539,0.6596091205211726,0.6531109719395188,0.5533742331288344,0.7,0.65,0.664,810,1228,0.8692493946731235,0.868421052631579,0.2216624685138539,0,0.0
4229,1789306248.3676994,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1229,0,1,1,1,1.0,0.00118,0.93567,0.06315,0.2446,combined,1.94886,2.02535,2.02535,2.52299,,,0.6598860862489829,0.653215648906399,0.553921568627451,0.7,0.66,0.666,811,1229,0.8692493946731235,0.8687350835322196,0.2216624685138539,0.6598860862489829,0.653215648906399,0.553921568627451,0.7,0.66,0.666,811,1229,0.8692493946731235,0.8687350835322196,0.2216624685138539,0,0.0
4230,1789306248.368581,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,combined,1230,0,1,1,1,1.0,0.00915,0.89409,0.09676,0.36903,combined,2.01407,1.00113,1.00113,2.64914,,,0.6601626016260163,0.6533198274115322,0.554467564259486,0.7,0.67,0.668,812,1230,0.8692493946731235,0.8690476190476191,0.2216624685138539,0.6601626016260163,0.6533198274115322,0.554467564259486,0.7,0.67,0.668,812,1230,0.8692493946731235,0.8690476190476191,0.2216624685138539,0,0.0
