trial,timestamp,phase,trial_kind,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,signal_energy,area_factor,post_noise_energy,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
628,1789302852.6982887,dots_0_2_stage2_1,train,1,2,0,0,-1.0,0.03356,0.07412,0.89232,0.40846,1.94079,1.44,2.54891,0.40923566878980894,0.3916236543966589,0.47586206896551725,0.45,0.47,0.418,257,628,0.25906735751295334,0.25757575757575757,0.6582278481012658,0.22580645161290322,0.24166666666666667,0.2894736842105263,0.3,0.22580645161290322,0.22580645161290322,14,62,0.125,0.1,0.5,192,0.010911
629,1789302852.6989353,dots_0_2_stage2_1,train,1,0,2,0,-1.0,0.34013,0.28449,0.37538,1.09223,0.0,0.0,0.47276,0.40858505564387915,0.39117852147996995,0.47586206896551725,0.45,0.47,0.416,257,629,0.25773195876288657,0.25757575757575757,0.6582278481012658,0.22580645161290322,0.24166666666666667,0.2894736842105263,0.3,0.22580645161290322,0.22580645161290322,14,62,0.125,0.1,0.5,192,0.000533
630,1789302852.6995122,dots_0_2_stage2_1,probe,0,0,0,1,1.0,0.34226,0.2946,0.36314,1.09486,0.0,0.0,0.50829,0.4095238095238095,0.39244735573849493,0.47586206896551725,0.5,0.47,0.418,258,630,0.26153846153846155,0.25757575757575757,0.6582278481012658,0.23809523809523808,0.25333333333333335,0.2894736842105263,0.35,0.23809523809523808,0.23809523809523808,15,63,0.16,0.1,0.5,0,0.0
631,1789302852.7002902,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.04949,0.19642,0.75409,0.68128,1.85325,1.44,2.21497,0.410459587955626,0.3929260282201459,0.47706422018348627,0.5,0.48,0.42,259,631,0.26153846153846155,0.25757575757575757,0.6596638655462185,0.23809523809523808,0.25333333333333335,0.2894736842105263,0.35,0.23809523809523808,0.23809523809523808,15,63,0.16,0.1,0.5,192,0.002473
632,1789302852.7012038,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.03401,0.18548,0.78051,0.62091,2.12924,1.44,2.69148,0.4098101265822785,0.39249457803995197,0.4759725400457666,0.45,0.47,0.418,259,632,0.26153846153846155,0.2562814070351759,0.6596638655462185,0.23809523809523808,0.25333333333333335,0.2894736842105263,0.35,0.23809523809523808,0.23809523809523808,15,63,0.16,0.1,0.5,192,0.002979
633,1789302852.7018893,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.34761,0.29573,0.35666,1.09531,0.0,0.0,0.59851,0.4107424960505529,0.3937504650101247,0.4759725400457666,0.5,0.47,0.42,260,633,0.2653061224489796,0.2562814070351759,0.6596638655462185,0.23809523809523808,0.25333333333333335,0.2894736842105263,0.35,0.23809523809523808,0.23809523809523808,15,63,0.16,0.1,0.5,192,0.000583
634,1789302852.7024996,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.04863,0.17001,0.78136,0.64105,1.94663,1.44,2.36969,0.4116719242902208,0.394225131864314,0.4771689497716895,0.55,0.47,0.422,261,634,0.2653061224489796,0.2562814070351759,0.6610878661087866,0.23809523809523808,0.25333333333333335,0.2894736842105263,0.35,0.23809523809523808,0.23809523809523808,15,63,0.16,0.1,0.5,192,0.002451
635,1789302852.7031653,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.07856,0.4835,0.43795,0.9128,2.13552,1.44,2.61678,0.4110236220472441,0.3937979961859221,0.4760820045558087,0.5,0.47,0.422,261,635,0.2653061224489796,0.255,0.6610878661087866,0.23809523809523808,0.25333333333333335,0.2894736842105263,0.35,0.23809523809523808,0.23809523809523808,15,63,0.16,0.1,0.5,192,0.007278
636,1789302852.70376,dots_0_2_stage2_1,train,1,0,1,0,-1.0,0.35215,0.29289,0.35497,1.09484,0.0,0.0,0.53092,0.41037735849056606,0.3933490856572435,0.4760820045558087,0.45,0.47,0.42,261,636,0.2639593908629442,0.255,0.6610878661087866,0.23809523809523808,0.25333333333333335,0.2894736842105263,0.35,0.23809523809523808,0.23809523809523808,15,63,0.16,0.1,0.5,192,0.000575
637,1789302852.959785,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.35426,0.28868,0.35706,1.09401,0.0,0.0,0.54961,0.41130298273155413,0.39458821126185145,0.4760820045558087,0.5,0.47,0.42,262,637,0.2676767676767677,0.255,0.6610878661087866,0.23809523809523808,0.25333333333333335,0.2894736842105263,0.35,0.23809523809523808,0.23809523809523808,15,63,0.16,0.1,0.5,192,0.000531
638,1789302852.9608495,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.04202,0.13617,0.82181,0.56597,2.108,1.44,2.5695,0.4122257053291536,0.39505892255892255,0.4772727272727273,0.5,0.48,0.422,263,638,0.2676767676767677,0.255,0.6625,0.23809523809523808,0.25333333333333335,0.2894736842105263,0.35,0.23809523809523808,0.23809523809523808,15,63,0.16,0.1,0.5,192,0.00241
639,1789302852.9618082,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.03992,0.10858,0.8515,0.50655,1.92213,1.44,2.44194,0.4131455399061033,0.39552572753817566,0.47845804988662133,0.5,0.49,0.422,264,639,0.2676767676767677,0.255,0.6639004149377593,0.23809523809523808,0.25333333333333335,0.2894736842105263,0.35,0.23809523809523808,0.23809523809523808,15,63,0.16,0.1,0.5,192,0.001796
640,1789302852.9626262,dots_0_2_stage2_1,probe,0,0,2,0,-1.0,0.34633,0.29446,0.35921,1.09502,0.0,0.0,0.60726,0.4125,0.3950773577430722,0.47845804988662133,0.45,0.48,0.422,264,640,0.2663316582914573,0.255,0.6639004149377593,0.234375,0.2512820512820513,0.2894736842105263,0.35,0.234375,0.234375,15,64,0.15384615384615385,0.1,0.5,0,0.0
641,1789302852.9633496,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.34909,0.29304,0.35787,1.09482,0.0,0.0,0.58638,0.41341653666146644,0.3963001383125864,0.47845804988662133,0.5,0.49,0.424,265,641,0.27,0.255,0.6639004149377593,0.234375,0.2512820512820513,0.2894736842105263,0.35,0.234375,0.234375,15,64,0.15384615384615385,0.1,0.5,192,0.000543
642,1789302852.964019,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.02556,0.06193,0.91251,0.34953,2.08393,1.44,2.68935,0.4143302180685358,0.39676308539944904,0.4796380090497738,0.5,0.5,0.426,266,642,0.27,0.255,0.6652892561983471,0.234375,0.2512820512820513,0.2894736842105263,0.35,0.234375,0.234375,15,64,0.15384615384615385,0.1,0.5,192,0.001109
643,1789302852.964851,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.03689,0.08288,0.88022,0.44045,2.10397,1.44,2.72749,0.4152410575427683,0.3972222222222222,0.48081264108352145,0.55,0.5,0.428,267,643,0.27,0.255,0.6666666666666666,0.234375,0.2512820512820513,0.2894736842105263,0.35,0.234375,0.234375,15,64,0.15384615384615385,0.1,0.5,192,0.001611
644,1789302852.9655194,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.0139,0.06164,0.92446,0.30382,2.05625,1.44,2.65102,0.41459627329192544,0.3967993366500829,0.4797297297297297,0.55,0.49,0.428,267,644,0.27,0.2537313432835821,0.6666666666666666,0.234375,0.2512820512820513,0.2894736842105263,0.35,0.234375,0.234375,15,64,0.15384615384615385,0.1,0.5,192,0.00097
645,1789302852.966211,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.0062,0.02384,0.96996,0.15019,2.06063,1.44,2.66691,0.41550387596899224,0.397254710056276,0.48089887640449436,0.6,0.5,0.43,268,645,0.27,0.2537313432835821,0.6680327868852459,0.234375,0.2512820512820513,0.2894736842105263,0.35,0.234375,0.234375,15,64,0.15384615384615385,0.1,0.5,192,0.000386
646,1789302852.9668744,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.01032,0.04116,0.94853,0.22862,1.95802,1.44,2.53556,0.41640866873065013,0.397706366128541,0.4820627802690583,0.65,0.51,0.432,269,646,0.27,0.2537313432835821,0.6693877551020408,0.234375,0.2512820512820513,0.2894736842105263,0.35,0.234375,0.234375,15,64,0.15384615384615385,0.1,0.5,192,0.000618
647,1789302852.9677527,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.04606,0.07057,0.88337,0.4384,1.90984,1.44,2.33074,0.41731066460587324,0.39815435020021844,0.48322147651006714,0.65,0.52,0.432,270,647,0.27,0.2537313432835821,0.6707317073170732,0.234375,0.2512820512820513,0.2894736842105263,0.35,0.234375,0.234375,15,64,0.15384615384615385,0.1,0.5,192,0.001362
648,1789302852.968516,dots_0_2_stage2_1,train,1,2,1,0,-1.0,0.02044,0.05142,0.92815,0.30131,1.97057,1.44,2.4218,0.4166666666666667,0.39724917920518865,0.48214285714285715,0.65,0.51,0.432,270,648,0.27,0.2537313432835821,0.6680161943319838,0.234375,0.2512820512820513,0.2894736842105263,0.35,0.234375,0.234375,15,64,0.15384615384615385,0.1,0.5,192,0.012224
649,1789302853.224573,dots_0_2_stage2_1,train,1,2,1,0,-1.0,0.07012,0.27994,0.64993,0.82282,1.98739,1.44,2.58253,0.41602465331278893,0.3963513079762478,0.48106904231625836,0.65,0.51,0.432,270,649,0.27,0.2537313432835821,0.6653225806451613,0.234375,0.2512820512820513,0.2894736842105263,0.35,0.234375,0.234375,15,64,0.15384615384615385,0.1,0.5,192,0.007926
650,1789302853.2256196,dots_0_2_stage2_1,probe,0,0,2,0,-1.0,0.34263,0.28468,0.37269,1.09251,0.0,0.0,0.60408,0.4153846153846154,0.3959035467822179,0.48106904231625836,0.6,0.5,0.43,270,650,0.26865671641791045,0.2537313432835821,0.6653225806451613,0.23076923076923078,0.2493827160493827,0.2894736842105263,0.35,0.23076923076923078,0.23076923076923078,15,65,0.14814814814814814,0.1,0.5,0,0.0
651,1789302853.2268288,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.34672,0.28464,0.36863,1.0928,0.0,0.0,0.63559,0.4162826420890937,0.39711038388383857,0.48106904231625836,0.6,0.51,0.432,271,651,0.2722772277227723,0.2537313432835821,0.6653225806451613,0.23076923076923078,0.2493827160493827,0.2894736842105263,0.35,0.23076923076923078,0.23076923076923078,15,65,0.14814814814814814,0.1,0.5,192,0.000618
652,1789302853.2275774,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.33958,0.27554,0.38488,1.08943,0.0,0.0,0.65109,0.4171779141104294,0.3983053309647535,0.48106904231625836,0.65,0.52,0.434,272,652,0.27586206896551724,0.2537313432835821,0.6653225806451613,0.23076923076923078,0.2493827160493827,0.2894736842105263,0.35,0.23076923076923078,0.23076923076923078,15,65,0.14814814814814814,0.1,0.5,192,0.000636
653,1789302853.2284389,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.09141,0.45512,0.45347,0.93558,1.97688,1.44,2.48551,0.41807044410413474,0.39953679739497866,0.4822222222222222,0.65,0.53,0.436,273,653,0.27586206896551724,0.25742574257425743,0.6653225806451613,0.23076923076923078,0.2493827160493827,0.2894736842105263,0.35,0.23076923076923078,0.23076923076923078,15,65,0.14814814814814814,0.1,0.5,192,0.006
654,1789302853.229161,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.05954,0.28318,0.65729,0.80106,1.89477,1.44,2.38091,0.41743119266055045,0.3991140950262196,0.4811529933481153,0.6,0.53,0.434,273,654,0.27586206896551724,0.2561576354679803,0.6653225806451613,0.23076923076923078,0.2493827160493827,0.2894736842105263,0.35,0.23076923076923078,0.23076923076923078,15,65,0.14814814814814814,0.1,0.5,192,0.003847
655,1789302853.2298164,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.0438,0.17555,0.78065,0.63575,1.85824,1.44,2.30541,0.416793893129771,0.3986955367983307,0.48008849557522126,0.6,0.53,0.434,273,655,0.27586206896551724,0.2549019607843137,0.6653225806451613,0.23076923076923078,0.2493827160493827,0.2894736842105263,0.35,0.23076923076923078,0.23076923076923078,15,65,0.14814814814814814,0.1,0.5,192,0.00249
656,1789302853.2305694,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.01613,0.03666,0.9472,0.23917,2.06614,1.44,2.62761,0.4176829268292683,0.39914356547216584,0.48123620309050774,0.65,0.53,0.434,274,656,0.27586206896551724,0.2549019607843137,0.6666666666666666,0.23076923076923078,0.2493827160493827,0.2894736842105263,0.35,0.23076923076923078,0.23076923076923078,15,65,0.14814814814814814,0.1,0.5,192,0.000642
657,1789302853.2312462,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.01488,0.05098,0.93414,0.27798,2.03273,1.44,2.64598,0.4185692541856925,0.3995880099166103,0.48237885462555063,0.65,0.53,0.436,275,657,0.27586206896551724,0.2549019607843137,0.668,0.23076923076923078,0.2493827160493827,0.2894736842105263,0.35,0.23076923076923078,0.23076923076923078,15,65,0.14814814814814814,0.1,0.5,192,0.000917
658,1789302853.2319868,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.03591,0.31538,0.64871,0.76415,2.003,1.44,2.61613,0.4194528875379939,0.4007995514437903,0.4835164835164835,0.65,0.54,0.436,276,658,0.27586206896551724,0.25853658536585367,0.668,0.23076923076923078,0.2493827160493827,0.2894736842105263,0.35,0.23076923076923078,0.23076923076923078,15,65,0.14814814814814814,0.1,0.5,192,0.008153
659,1789302853.2326093,dots_0_2_stage2_1,train,1,0,1,0,-1.0,0.3519,0.28656,0.36154,1.0935,0.0,0.0,0.60005,0.4188163884673748,0.4003487964291408,0.4835164835164835,0.6,0.53,0.434,276,659,0.27450980392156865,0.25853658536585367,0.668,0.23076923076923078,0.2493827160493827,0.2894736842105263,0.35,0.23076923076923078,0.23076923076923078,15,65,0.14814814814814814,0.1,0.5,192,0.000644
660,1789302853.233232,dots_0_2_stage2_1,probe,0,1,2,0,-1.0,0.04473,0.16975,0.78553,0.62964,2.0621,1.44,2.63645,0.41818181818181815,0.3999304524398757,0.4824561403508772,0.6,0.53,0.434,276,660,0.27450980392156865,0.25728155339805825,0.668,0.22727272727272727,0.24779541446208111,0.28205128205128205,0.35,0.22727272727272727,0.22727272727272727,15,66,0.14814814814814814,0.09523809523809523,0.5,0,0.0
661,1789302853.4764736,dots_0_2_stage2_1,train,1,0,2,0,-1.0,0.34898,0.28945,0.36157,1.09406,0.0,0.0,0.57416,0.4175491679273828,0.3994840950351251,0.4824561403508772,0.55,0.52,0.432,276,661,0.2731707317073171,0.25728155339805825,0.668,0.22727272727272727,0.24779541446208111,0.28205128205128205,0.35,0.22727272727272727,0.22727272727272727,15,66,0.14814814814814814,0.09523809523809523,0.5,192,0.000532
662,1789302853.4775941,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.05129,0.24063,0.70808,0.73955,1.95228,1.44,2.39831,0.4169184290030212,0.3990697930167708,0.4814004376367615,0.5,0.52,0.432,276,662,0.2731707317073171,0.2560386473429952,0.668,0.22727272727272727,0.24779541446208111,0.28205128205128205,0.35,0.22727272727272727,0.22727272727272727,15,66,0.14814814814814814,0.09523809523809523,0.5,192,0.003299
663,1789302853.4784775,dots_0_2_stage2_1,train,1,0,2,0,-1.0,0.3434,0.28678,0.36981,1.09312,0.0,0.0,0.67435,0.416289592760181,0.3986277691790567,0.4814004376367615,0.45,0.52,0.432,276,663,0.27184466019417475,0.2560386473429952,0.668,0.22727272727272727,0.24779541446208111,0.28205128205128205,0.35,0.22727272727272727,0.22727272727272727,15,66,0.14814814814814814,0.09523809523809523,0.5,192,0.000624
664,1789302853.4791718,dots_0_2_stage2_1,train,1,0,1,0,-1.0,0.35166,0.29085,0.35749,1.09443,0.0,0.0,0.53095,0.41566265060240964,0.3981900161030596,0.4814004376367615,0.45,0.52,0.432,276,664,0.27053140096618356,0.2560386473429952,0.668,0.22727272727272727,0.24779541446208111,0.28205128205128205,0.35,0.22727272727272727,0.22727272727272727,15,66,0.14814814814814814,0.09523809523809523,0.5,192,0.000602
665,1789302853.4798138,dots_0_2_stage2_1,train,1,0,1,0,-1.0,0.35772,0.29021,0.35207,1.09431,0.0,0.0,0.50441,0.4150375939849624,0.3977564721912548,0.4814004376367615,0.4,0.51,0.43,276,665,0.2692307692307692,0.2560386473429952,0.668,0.22727272727272727,0.24779541446208111,0.28205128205128205,0.35,0.22727272727272727,0.22727272727272727,15,66,0.14814814814814814,0.09523809523809523,0.5,192,0.00054
666,1789302853.480458,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.01585,0.05523,0.92892,0.29415,1.99815,1.44,2.56797,0.4159159159159159,0.3981973752457037,0.48253275109170307,0.4,0.51,0.43,277,666,0.2692307692307692,0.2560386473429952,0.6693227091633466,0.22727272727272727,0.24779541446208111,0.28205128205128205,0.35,0.22727272727272727,0.22727272727272727,15,66,0.14814814814814814,0.09523809523809523,0.5,192,0.000823
667,1789302853.4811392,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.01617,0.04131,0.94252,0.25415,2.00491,1.44,2.61939,0.41679160419790107,0.3986347790695617,0.48366013071895425,0.4,0.52,0.43,278,667,0.2692307692307692,0.2560386473429952,0.6706349206349206,0.22727272727272727,0.24779541446208111,0.28205128205128205,0.35,0.22727272727272727,0.22727272727272727,15,66,0.14814814814814814,0.09523809523809523,0.5,192,0.000754
668,1789302853.481798,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.34412,0.28129,0.37459,1.09169,0.0,0.0,0.75127,0.4176646706586826,0.3998002802350628,0.48366013071895425,0.45,0.52,0.432,279,668,0.2727272727272727,0.2560386473429952,0.6706349206349206,0.22727272727272727,0.24779541446208111,0.28205128205128205,0.35,0.22727272727272727,0.22727272727272727,15,66,0.14814814814814814,0.09523809523809523,0.5,192,0.000727
669,1789302853.482449,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.01434,0.03535,0.95031,0.22746,1.87447,1.44,2.25113,0.41853512705530643,0.4002342263211829,0.48478260869565215,0.5,0.52,0.434,280,669,0.2727272727272727,0.2560386473429952,0.6719367588932806,0.22727272727272727,0.24779541446208111,0.28205128205128205,0.35,0.22727272727272727,0.22727272727272727,15,66,0.14814814814814814,0.09523809523809523,0.5,192,0.000575
670,1789302853.483128,dots_0_2_stage2_1,probe,0,1,2,0,-1.0,0.07693,0.27537,0.6477,0.83376,1.95515,1.44,2.50296,0.417910447761194,0.3998239079760819,0.4837310195227766,0.5,0.52,0.434,280,670,0.2727272727272727,0.2548076923076923,0.6719367588932806,0.22388059701492538,0.2463524130190797,0.275,0.35,0.22388059701492538,0.22388059701492538,15,67,0.14814814814814814,0.09090909090909091,0.5,0,0.0
671,1789302853.4839253,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.01895,0.12244,0.85861,0.46318,2.06051,1.44,2.57331,0.4172876304023845,0.3994175161223216,0.48268398268398266,0.45,0.51,0.432,280,671,0.2727272727272727,0.2535885167464115,0.6719367588932806,0.22388059701492538,0.2463524130190797,0.275,0.35,0.22388059701492538,0.22388059701492538,15,67,0.14814814814814814,0.09090909090909091,0.5,192,0.001761
672,1789302853.4845772,dots_0_2_stage2_1,train,1,2,1,0,-1.0,0.03746,0.07769,0.88485,0.4298,1.93438,1.44,2.41582,0.4166666666666667,0.39853570935212046,0.4816414686825054,0.4,0.51,0.43,280,672,0.2727272727272727,0.2535885167464115,0.6692913385826772,0.22388059701492538,0.2463524130190797,0.275,0.35,0.22388059701492538,0.22388059701492538,15,67,0.14814814814814814,0.09090909090909091,0.5,192,0.011192
673,1789302853.7406988,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.03345,0.15568,0.81086,0.57322,2.1056,1.44,2.78482,0.4160475482912333,0.3981331878969674,0.48060344827586204,0.35,0.5,0.43,280,673,0.2727272727272727,0.2523809523809524,0.6692913385826772,0.22388059701492538,0.2463524130190797,0.275,0.35,0.22388059701492538,0.22388059701492538,15,67,0.14814814814814814,0.09090909090909091,0.5,192,0.002406
674,1789302853.7417037,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.05646,0.22313,0.72041,0.73321,2.0332,1.44,2.49612,0.41543026706231456,0.3977344818110575,0.47956989247311826,0.35,0.5,0.43,280,674,0.2727272727272727,0.25118483412322273,0.6692913385826772,0.22388059701492538,0.2463524130190797,0.275,0.35,0.22388059701492538,0.22388059701492538,15,67,0.14814814814814814,0.09090909090909091,0.5,192,0.003385
675,1789302853.7424994,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.02257,0.06844,0.90899,0.35585,1.96865,1.44,2.54246,0.4162962962962963,0.398166780714871,0.48068669527896996,0.4,0.5,0.43,281,675,0.2727272727272727,0.25118483412322273,0.6705882352941176,0.22388059701492538,0.2463524130190797,0.275,0.35,0.22388059701492538,0.22388059701492538,15,67,0.14814814814814814,0.09090909090909091,0.5,192,0.001105
676,1789302853.7436557,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.07986,0.255,0.66514,0.82152,1.90146,1.44,2.50597,0.4156804733727811,0.3977718360071301,0.4796573875802998,0.35,0.5,0.43,281,676,0.2727272727272727,0.25,0.6705882352941176,0.22388059701492538,0.2463524130190797,0.275,0.35,0.22388059701492538,0.22388059701492538,15,67,0.14814814814814814,0.09090909090909091,0.5,192,0.003563
677,1789302853.7444425,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.35421,0.28971,0.35608,1.09422,0.0,0.0,0.49773,0.41654357459379615,0.39892623716153125,0.4796573875802998,0.35,0.5,0.432,282,677,0.2761904761904762,0.25,0.6705882352941176,0.22388059701492538,0.2463524130190797,0.275,0.35,0.22388059701492538,0.22388059701492538,15,67,0.14814814814814814,0.09090909090909091,0.5,192,0.000565
678,1789302853.7451417,dots_0_2_stage2_1,train,1,0,2,0,-1.0,0.35786,0.29059,0.35155,1.09438,0.0,0.0,0.59906,0.415929203539823,0.3984899172939318,0.4796573875802998,0.3,0.49,0.43,282,678,0.27488151658767773,0.25,0.6705882352941176,0.22388059701492538,0.2463524130190797,0.275,0.35,0.22388059701492538,0.22388059701492538,15,67,0.14814814814814814,0.09090909090909091,0.5,192,0.000605
679,1789302853.7458243,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.01478,0.05934,0.92588,0.3012,2.08639,1.44,2.50922,0.4167893961708395,0.39891883886255924,0.4807692307692308,0.35,0.5,0.432,283,679,0.27488151658767773,0.25,0.671875,0.22388059701492538,0.2463524130190797,0.275,0.35,0.22388059701492538,0.22388059701492538,15,67,0.14814814814814814,0.09090909090909091,0.5,192,0.000978
680,1789302853.7465236,dots_0_2_stage2_1,probe,0,0,0,1,1.0,0.35584,0.29072,0.35344,1.09443,0.0,0.0,0.59856,0.4176470588235294,0.4000589622641509,0.4807692307692308,0.4,0.51,0.434,284,680,0.2783018867924528,0.25,0.671875,0.23529411764705882,0.2564935064935065,0.275,0.4,0.23529411764705882,0.23529411764705882,16,68,0.17857142857142858,0.09090909090909091,0.5,0,0.0
681,1789302853.7471159,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.35919,0.28825,0.35256,1.09389,0.0,0.0,0.53738,0.4185022026431718,0.4011883802816902,0.4807692307692308,0.45,0.52,0.436,285,681,0.28169014084507044,0.25,0.671875,0.23529411764705882,0.2564935064935065,0.275,0.4,0.23529411764705882,0.23529411764705882,16,68,0.17857142857142858,0.09090909090909091,0.5,192,0.000551
682,1789302853.747729,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.05322,0.29737,0.6494,0.79711,2.07196,1.44,2.55448,0.4178885630498534,0.4007971439749609,0.47974413646055436,0.45,0.51,0.436,285,682,0.28169014084507044,0.24882629107981222,0.671875,0.23529411764705882,0.2564935064935065,0.275,0.4,0.23529411764705882,0.23529411764705882,16,68,0.17857142857142858,0.09090909090909091,0.5,192,0.004283
683,1789302853.7483726,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.04968,0.24232,0.70799,0.73712,2.08301,1.44,2.65374,0.41874084919472915,0.4019671964810671,0.4808510638297872,0.5,0.51,0.436,286,683,0.28169014084507044,0.2523364485981308,0.671875,0.23529411764705882,0.2564935064935065,0.275,0.4,0.23529411764705882,0.23529411764705882,16,68,0.17857142857142858,0.09090909090909091,0.5,192,0.009009
684,1789302853.749001,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.05641,0.17908,0.7645,0.67549,2.01771,1.44,2.44251,0.41812865497076024,0.4015759771809149,0.47983014861995754,0.5,0.5,0.436,286,684,0.28169014084507044,0.25116279069767444,0.671875,0.23529411764705882,0.2564935064935065,0.275,0.4,0.23529411764705882,0.23529411764705882,16,68,0.17857142857142858,0.09090909090909091,0.5,192,0.002649
685,1789302854.005837,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.08434,0.31289,0.60277,0.87725,1.98179,1.44,2.52447,0.41751824817518246,0.4011883802816902,0.4788135593220339,0.5,0.5,0.434,286,685,0.28169014084507044,0.25,0.671875,0.23529411764705882,0.2564935064935065,0.275,0.4,0.23529411764705882,0.23529411764705882,16,68,0.17857142857142858,0.09090909090909091,0.5,192,0.004316
686,1789302854.0068123,dots_0_2_stage2_1,train,1,0,2,0,-1.0,0.36526,0.28798,0.34676,1.09363,0.0,0.0,0.41352,0.41690962099125367,0.40074961059190034,0.4788135593220339,0.45,0.49,0.434,286,686,0.2803738317757009,0.25,0.671875,0.23529411764705882,0.2564935064935065,0.275,0.4,0.23529411764705882,0.23529411764705882,16,68,0.17857142857142858,0.09090909090909091,0.5,192,0.000433
687,1789302854.0075724,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.36035,0.29221,0.34744,1.0946,0.0,0.0,0.55942,0.4177583697234352,0.40186531007751936,0.4788135593220339,0.45,0.5,0.436,287,687,0.2837209302325581,0.25,0.671875,0.23529411764705882,0.2564935064935065,0.275,0.4,0.23529411764705882,0.23529411764705882,16,68,0.17857142857142858,0.09090909090909091,0.5,192,0.000579
688,1789302854.0082574,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.35896,0.28676,0.35428,1.09359,0.0,0.0,0.46158,0.4186046511627907,0.4029706790123457,0.4788135593220339,0.45,0.51,0.438,288,688,0.28703703703703703,0.25,0.671875,0.23529411764705882,0.2564935064935065,0.275,0.4,0.23529411764705882,0.23529411764705882,16,68,0.17857142857142858,0.09090909090909091,0.5,192,0.000492
689,1789302854.0090356,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.11506,0.58557,0.29937,0.92323,1.9647,1.44,2.58379,0.41944847605224966,0.4041227527450646,0.4799154334038055,0.45,0.51,0.438,289,689,0.28703703703703703,0.2534562211981567,0.671875,0.23529411764705882,0.2564935064935065,0.275,0.4,0.23529411764705882,0.23529411764705882,16,68,0.17857142857142858,0.09090909090909091,0.5,192,0.004843
690,1789302854.0098813,dots_0_2_stage2_1,probe,0,1,1,1,1.0,0.11556,0.44764,0.43679,0.97097,1.97092,1.44,2.48183,0.42028985507246375,0.40526425699399704,0.4810126582278481,0.5,0.52,0.44,290,690,0.28703703703703703,0.25688073394495414,0.671875,0.2463768115942029,0.2696687370600414,0.2926829268292683,0.4,0.2463768115942029,0.2463768115942029,17,69,0.17857142857142858,0.13043478260869565,0.5,0,0.0
691,1789302854.0107472,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.0591,0.22882,0.71208,0.74643,2.02042,1.44,2.58661,0.4211287988422576,0.4063953365465922,0.48210526315789476,0.55,0.52,0.44,291,691,0.28703703703703703,0.2602739726027397,0.671875,0.2463768115942029,0.2696687370600414,0.2926829268292683,0.4,0.2463768115942029,0.2463768115942029,17,69,0.17857142857142858,0.13043478260869565,0.5,192,0.009529
