trial,timestamp,phase,trial_kind,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,signal_energy,area_factor,post_noise_energy,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
21380,1789303302.7580004,dots_0_2_stage2_1,probe,0,0,0,1,1.0,0.97682,0.01374,0.00944,0.12584,0.0,0.0,0.53316,0.8809167446211412,0.8808068376175866,0.8841731131089274,1.0,1.0,0.958,18834,21380,0.8742710851941402,0.8737686462144666,0.894380781444153,0.8877455565949486,0.887723171199271,0.8935574229691877,1.0,0.96,0.962,1898,2138,0.8760563380281691,0.8938547486033519,0.8932584269662921,0,0.0
21381,1789303302.7588217,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.01085,0.36313,0.62602,0.71014,1.9349,1.44,2.47776,0.8809223142042,0.8808116976957457,0.8841811846689895,1.0,1.0,0.958,18835,21381,0.8742710851941402,0.8737686462144666,0.8943953616786305,0.8877455565949486,0.887723171199271,0.8935574229691877,1.0,0.96,0.962,1898,2138,0.8760563380281691,0.8938547486033519,0.8932584269662921,192,0.004234
21382,1789303302.7595806,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00029,0.9609,0.03881,0.16681,1.96915,1.44,2.57354,0.8809278832662988,0.8808176182132538,0.8841892551041739,1.0,1.0,0.958,18836,21382,0.8742710851941402,0.8737864077669902,0.8943953616786305,0.8877455565949486,0.887723171199271,0.8935574229691877,1.0,0.96,0.962,1898,2138,0.8760563380281691,0.8938547486033519,0.8932584269662921,192,0.000495
21383,1789303302.7602363,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97562,0.01269,0.01169,0.1315,0.0,0.0,0.63282,0.8809334518075106,0.8808235780594238,0.8841892551041739,1.0,1.0,0.958,18837,21383,0.8742889647326507,0.8737864077669902,0.8943953616786305,0.8877455565949486,0.887723171199271,0.8935574229691877,1.0,0.96,0.962,1898,2138,0.8760563380281691,0.8938547486033519,0.8932584269662921,192,2.3e-05
21384,1789303302.7610366,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00129,0.96405,0.03466,0.16039,1.93113,1.44,2.41403,0.8809390198279087,0.8808294969110574,0.8841973244147158,1.0,1.0,0.958,18838,21384,0.8742889647326507,0.8738041643218908,0.8943953616786305,0.8877455565949486,0.887723171199271,0.8935574229691877,1.0,0.96,0.962,1898,2138,0.8760563380281691,0.8938547486033519,0.8932584269662921,192,0.000432
21385,1789303303.016816,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00022,0.00106,0.99873,0.01035,1.88758,1.44,2.3908,0.8809445873275661,0.8808343556475801,0.88420539260085,1.0,1.0,0.958,18839,21385,0.8742889647326507,0.8738041643218908,0.8944099378881988,0.8877455565949486,0.887723171199271,0.8935574229691877,1.0,0.96,0.962,1898,2138,0.8760563380281691,0.8938547486033519,0.8932584269662921,192,1.5e-05
21386,1789303303.0178225,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97715,0.01238,0.01047,0.12469,0.0,0.0,0.65512,0.8809501543065557,0.8808403137989269,0.88420539260085,1.0,1.0,0.96,18840,21386,0.8743068391866913,0.8738041643218908,0.8944099378881988,0.8877455565949486,0.887723171199271,0.8935574229691877,1.0,0.96,0.962,1898,2138,0.8760563380281691,0.8938547486033519,0.8932584269662921,192,2.2e-05
21387,1789303303.0184724,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00033,0.98222,0.01744,0.09091,2.04276,1.44,2.54653,0.8809557207649507,0.8808462309853891,0.8842134596628117,1.0,1.0,0.96,18841,21387,0.8743068391866913,0.8738219158812772,0.8944099378881988,0.8877455565949486,0.887723171199271,0.8935574229691877,1.0,0.96,0.962,1898,2138,0.8760563380281691,0.8938547486033519,0.8932584269662921,192,0.000231
21388,1789303303.019099,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97722,0.01112,0.01166,0.12445,0.0,0.0,0.55606,0.880961286702824,0.8808521874426355,0.8842134596628117,1.0,1.0,0.96,18842,21388,0.8743247085584305,0.8738219158812772,0.8944099378881988,0.8877455565949486,0.887723171199271,0.8935574229691877,1.0,0.96,0.962,1898,2138,0.8760563380281691,0.8938547486033519,0.8932584269662921,192,2e-05
21389,1789303303.0196981,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97885,0.01077,0.01038,0.11715,0.0,0.0,0.58005,0.8809668521202487,0.8808581422065038,0.8842134596628117,1.0,1.0,0.96,18843,21389,0.8743425728500356,0.8738219158812772,0.8944099378881988,0.8877455565949486,0.887723171199271,0.8935574229691877,1.0,0.96,0.962,1898,2138,0.8760563380281691,0.8938547486033519,0.8932584269662921,192,1.8e-05
21390,1789303303.0203245,dots_0_2_stage2_1,probe,0,2,2,1,1.0,0.00137,0.0117,0.98694,0.07403,2.07892,1.44,2.59096,0.8809724170172978,0.8808629996019456,0.884221525600836,1.0,1.0,0.96,18844,21390,0.8743425728500356,0.8738219158812772,0.8944245100745238,0.8877980364656382,0.887773073757959,0.893631910426872,1.0,0.96,0.962,1899,2139,0.8760563380281691,0.8938547486033519,0.8934081346423562,0,0.0
21391,1789303303.0209591,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.9786,0.01037,0.01102,0.11824,0.0,0.0,0.51731,0.8809779813940443,0.8808689526731578,0.884221525600836,1.0,1.0,0.96,18845,21391,0.8743604320636725,0.8738219158812772,0.8944245100745238,0.8877980364656382,0.887773073757959,0.893631910426872,1.0,0.96,0.962,1899,2139,0.8760563380281691,0.8938547486033519,0.8934081346423562,192,1.8e-05
21392,1789303303.0215883,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00581,0.81985,0.17434,0.4973,1.89245,1.44,2.4783,0.880983545250561,0.8808748681951513,0.8842295904151575,1.0,1.0,0.96,18846,21392,0.8743604320636725,0.8738396624472574,0.8944245100745238,0.8877980364656382,0.887773073757959,0.893631910426872,1.0,0.96,0.962,1899,2139,0.8760563380281691,0.8938547486033519,0.8934081346423562,192,0.00217
21393,1789303303.02302,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97547,0.0112,0.01334,0.13211,0.0,0.0,0.6297,0.8809891085869209,0.8808808195744292,0.8842295904151575,1.0,1.0,0.96,18847,21393,0.8743782862015064,0.8738396624472574,0.8944245100745238,0.8877980364656382,0.887773073757959,0.893631910426872,1.0,0.96,0.962,1899,2139,0.8760563380281691,0.8938547486033519,0.8934081346423562,192,2.4e-05
21394,1789303303.0241444,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00135,0.94038,0.05827,0.23238,1.90577,1.44,2.38135,0.8809946714031972,0.8808867334326559,0.884237654106011,1.0,1.0,0.96,18848,21394,0.8743782862015064,0.8738574040219378,0.8944245100745238,0.8877980364656382,0.887773073757959,0.893631910426872,1.0,0.96,0.962,1899,2139,0.8760563380281691,0.8938547486033519,0.8934081346423562,192,0.000695
21395,1789303303.0249853,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00325,0.97395,0.0228,0.13055,1.88302,1.44,2.32311,0.8810002336994625,0.8808926456278181,0.8842457166736314,1.0,1.0,0.96,18849,21395,0.8743782862015064,0.8738751406074241,0.8944245100745238,0.8877980364656382,0.887773073757959,0.893631910426872,1.0,0.96,0.962,1899,2139,0.8760563380281691,0.8938547486033519,0.8934081346423562,192,0.000293
21396,1789303303.0257335,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00217,0.94939,0.04844,0.20927,1.93865,1.44,2.39777,0.8810057954757898,0.8808985561606169,0.8842537781182533,1.0,1.0,0.96,18850,21396,0.8743782862015064,0.8738928722058203,0.8944245100745238,0.8877980364656382,0.887773073757959,0.893631910426872,1.0,0.96,0.962,1899,2139,0.8760563380281691,0.8938547486033519,0.8934081346423562,192,0.000578
21397,1789303303.2816923,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00615,0.04331,0.95054,0.21548,1.85895,1.44,2.41631,0.8810113567322522,0.8809034122155327,0.8842618384401114,1.0,1.0,0.96,18851,21397,0.8743782862015064,0.8738928722058203,0.8944390782392714,0.8877980364656382,0.887773073757959,0.893631910426872,1.0,0.96,0.962,1899,2139,0.8760563380281691,0.8938547486033519,0.8934081346423562,192,0.000535
21398,1789303303.2828603,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00823,0.04486,0.9469,0.23044,1.96124,1.44,2.41675,0.8810169174689223,0.8809082669304775,0.8842698976394402,1.0,1.0,0.96,18852,21398,0.8743782862015064,0.8738928722058203,0.894453642384106,0.8877980364656382,0.887773073757959,0.893631910426872,1.0,0.96,0.962,1899,2139,0.8760563380281691,0.8938547486033519,0.8934081346423562,192,0.000593
21399,1789303303.2842824,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00418,0.96168,0.03413,0.17576,2.07435,1.44,2.74321,0.8810224776858732,0.880914175801614,0.884277955716474,1.0,1.0,0.96,18853,21399,0.8743782862015064,0.8739105988192297,0.894453642384106,0.8877980364656382,0.887773073757959,0.893631910426872,1.0,0.96,0.962,1899,2139,0.8760563380281691,0.8938547486033519,0.8934081346423562,192,0.000433
21400,1789303303.2851517,dots_0_2_stage2_1,probe,0,1,1,1,1.0,0.0025,0.94423,0.05327,0.22535,1.95688,1.44,2.43596,0.8810280373831776,0.8809200830117888,0.8842860126714475,1.0,1.0,0.96,18854,21400,0.8743782862015064,0.873928320449754,0.894453642384106,0.8878504672897196,0.887822420690268,0.8937062937062937,1.0,0.96,0.962,1900,2140,0.8760563380281691,0.8940027894002789,0.8934081346423562,0,0.0
21401,1789303303.286401,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00082,0.00559,0.9936,0.04118,2.00547,1.44,2.51486,0.8810335965609084,0.8809249363873172,0.8842940685045948,1.0,1.0,0.96,18855,21401,0.8743782862015064,0.873928320449754,0.8944682025106911,0.8878504672897196,0.887822420690268,0.8937062937062937,1.0,0.96,0.962,1900,2140,0.8760563380281691,0.8940027894002789,0.8934081346423562,192,7.8e-05
21402,1789303303.2871912,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97788,0.01089,0.01123,0.1215,0.0,0.0,0.50374,0.8810391552191384,0.8809308860753818,0.8842940685045948,1.0,1.0,0.96,18856,21402,0.8743961352657005,0.873928320449754,0.8944682025106911,0.8878504672897196,0.887822420690268,0.8937062937062937,1.0,0.96,0.962,1900,2140,0.8760563380281691,0.8940027894002789,0.8934081346423562,192,1.8e-05
21403,1789303303.287851,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00109,0.91281,0.08611,0.30184,2.0915,1.44,2.53046,0.8810447133579404,0.8809367916252953,0.8843021232161503,1.0,1.0,0.96,18857,21403,0.8743961352657005,0.8739460370994941,0.8944682025106911,0.8878504672897196,0.887822420690268,0.8937062937062937,1.0,0.96,0.962,1900,2140,0.8760563380281691,0.8940027894002789,0.8934081346423562,192,0.001082
21404,1789303303.288494,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97944,0.01033,0.01024,0.11447,0.0,0.0,0.4641,0.8810502709773874,0.8809427396228675,0.8843021232161503,1.0,1.0,0.96,18858,21404,0.8744139792584174,0.8739460370994941,0.8944682025106911,0.8878504672897196,0.887822420690268,0.8937062937062937,1.0,0.96,0.962,1900,2140,0.8760563380281691,0.8940027894002789,0.8934081346423562,192,1.6e-05
21405,1789303303.2900257,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97894,0.01083,0.01023,0.11672,0.0,0.0,0.61299,0.881055828077552,0.8809486859306679,0.8843021232161503,1.0,1.0,0.96,18859,21405,0.8744318181818181,0.8739460370994941,0.8944682025106911,0.8878504672897196,0.887822420690268,0.8937062937062937,1.0,0.96,0.962,1900,2140,0.8760563380281691,0.8940027894002789,0.8934081346423562,192,1.9e-05
21406,1789303303.2914765,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97722,0.01202,0.01076,0.12443,0.0,0.0,0.57856,0.8810613846585069,0.8809546305494159,0.8843021232161503,1.0,1.0,0.96,18860,21406,0.8744496520380628,0.8739460370994941,0.8944682025106911,0.8878504672897196,0.887822420690268,0.8937062937062937,1.0,0.96,0.962,1900,2140,0.8760563380281691,0.8940027894002789,0.8934081346423562,192,2.1e-05
21407,1789303303.2924078,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97724,0.01336,0.0094,0.12404,0.0,0.0,0.53297,0.8810669407203251,0.8809605734798317,0.8843021232161503,1.0,1.0,0.96,18861,21407,0.8744674808293098,0.8739460370994941,0.8944682025106911,0.8878504672897196,0.887822420690268,0.8937062937062937,1.0,0.96,0.962,1900,2140,0.8760563380281691,0.8940027894002789,0.8934081346423562,192,1.8e-05
21408,1789303303.293173,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00122,0.99518,0.0036,0.03324,1.95833,1.44,2.61679,0.8810724962630793,0.8809664773701834,0.8843101768063483,1.0,1.0,0.96,18862,21408,0.8744674808293098,0.8739637487705494,0.8944682025106911,0.8878504672897196,0.887822420690268,0.8937062937062937,1.0,0.96,0.962,1900,2140,0.8760563380281691,0.8940027894002789,0.8934081346423562,192,5.5e-05
21409,1789303303.5407512,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97371,0.0139,0.0124,0.1398,0.0,0.0,0.64863,0.881078051286842,0.8809724186129858,0.8843101768063483,1.0,1.0,0.96,18863,21409,0.8744853045577169,0.8739637487705494,0.8944682025106911,0.8878504672897196,0.887822420690268,0.8937062937062937,1.0,0.96,0.962,1900,2140,0.8760563380281691,0.8940027894002789,0.8934081346423562,192,2.6e-05
21410,1789303303.541507,dots_0_2_stage2_1,probe,0,2,2,1,1.0,0.00013,0.00169,0.99818,0.0138,2.0452,1.44,2.52355,0.8810836057916861,0.880977270649652,0.8843182292754228,1.0,1.0,0.96,18864,21410,0.8744853045577169,0.8739637487705494,0.8944827586206896,0.8879028491359178,0.8878721834658786,0.893780573025856,1.0,0.96,0.962,1901,2141,0.8760563380281691,0.8940027894002789,0.8935574229691877,0,0.0
21411,1789303303.542191,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97769,0.01082,0.01149,0.12236,0.0,0.0,0.56609,0.8810891597776843,0.8809832102055597,0.8843182292754228,1.0,1.0,0.96,18865,21411,0.8745031232254401,0.8739637487705494,0.8944827586206896,0.8879028491359178,0.8878721834658786,0.893780573025856,1.0,0.96,0.962,1901,2141,0.8760563380281691,0.8940027894002789,0.8935574229691877,192,1.9e-05
21412,1789303303.5427911,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97749,0.01133,0.01118,0.12328,0.0,0.0,0.52496,0.8810947132449094,0.8809891480752912,0.8843182292754228,1.0,1.0,0.96,18866,21412,0.8745209368346345,0.8739637487705494,0.8944827586206896,0.8879028491359178,0.8878721834658786,0.893780573025856,1.0,0.96,0.962,1901,2141,0.8760563380281691,0.8940027894002789,0.8935574229691877,192,1.8e-05
21413,1789303303.5434191,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00331,0.96662,0.03008,0.15709,1.96018,1.44,2.44687,0.8811002661934338,0.8809950503067808,0.884326280623608,1.0,1.0,0.962,18867,21413,0.8745209368346345,0.8739814554650183,0.8944827586206896,0.8879028491359178,0.8878721834658786,0.893780573025856,1.0,0.96,0.962,1901,2141,0.8760563380281691,0.8940027894002789,0.8935574229691877,192,0.00039
21414,1789303303.5445905,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00022,0.00324,0.99654,0.02387,2.13605,1.44,2.6366,0.8811058186233305,0.8809999010051387,0.8843343308511379,1.0,1.0,0.962,18868,21414,0.8745209368346345,0.8739814554650183,0.8944973107157633,0.8879028491359178,0.8878721834658786,0.893780573025856,1.0,0.96,0.962,1901,2141,0.8760563380281691,0.8940027894002789,0.8935574229691877,192,4.4e-05
21415,1789303303.5455263,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00357,0.95902,0.03741,0.18318,1.94077,1.44,2.63664,0.8811113705346719,0.8810058015784653,0.8843423799582464,1.0,1.0,0.962,18869,21415,0.8745209368346345,0.8739991571849979,0.8944973107157633,0.8879028491359178,0.8878721834658786,0.893780573025856,1.0,0.96,0.962,1901,2141,0.8760563380281691,0.8940027894002789,0.8935574229691877,192,0.000485
21416,1789303303.5461864,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00179,0.87919,0.11901,0.37785,1.92466,1.44,2.37583,0.8811169219275308,0.8810117004943274,0.8843504279451674,1.0,1.0,0.962,18870,21416,0.8745209368346345,0.8740168539325842,0.8944973107157633,0.8879028491359178,0.8878721834658786,0.893780573025856,1.0,0.96,0.962,1901,2141,0.8760563380281691,0.8940027894002789,0.8935574229691877,192,0.001451
21417,1789303303.5468285,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00845,0.98094,0.01061,0.10743,1.9028,1.44,2.59443,0.8811224728019798,0.8810175977534233,0.8843584748121347,1.0,1.0,0.962,18871,21417,0.8745209368346345,0.8740345457098722,0.8944973107157633,0.8879028491359178,0.8878721834658786,0.893780573025856,1.0,0.96,0.962,1901,2141,0.8760563380281691,0.8940027894002789,0.8935574229691877,192,0.000207
21418,1789303303.547439,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97838,0.01172,0.0099,0.11917,0.0,0.0,0.46763,0.8811280231580914,0.8810235339376965,0.8843584748121347,1.0,1.0,0.962,18872,21418,0.8745387453874539,0.8740345457098722,0.8944973107157633,0.8879028491359178,0.8878721834658786,0.893780573025856,1.0,0.96,0.962,1901,2141,0.8760563380281691,0.8940027894002789,0.8935574229691877,192,1.7e-05
21419,1789303303.5480316,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97761,0.01202,0.01037,0.12267,0.0,0.0,0.60912,0.8811335729959382,0.8810294684372287,0.8843584748121347,1.0,1.0,0.962,18873,21419,0.8745565488860508,0.8740345457098722,0.8944973107157633,0.8879028491359178,0.8878721834658786,0.893780573025856,1.0,0.96,0.962,1901,2141,0.8760563380281691,0.8940027894002789,0.8935574229691877,192,2e-05
21420,1789303303.5485964,dots_0_2_stage2_1,probe,0,0,0,1,1.0,0.97653,0.01241,0.01106,0.12747,0.0,0.0,0.48738,0.8811391223155929,0.8810354012527374,0.8843584748121347,1.0,1.0,0.962,18874,21420,0.8745743473325767,0.8740345457098722,0.8944973107157633,0.8879551820728291,0.8879302911367514,0.893780573025856,1.0,0.96,0.962,1902,2142,0.8762306610407876,0.8940027894002789,0.8935574229691877,0,0.0
21421,1789303303.8052244,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00018,0.00208,0.99773,0.0167,1.86419,1.44,2.42714,0.881144671117128,0.8810402506133407,0.8843665205593821,1.0,1.0,0.964,18875,21421,0.8745743473325767,0.8740345457098722,0.8945118587975731,0.8879551820728291,0.8879302911367514,0.893780573025856,1.0,0.96,0.962,1902,2142,0.8762306610407876,0.8940027894002789,0.8935574229691877,192,2.6e-05
21422,1789303303.8062634,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00049,0.03102,0.96849,0.14248,2.01465,1.44,2.45591,0.8811502194006162,0.8810450986367426,0.8843745651871434,1.0,1.0,0.964,18876,21422,0.8745743473325767,0.8740345457098722,0.8945264028677788,0.8879551820728291,0.8879302911367514,0.893780573025856,1.0,0.96,0.962,1902,2142,0.8762306610407876,0.8940027894002789,0.8935574229691877,192,0.000392
21423,1789303303.8071556,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00053,0.00605,0.99342,0.04145,1.99936,1.44,2.48318,0.8811557671661299,0.8810499453234962,0.8843826086956522,1.0,1.0,0.964,18877,21423,0.8745743473325767,0.8740345457098722,0.8945409429280397,0.8879551820728291,0.8879302911367514,0.893780573025856,1.0,0.96,0.962,1902,2142,0.8762306610407876,0.8940027894002789,0.8935574229691877,192,7.8e-05
21424,1789303303.8079414,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00086,0.05427,0.94487,0.2178,2.14917,1.44,2.77634,0.8811613144137416,0.8810547906741543,0.8843906510851419,1.0,1.0,0.964,18878,21424,0.8745743473325767,0.8740345457098722,0.8945554789800138,0.8879551820728291,0.8879302911367514,0.893780573025856,1.0,0.96,0.962,1902,2142,0.8762306610407876,0.8940027894002789,0.8935574229691877,192,0.000663
21425,1789303303.8087037,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00067,0.99414,0.0052,0.03806,1.97981,1.44,2.57636,0.8811668611435239,0.8810606862771819,0.8843986923558461,1.0,1.0,0.964,18879,21425,0.8745743473325767,0.8740522325189554,0.8945554789800138,0.8879551820728291,0.8879302911367514,0.893780573025856,1.0,0.96,0.962,1902,2142,0.8762306610407876,0.8940027894002789,0.8935574229691877,192,7.4e-05
21426,1789303303.8097506,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97691,0.01317,0.00992,0.12559,0.0,0.0,0.54844,0.8811724073555494,0.8810666174093834,0.8843986923558461,1.0,1.0,0.964,18880,21426,0.8745921407291815,0.8740522325189554,0.8945554789800138,0.8879551820728291,0.8879302911367514,0.893780573025856,1.0,0.96,0.962,1902,2142,0.8762306610407876,0.8940027894002789,0.8935574229691877,192,2e-05
21427,1789303303.8103797,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00071,0.99371,0.00558,0.04039,2.03786,1.44,2.6645,0.8811779530498903,0.8810725113570405,0.8844067325079983,1.0,1.0,0.964,18881,21427,0.8745921407291815,0.8740699143619262,0.8945554789800138,0.8879551820728291,0.8879302911367514,0.893780573025856,1.0,0.96,0.962,1902,2142,0.8762306610407876,0.8940027894002789,0.8935574229691877,192,7.8e-05
21428,1789303303.8114207,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00086,0.01386,0.98529,0.07993,1.97596,1.44,2.56881,0.8811834982266193,0.8810773553721553,0.8844147715418318,1.0,1.0,0.964,18882,21428,0.8745921407291815,0.8740699143619262,0.8945700110253583,0.8879551820728291,0.8879302911367514,0.893780573025856,1.0,0.96,0.962,1902,2142,0.8762306610407876,0.8940027894002789,0.8935574229691877,192,0.000173
21429,1789303303.8124301,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00055,0.00641,0.99304,0.04342,1.8944,1.44,2.36954,0.8811890428858089,0.881082198052279,0.88442280945758,1.0,1.0,0.964,18883,21429,0.8745921407291815,0.8740699143619262,0.8945845390657297,0.8879551820728291,0.8879302911367514,0.893780573025856,1.0,0.96,0.962,1902,2142,0.8762306610407876,0.8940027894002789,0.8935574229691877,192,7.9e-05
21430,1789303303.8132093,dots_0_2_stage2_1,probe,0,0,0,1,1.0,0.97987,0.01049,0.00964,0.11248,0.0,0.0,0.41008,0.8811945870275315,0.88108812750189,0.88442280945758,1.0,1.0,0.966,18884,21430,0.8746099290780142,0.8740699143619262,0.8945845390657297,0.8880074661689221,0.8879882355838298,0.893780573025856,1.0,0.96,0.962,1903,2143,0.8764044943820225,0.8940027894002789,0.8935574229691877,0,0.0
21431,1789303303.8138502,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.98006,0.0097,0.01024,0.1116,0.0,0.0,0.57927,0.8812001306518594,0.8810940552696261,0.88442280945758,1.0,1.0,0.966,18885,21431,0.8746277123812225,0.8740699143619262,0.8945845390657297,0.8880074661689221,0.8879882355838298,0.893780573025856,1.0,0.96,0.962,1903,2143,0.8764044943820225,0.8940027894002789,0.8935574229691877,192,1.8e-05
21432,1789303303.814484,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00424,0.91942,0.07634,0.29677,2.04097,1.44,2.62695,0.8812056737588653,0.8810999475626092,0.884430846255476,1.0,1.0,0.966,18886,21432,0.8746277123812225,0.8740875912408759,0.8945845390657297,0.8880074661689221,0.8879882355838298,0.893780573025856,1.0,0.96,0.962,1903,2143,0.8764044943820225,0.8940027894002789,0.8935574229691877,192,0.000949
21433,1789303304.0567656,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.0097,0.9552,0.03511,0.20631,2.11329,1.44,2.62561,0.8812112163486213,0.8811058382016156,0.884438881935753,1.0,1.0,0.966,18887,21433,0.8746277123812225,0.8741052631578947,0.8945845390657297,0.8880074661689221,0.8879882355838298,0.893780573025856,1.0,0.96,0.962,1903,2143,0.8764044943820225,0.8940027894002789,0.8935574229691877,192,0.000542
21434,1789303304.05765,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00226,0.9614,0.03634,0.17209,1.9379,1.44,2.50534,0.8812167584212,0.8811117271873412,0.8844469164986443,1.0,1.0,0.966,18888,21434,0.8746277123812225,0.8741229301150716,0.8945845390657297,0.8880074661689221,0.8879882355838298,0.893780573025856,1.0,0.96,0.962,1903,2143,0.8764044943820225,0.8940027894002789,0.8935574229691877,192,0.000473
21435,1789303304.058337,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00027,0.98644,0.0133,0.07311,2.09277,1.44,2.66237,0.8812222999766737,0.8811176145204821,0.8844549499443827,1.0,1.0,0.966,18889,21435,0.8746277123812225,0.8741405921144941,0.8945845390657297,0.8880074661689221,0.8879882355838298,0.893780573025856,1.0,0.96,0.962,1903,2143,0.8764044943820225,0.8940027894002789,0.8935574229691877,192,0.000178
21436,1789303304.0589921,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00036,0.00235,0.99729,0.01981,2.03286,1.44,2.54174,0.8812278410151148,0.8811224558661666,0.8844629822732013,1.0,1.0,0.966,18890,21436,0.8746277123812225,0.8741405921144941,0.8945990631027831,0.8880074661689221,0.8879882355838298,0.893780573025856,1.0,0.96,0.962,1903,2143,0.8764044943820225,0.8940027894002789,0.8935574229691877,192,3.3e-05
21437,1789303304.05984,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.97924,0.00977,0.01099,0.11532,0.0,0.0,0.50453,0.8812333815365956,0.8811283819527435,0.8844629822732013,1.0,1.0,0.966,18891,21437,0.8746454906409529,0.8741405921144941,0.8945990631027831,0.8880074661689221,0.8879882355838298,0.893780573025856,1.0,0.96,0.962,1903,2143,0.8764044943820225,0.8940027894002789,0.8935574229691877,192,1.6e-05
21438,1789303304.06111,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00256,0.95776,0.03968,0.18465,1.94039,1.44,2.44253,0.8812389215411885,0.8811342676339949,0.884471013485333,1.0,1.0,0.966,18892,21438,0.8746454906409529,0.8741582491582491,0.8945990631027831,0.8880074661689221,0.8879882355838298,0.893780573025856,1.0,0.96,0.962,1903,2143,0.8764044943820225,0.8940027894002789,0.8935574229691877,192,0.000488
21439,1789303304.0618024,dots_0_2_stage2_1,train,1,2,2,1,1.0,8e-05,0.00687,0.99304,0.04194,2.14483,1.44,2.54751,0.8812444610289659,0.8811391076457918,0.8844790435810106,1.0,1.0,0.966,18893,21439,0.8746454906409529,0.8741582491582491,0.8946135831381733,0.8880074661689221,0.8879882355838298,0.893780573025856,1.0,0.96,0.962,1903,2143,0.8764044943820225,0.8940027894002789,0.8935574229691877,192,9.2e-05
21440,1789303304.0624547,dots_0_2_stage2_1,probe,0,0,0,1,1.0,0.97662,0.0119,0.01148,0.1271,0.0,0.0,0.6535,0.88125,0.8811450320519244,0.8844790435810106,1.0,1.0,0.966,18894,21440,0.8746632638593507,0.8741582491582491,0.8946135831381733,0.8880597014925373,0.8880460174938896,0.893780573025856,1.0,0.96,0.962,1904,2144,0.876577840112202,0.8940027894002789,0.8935574229691877,0,0.0
