trial,timestamp,phase,trial_kind,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,signal_energy,area_factor,post_noise_energy,overall,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
10860,1789302284.1081727,dots_0_2_stage2,probe,0,1,2,0,-1.0,0.00513,1e-05,0.99487,0.03223,2.03898,1.44,2.48692,0.6384898710865562,0.6,0.6,0.646,6934,10860,0.9243228148561854,0.0019482326746451434,0.9812805208898535,0.6141804788213628,0.55,0.62,0.622,667,1086,0.8982035928143712,0.0,0.9865591397849462,0,0.0
10861,1789302284.3629155,dots_0_2_stage2,train,1,0,0,1,1.0,0.9932,0.00164,0.00516,0.04446,0.0,0.0,0.44175,0.6385231562471227,0.6,0.61,0.648,6935,10861,0.9243439419318816,0.0019482326746451434,0.9812805208898535,0.6141804788213628,0.55,0.62,0.622,667,1086,0.8982035928143712,0.0,0.9865591397849462,195,1.4e-05
10862,1789302284.3639245,dots_0_2_stage2,train,1,2,2,1,1.0,0.00177,0.0,0.99823,0.013,2.1495,1.44,2.65025,0.6385564352789541,0.65,0.62,0.648,6936,10862,0.9243439419318816,0.0019482326746451434,0.9812855980471928,0.6141804788213628,0.55,0.62,0.622,667,1086,0.8982035928143712,0.0,0.9865591397849462,198,3.3e-05
10863,1789302284.3647082,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00316,0.0,0.99684,0.02136,2.13229,1.44,2.58967,0.6384976525821596,0.6,0.61,0.646,6936,10863,0.9243439419318816,0.0019476905954368391,0.9812855980471928,0.6141804788213628,0.55,0.62,0.622,667,1086,0.8982035928143712,0.0,0.9865591397849462,198,5.3e-05
10864,1789302284.3653436,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00536,0.0,0.99464,0.03343,2.01575,1.44,2.58199,0.6384388807069219,0.55,0.6,0.646,6936,10864,0.9243439419318816,0.0019471488178025036,0.9812855980471928,0.6141804788213628,0.55,0.62,0.622,667,1086,0.8982035928143712,0.0,0.9865591397849462,198,7.1e-05
10865,1789302284.3659592,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00699,1e-05,0.993,0.04176,1.94324,1.44,2.41427,0.6383801196502531,0.55,0.6,0.644,6936,10865,0.9243439419318816,0.001946607341490545,0.9812855980471928,0.6141804788213628,0.55,0.62,0.622,667,1086,0.8982035928143712,0.0,0.9865591397849462,198,0.000107
10866,1789302284.3665197,dots_0_2_stage2,train,1,0,0,1,1.0,0.99123,0.0012,0.00758,0.05378,0.0,0.0,0.58018,0.6384133995950672,0.55,0.61,0.646,6937,10866,0.9243650572146246,0.001946607341490545,0.9812855980471928,0.6141804788213628,0.55,0.62,0.622,667,1086,0.8982035928143712,0.0,0.9865591397849462,195,2.2e-05
10867,1789302284.3670487,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00052,0.0,0.99948,0.00448,2.11512,1.44,2.81357,0.6383546516978007,0.55,0.6,0.644,6937,10867,0.9243650572146246,0.0019460661662496525,0.9812855980471928,0.6141804788213628,0.55,0.62,0.622,667,1086,0.8982035928143712,0.0,0.9865591397849462,198,9e-06
10868,1789302284.367609,dots_0_2_stage2,train,1,2,2,1,1.0,0.00556,1e-05,0.99443,0.0345,1.86113,1.44,2.43686,0.638387927861612,0.6,0.6,0.644,6938,10868,0.9243650572146246,0.0019460661662496525,0.9812906724511931,0.6141804788213628,0.55,0.62,0.622,667,1086,0.8982035928143712,0.0,0.9865591397849462,198,9.2e-05
10869,1789302284.3683877,dots_0_2_stage2,train,1,2,2,1,1.0,0.00347,0.0,0.99652,0.02319,2.03697,1.44,2.48358,0.6384211979022909,0.6,0.6,0.644,6939,10869,0.9243650572146246,0.0019460661662496525,0.9812957441040933,0.6141804788213628,0.55,0.62,0.622,667,1086,0.8982035928143712,0.0,0.9865591397849462,198,6.1e-05
10870,1789302284.3694656,dots_0_2_stage2,probe,0,1,2,0,-1.0,0.0032,0.0,0.99679,0.02165,2.12391,1.44,2.6249,0.63836246550138,0.6,0.6,0.642,6939,10870,0.9243650572146246,0.0019455252918287938,0.9812957441040933,0.6136154553817847,0.5,0.61,0.62,667,1087,0.8982035928143712,0.0,0.9865591397849462,0,0.0
10871,1789302284.3701017,dots_0_2_stage2,train,1,2,2,1,1.0,0.00243,0.0,0.99757,0.01708,2.04986,1.44,2.57204,0.6383957317634072,0.65,0.6,0.642,6940,10871,0.9243650572146246,0.0019455252918287938,0.9813008130081301,0.6136154553817847,0.5,0.61,0.62,667,1087,0.8982035928143712,0.0,0.9865591397849462,198,4.5e-05
10872,1789302284.3706653,dots_0_2_stage2,train,1,0,0,1,1.0,0.99293,0.00148,0.00559,0.04569,0.0,0.0,0.47681,0.6384289919058131,0.65,0.61,0.642,6941,10872,0.9243861607142857,0.0019455252918287938,0.9813008130081301,0.6136154553817847,0.5,0.61,0.62,667,1087,0.8982035928143712,0.0,0.9865591397849462,195,1.5e-05
10873,1789302284.62672,dots_0_2_stage2,train,1,0,0,1,1.0,0.99038,0.00109,0.00852,0.05765,0.0,0.0,0.6282,0.638462245930286,0.65,0.61,0.642,6942,10873,0.9244072524407252,0.0019455252918287938,0.9813008130081301,0.6136154553817847,0.5,0.61,0.62,667,1087,0.8982035928143712,0.0,0.9865591397849462,198,2.5e-05
10874,1789302284.6276193,dots_0_2_stage2,train,1,1,2,0,-1.0,0.01099,1e-05,0.989,0.06063,1.90902,1.44,2.41155,0.6384035313592055,0.6,0.61,0.64,6942,10874,0.9244072524407252,0.001944984717977216,0.9813008130081301,0.6136154553817847,0.5,0.61,0.62,667,1087,0.8982035928143712,0.0,0.9865591397849462,198,0.00015
10875,1789302284.6283202,dots_0_2_stage2,train,1,1,2,0,-1.0,0.01094,1e-05,0.98905,0.06039,2.03008,1.44,2.55854,0.6383448275862069,0.55,0.61,0.64,6942,10875,0.9244072524407252,0.0019444444444444444,0.9813008130081301,0.6136154553817847,0.5,0.61,0.62,667,1087,0.8982035928143712,0.0,0.9865591397849462,198,0.00016
10876,1789302284.6294332,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00447,0.0,0.99552,0.02872,2.07196,1.44,2.63256,0.6382861346083119,0.5,0.6,0.638,6942,10876,0.9244072524407252,0.0019439044709802832,0.9813008130081301,0.6136154553817847,0.5,0.61,0.62,667,1087,0.8982035928143712,0.0,0.9865591397849462,195,7.1e-05
10877,1789302284.6301851,dots_0_2_stage2,train,1,0,0,1,1.0,0.99202,0.00123,0.00675,0.0499,0.0,0.0,0.55931,0.6383193895375563,0.55,0.61,0.638,6943,10877,0.9244283324037925,0.0019439044709802832,0.9813008130081301,0.6136154553817847,0.5,0.61,0.62,667,1087,0.8982035928143712,0.0,0.9865591397849462,198,1.9e-05
10878,1789302284.6308255,dots_0_2_stage2,train,1,2,2,1,1.0,0.01079,1e-05,0.9892,0.05972,1.85914,1.44,2.35703,0.6383526383526383,0.55,0.61,0.64,6944,10878,0.9244283324037925,0.0019439044709802832,0.9813058791655378,0.6136154553817847,0.5,0.61,0.62,667,1087,0.8982035928143712,0.0,0.9865591397849462,198,0.000175
10879,1789302284.631427,dots_0_2_stage2,train,1,0,0,1,1.0,0.98959,0.00104,0.00937,0.06127,0.0,0.0,0.65099,0.6383858810552441,0.55,0.61,0.64,6945,10879,0.9244494006133259,0.0019439044709802832,0.9813058791655378,0.6136154553817847,0.5,0.61,0.62,667,1087,0.8982035928143712,0.0,0.9865591397849462,198,2.8e-05
10880,1789302284.6319752,dots_0_2_stage2,probe,0,2,2,1,1.0,0.00836,1e-05,0.99164,0.0484,1.85107,1.44,2.45834,0.6384191176470588,0.6,0.62,0.642,6946,10880,0.9244494006133259,0.0019439044709802832,0.9813109425785482,0.6139705882352942,0.5,0.61,0.62,668,1088,0.8982035928143712,0.0,0.9865951742627346,0,0.0
10881,1789302284.6325545,dots_0_2_stage2,train,1,1,2,0,-1.0,0.01059,1e-05,0.9894,0.05882,1.98414,1.44,2.49144,0.6383604448120577,0.55,0.61,0.64,6946,10881,0.9244494006133259,0.001943364797334814,0.9813109425785482,0.6139705882352942,0.5,0.61,0.62,668,1088,0.8982035928143712,0.0,0.9865951742627346,198,0.000161
10882,1789302284.6331313,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00794,1e-05,0.99205,0.04639,2.02208,1.44,2.58454,0.638301782760522,0.5,0.61,0.638,6946,10882,0.9244494006133259,0.0019428254232583958,0.9813109425785482,0.6139705882352942,0.5,0.61,0.62,668,1088,0.8982035928143712,0.0,0.9865951742627346,198,0.00012
10883,1789302284.6336586,dots_0_2_stage2,train,1,0,0,1,1.0,0.99094,0.00126,0.0078,0.05527,0.0,0.0,0.56592,0.6383350179178535,0.55,0.62,0.638,6947,10883,0.9244704570791528,0.0019428254232583958,0.9813109425785482,0.6139705882352942,0.5,0.61,0.62,668,1088,0.8982035928143712,0.0,0.9865951742627346,198,2.3e-05
10884,1789302284.634189,dots_0_2_stage2,train,1,1,2,0,-1.0,0.0042,0.0,0.9958,0.02723,2.05278,1.44,2.57693,0.6382763689819919,0.55,0.62,0.636,6947,10884,0.9244704570791528,0.001942286348501665,0.9813109425785482,0.6139705882352942,0.5,0.61,0.62,668,1088,0.8982035928143712,0.0,0.9865951742627346,198,6.8e-05
10885,1789302284.8762596,dots_0_2_stage2,train,1,1,2,0,-1.0,0.03403,2e-05,0.96594,0.14876,1.90116,1.44,2.31268,0.6382177308222324,0.55,0.61,0.636,6947,10885,0.9244704570791528,0.001941747572815534,0.9813109425785482,0.6139705882352942,0.5,0.61,0.62,668,1088,0.8982035928143712,0.0,0.9865951742627346,198,0.000465
10886,1789302284.8773236,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00544,0.0,0.99456,0.03384,2.12803,1.44,2.72004,0.6381591034356053,0.5,0.6,0.634,6947,10886,0.9244704570791528,0.0019412090959511925,0.9813109425785482,0.6139705882352942,0.5,0.61,0.62,668,1088,0.8982035928143712,0.0,0.9865951742627346,198,8.3e-05
10887,1789302284.8783016,dots_0_2_stage2,train,1,2,2,1,1.0,0.01178,1e-05,0.98821,0.06417,1.87296,1.44,2.30499,0.6381923394874621,0.55,0.6,0.636,6948,10887,0.9244704570791528,0.0019412090959511925,0.9813160032493907,0.6139705882352942,0.5,0.61,0.62,668,1088,0.8982035928143712,0.0,0.9865951742627346,198,0.000185
10888,1789302284.8791585,dots_0_2_stage2,train,1,2,2,1,1.0,0.01198,1e-05,0.98801,0.06508,1.86053,1.44,2.29335,0.6382255694342396,0.55,0.6,0.636,6949,10888,0.9244704570791528,0.0019412090959511925,0.9813210611802924,0.6139705882352942,0.5,0.61,0.62,668,1088,0.8982035928143712,0.0,0.9865951742627346,198,0.000197
10889,1789302284.8800142,dots_0_2_stage2,train,1,1,2,0,-1.0,0.0065,0.0,0.9935,0.03927,1.91655,1.44,2.55103,0.6381669574800257,0.5,0.6,0.634,6949,10889,0.9244704570791528,0.0019406709176601053,0.9813210611802924,0.6139705882352942,0.5,0.61,0.62,668,1088,0.8982035928143712,0.0,0.9865951742627346,198,9.5e-05
10890,1789302284.88069,dots_0_2_stage2,probe,0,2,2,1,1.0,0.0019,0.0,0.9981,0.01383,1.94703,1.44,2.49976,0.6382001836547291,0.55,0.6,0.634,6950,10890,0.9244704570791528,0.0019406709176601053,0.9813261163734777,0.6143250688705234,0.55,0.62,0.62,669,1089,0.8982035928143712,0.0,0.9866310160427807,0,0.0
10891,1789302284.8813074,dots_0_2_stage2,train,1,2,2,1,1.0,0.00917,1e-05,0.99082,0.05226,1.9098,1.44,2.32372,0.6382334037278486,0.55,0.6,0.634,6951,10891,0.9244704570791528,0.0019406709176601053,0.9813311688311688,0.6143250688705234,0.55,0.62,0.62,669,1089,0.8982035928143712,0.0,0.9866310160427807,198,0.000149
10892,1789302284.8820717,dots_0_2_stage2,train,1,0,0,1,1.0,0.99286,0.00139,0.00575,0.04591,0.0,0.0,0.50116,0.638266617701065,0.55,0.6,0.636,6952,10892,0.9244915018110894,0.0019406709176601053,0.9813311688311688,0.6143250688705234,0.55,0.62,0.62,669,1089,0.8982035928143712,0.0,0.9866310160427807,195,1.5e-05
10893,1789302284.8828628,dots_0_2_stage2,train,1,0,0,1,1.0,0.99187,0.00125,0.00688,0.05071,0.0,0.0,0.5525,0.638299825576058,0.55,0.6,0.636,6953,10893,0.9245125348189415,0.0019406709176601053,0.9813311688311688,0.6143250688705234,0.55,0.62,0.62,669,1089,0.8982035928143712,0.0,0.9866310160427807,198,1.9e-05
10894,1789302284.8837104,dots_0_2_stage2,train,1,2,2,1,1.0,0.00253,0.0,0.99747,0.01769,2.00863,1.44,2.48398,0.638333027354507,0.6,0.6,0.636,6954,10894,0.9245125348189415,0.0019406709176601053,0.9813362185555856,0.6143250688705234,0.55,0.62,0.62,669,1089,0.8982035928143712,0.0,0.9866310160427807,198,4.7e-05
10895,1789302284.8853867,dots_0_2_stage2,train,1,1,2,0,-1.0,0.01771,1e-05,0.98227,0.08917,1.89082,1.44,2.35871,0.6382744378155117,0.6,0.59,0.634,6954,10895,0.9245125348189415,0.0019401330376940134,0.9813362185555856,0.6143250688705234,0.55,0.62,0.62,669,1089,0.8982035928143712,0.0,0.9866310160427807,195,0.000237
10896,1789302284.8863826,dots_0_2_stage2,train,1,0,0,1,1.0,0.99155,0.00123,0.00722,0.05228,0.0,0.0,0.56382,0.6383076358296622,0.65,0.59,0.636,6955,10896,0.9245335561125034,0.0019401330376940134,0.9813362185555856,0.6143250688705234,0.55,0.62,0.62,669,1089,0.8982035928143712,0.0,0.9866310160427807,195,2.1e-05
10897,1789302285.1400702,dots_0_2_stage2,train,1,0,0,1,1.0,0.99135,0.00111,0.00755,0.05302,0.0,0.0,0.60566,0.6383408277507571,0.65,0.59,0.638,6956,10897,0.924554565701559,0.0019401330376940134,0.9813362185555856,0.6143250688705234,0.55,0.62,0.62,669,1089,0.8982035928143712,0.0,0.9866310160427807,198,2.2e-05
10898,1789302285.1409075,dots_0_2_stage2,train,1,0,0,1,1.0,0.99173,0.00112,0.00715,0.0512,0.0,0.0,0.5905,0.6383740135804735,0.65,0.59,0.64,6957,10898,0.9245755635958809,0.0019401330376940134,0.9813362185555856,0.6143250688705234,0.55,0.62,0.62,669,1089,0.8982035928143712,0.0,0.9866310160427807,198,2e-05
10899,1789302285.1416433,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00329,0.0,0.9967,0.02215,1.96506,1.44,2.59174,0.6383154417836499,0.6,0.58,0.64,6957,10899,0.9245755635958809,0.0019395954558049321,0.9813362185555856,0.6143250688705234,0.55,0.62,0.62,669,1089,0.8982035928143712,0.0,0.9866310160427807,198,5.4e-05
10900,1789302285.1422715,dots_0_2_stage2,probe,0,0,0,1,1.0,0.98896,0.00091,0.01013,0.06388,0.0,0.0,0.70639,0.638348623853211,0.6,0.58,0.642,6958,10900,0.924596549805231,0.0019395954558049321,0.9813362185555856,0.6146788990825688,0.55,0.62,0.62,670,1090,0.8985074626865671,0.0,0.9866310160427807,0,0.0
10901,1789302285.1432564,dots_0_2_stage2,train,1,2,2,1,1.0,0.00483,1e-05,0.99516,0.03067,2.0025,1.44,2.39051,0.6383817998348775,0.65,0.59,0.644,6959,10901,0.924596549805231,0.0019395954558049321,0.9813412655489454,0.6146788990825688,0.55,0.62,0.62,670,1090,0.8985074626865671,0.0,0.9866310160427807,195,8.1e-05
10902,1789302285.1438975,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00452,0.0,0.99548,0.02896,2.0454,1.44,2.58133,0.6383232434415703,0.65,0.58,0.642,6959,10902,0.924596549805231,0.0019390581717451524,0.9813412655489454,0.6146788990825688,0.55,0.62,0.62,670,1090,0.8985074626865671,0.0,0.9866310160427807,198,6.9e-05
10903,1789302285.1444702,dots_0_2_stage2,train,1,0,0,1,1.0,0.99272,0.00129,0.00599,0.04648,0.0,0.0,0.5276,0.6383564156654132,0.65,0.58,0.642,6960,10903,0.9246175243393602,0.0019390581717451524,0.9813412655489454,0.6146788990825688,0.55,0.62,0.62,670,1090,0.8985074626865671,0.0,0.9866310160427807,198,1.7e-05
10904,1789302285.1450307,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00675,1e-05,0.99324,0.04057,1.9378,1.44,2.441,0.6382978723404256,0.65,0.57,0.64,6960,10904,0.9246175243393602,0.001938521185267239,0.9813412655489454,0.6146788990825688,0.55,0.62,0.62,670,1090,0.8985074626865671,0.0,0.9866310160427807,198,0.000101
10905,1789302285.145599,dots_0_2_stage2,train,1,0,0,1,1.0,0.99154,0.00125,0.00722,0.05234,0.0,0.0,0.56161,0.6383310408069692,0.7,0.58,0.642,6961,10905,0.9246384872080089,0.001938521185267239,0.9813412655489454,0.6146788990825688,0.55,0.62,0.62,670,1090,0.8985074626865671,0.0,0.9866310160427807,198,2e-05
10906,1789302285.1461601,dots_0_2_stage2,train,1,0,0,1,1.0,0.99246,0.00123,0.0063,0.0477,0.0,0.0,0.54824,0.6383642031909041,0.75,0.59,0.642,6962,10906,0.9246594384209064,0.001938521185267239,0.9813412655489454,0.6146788990825688,0.55,0.62,0.62,670,1090,0.8985074626865671,0.0,0.9866310160427807,195,1.8e-05
10907,1789302285.1467054,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00297,0.0,0.99703,0.02028,2.0934,1.44,2.62162,0.6383056752544237,0.7,0.58,0.64,6962,10907,0.9246594384209064,0.001937984496124031,0.9813412655489454,0.6146788990825688,0.55,0.62,0.62,670,1090,0.8985074626865671,0.0,0.9866310160427807,198,4.9e-05
10908,1789302285.1472745,dots_0_2_stage2,train,1,0,0,1,1.0,0.99107,0.00116,0.00777,0.05448,0.0,0.0,0.58982,0.6383388338833883,0.7,0.58,0.64,6963,10908,0.924680377987771,0.001937984496124031,0.9813412655489454,0.6146788990825688,0.55,0.62,0.62,670,1090,0.8985074626865671,0.0,0.9866310160427807,198,2.2e-05
10909,1789302285.4024265,dots_0_2_stage2,train,1,2,2,1,1.0,0.00991,1e-05,0.99008,0.0557,1.92446,1.44,2.38948,0.6383719864332202,0.75,0.58,0.64,6964,10909,0.924680377987771,0.001937984496124031,0.981346309813463,0.6146788990825688,0.55,0.62,0.62,670,1090,0.8985074626865671,0.0,0.9866310160427807,198,0.000165
10910,1789302285.4033248,dots_0_2_stage2,probe,0,0,0,1,1.0,0.99279,0.00138,0.00583,0.04627,0.0,0.0,0.50071,0.6384051329055912,0.75,0.58,0.642,6965,10910,0.9247013059183107,0.001937984496124031,0.981346309813463,0.615032080659945,0.6,0.63,0.62,671,1091,0.8988095238095238,0.0,0.9866310160427807,0,0.0
10911,1789302285.404049,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00405,0.0,0.99595,0.02638,2.11148,1.44,2.58255,0.6383466226743654,0.7,0.57,0.64,6965,10911,0.9247013059183107,0.0019374481040686411,0.981346309813463,0.615032080659945,0.6,0.63,0.62,671,1091,0.8988095238095238,0.0,0.9866310160427807,198,6.5e-05
10912,1789302285.4046998,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00996,1e-05,0.99003,0.05596,1.89048,1.44,2.33326,0.6382881231671554,0.65,0.57,0.638,6965,10912,0.9247013059183107,0.001936912008854455,0.981346309813463,0.615032080659945,0.6,0.63,0.62,671,1091,0.8988095238095238,0.0,0.9866310160427807,198,0.000141
10913,1789302285.4052923,dots_0_2_stage2,train,1,0,0,1,1.0,0.99135,0.00113,0.00751,0.05304,0.0,0.0,0.59831,0.6383212682122239,0.65,0.58,0.638,6966,10913,0.9247222222222222,0.001936912008854455,0.981346309813463,0.615032080659945,0.6,0.63,0.62,671,1091,0.8988095238095238,0.0,0.9866310160427807,198,2.1e-05
10914,1789302285.4059145,dots_0_2_stage2,train,1,2,2,1,1.0,0.00846,1e-05,0.99153,0.0489,1.93483,1.44,2.36509,0.6383544071834342,0.65,0.58,0.64,6967,10914,0.9247222222222222,0.001936912008854455,0.9813513513513513,0.615032080659945,0.6,0.63,0.62,671,1091,0.8988095238095238,0.0,0.9866310160427807,198,0.000134
10915,1789302285.4066088,dots_0_2_stage2,train,1,0,0,1,1.0,0.99278,0.00137,0.00585,0.04632,0.0,0.0,0.50499,0.6383875400824554,0.7,0.58,0.64,6968,10915,0.9247431269091919,0.001936912008854455,0.9813513513513513,0.615032080659945,0.6,0.63,0.62,671,1091,0.8988095238095238,0.0,0.9866310160427807,198,1.6e-05
10916,1789302285.407205,dots_0_2_stage2,train,1,0,0,1,1.0,0.99013,0.00098,0.00889,0.05862,0.0,0.0,0.6628,0.6384206669109564,0.7,0.59,0.64,6969,10916,0.924764019988895,0.001936912008854455,0.9813513513513513,0.615032080659945,0.6,0.63,0.62,671,1091,0.8988095238095238,0.0,0.9866310160427807,198,2.7e-05
10917,1789302285.4077504,dots_0_2_stage2,train,1,0,0,1,1.0,0.9923,0.00124,0.00646,0.04857,0.0,0.0,0.5482,0.6384537876706055,0.7,0.6,0.64,6970,10917,0.9247849014709963,0.001936912008854455,0.9813513513513513,0.615032080659945,0.6,0.63,0.62,671,1091,0.8988095238095238,0.0,0.9866310160427807,198,1.8e-05
10918,1789302285.408266,dots_0_2_stage2,train,1,0,0,1,1.0,0.99208,0.00119,0.00673,0.04955,0.0,0.0,0.56671,0.6384869023630702,0.7,0.6,0.64,6971,10918,0.9248057713651499,0.001936912008854455,0.9813513513513513,0.615032080659945,0.6,0.63,0.62,671,1091,0.8988095238095238,0.0,0.9866310160427807,198,1.9e-05
10919,1789302285.4088342,dots_0_2_stage2,train,1,2,2,1,1.0,0.00404,1e-05,0.99595,0.02639,1.91809,1.44,2.38282,0.6385200109900174,0.75,0.61,0.64,6972,10919,0.9248057713651499,0.001936912008854455,0.9813563901648203,0.615032080659945,0.6,0.63,0.62,671,1091,0.8988095238095238,0.0,0.9866310160427807,198,6.6e-05
10920,1789302285.409392,dots_0_2_stage2,probe,0,0,0,1,1.0,0.99365,0.00177,0.00458,0.04223,0.0,0.0,0.40344,0.6385531135531135,0.75,0.61,0.64,6973,10920,0.9248266296809986,0.001936912008854455,0.9813563901648203,0.6153846153846154,0.65,0.64,0.622,672,1092,0.8991097922848664,0.0,0.9866310160427807,0,0.0
10921,1789302285.6648483,dots_0_2_stage2,train,1,0,0,1,1.0,0.99277,0.0014,0.00583,0.04638,0.0,0.0,0.50148,0.6385862100540244,0.75,0.61,0.642,6974,10921,0.9248474764281752,0.001936912008854455,0.9813563901648203,0.6153846153846154,0.65,0.64,0.622,672,1092,0.8991097922848664,0.0,0.9866310160427807,198,1.6e-05
10922,1789302285.6656604,dots_0_2_stage2,train,1,1,2,0,-1.0,0.01014,1e-05,0.98985,0.05676,1.96356,1.44,2.5184,0.6385277421717634,0.75,0.6,0.64,6974,10922,0.9248474764281752,0.0019363762102351315,0.9813563901648203,0.6153846153846154,0.65,0.64,0.622,672,1092,0.8991097922848664,0.0,0.9866310160427807,195,0.000149
10923,1789302285.6663158,dots_0_2_stage2,train,1,0,0,1,1.0,0.98934,0.00101,0.00965,0.06237,0.0,0.0,0.66915,0.6385608349354573,0.75,0.6,0.64,6975,10923,0.9248683116163017,0.0019363762102351315,0.9813563901648203,0.6153846153846154,0.65,0.64,0.622,672,1092,0.8991097922848664,0.0,0.9866310160427807,198,2.9e-05
10924,1789302285.6670775,dots_0_2_stage2,train,1,2,2,1,1.0,0.01054,1e-05,0.98945,0.05858,1.85733,1.44,2.36365,0.6385939216404247,0.8,0.61,0.64,6976,10924,0.9248683116163017,0.0019363762102351315,0.9813614262560778,0.6153846153846154,0.65,0.64,0.622,672,1092,0.8991097922848664,0.0,0.9866310160427807,198,0.000188
10925,1789302285.6680493,dots_0_2_stage2,train,1,0,0,1,1.0,0.99278,0.00141,0.00581,0.04637,0.0,0.0,0.49645,0.6386270022883295,0.8,0.61,0.64,6977,10925,0.924889135254989,0.0019363762102351315,0.9813614262560778,0.6153846153846154,0.65,0.64,0.622,672,1092,0.8991097922848664,0.0,0.9866310160427807,198,1.6e-05
10926,1789302285.6690233,dots_0_2_stage2,train,1,0,0,1,1.0,0.99317,0.00146,0.00537,0.04441,0.0,0.0,0.47523,0.6386600768808347,0.8,0.62,0.64,6978,10926,0.9249099473538376,0.0019363762102351315,0.9813614262560778,0.6153846153846154,0.65,0.64,0.622,672,1092,0.8991097922848664,0.0,0.9866310160427807,198,1.5e-05
10927,1789302285.6695828,dots_0_2_stage2,train,1,2,2,1,1.0,0.00214,0.0,0.99786,0.01532,1.99598,1.44,2.6158,0.6386931454196029,0.85,0.63,0.64,6979,10927,0.9249099473538376,0.0019363762102351315,0.9813664596273292,0.6153846153846154,0.65,0.64,0.622,672,1092,0.8991097922848664,0.0,0.9866310160427807,198,4e-05
10928,1789302285.6702802,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00694,1e-05,0.99306,0.04147,1.92172,1.44,2.61789,0.6386346998535871,0.8,0.62,0.64,6979,10928,0.9249099473538376,0.0019358407079646017,0.9813664596273292,0.6153846153846154,0.65,0.64,0.622,672,1092,0.8991097922848664,0.0,0.9866310160427807,198,0.000106
10929,1789302285.6708338,dots_0_2_stage2,train,1,0,0,1,1.0,0.99256,0.00127,0.00617,0.0473,0.0,0.0,0.53537,0.6386677646628237,0.8,0.62,0.64,6980,10929,0.9249307479224377,0.0019358407079646017,0.9813664596273292,0.6153846153846154,0.65,0.64,0.622,672,1092,0.8991097922848664,0.0,0.9866310160427807,198,1.7e-05
10930,1789302285.6713657,dots_0_2_stage2,probe,0,2,2,1,1.0,0.00747,1e-05,0.99253,0.0441,1.92625,1.44,2.41151,0.6387008234217749,0.8,0.63,0.642,6981,10930,0.9249307479224377,0.0019358407079646017,0.9813714902807775,0.6157365050320219,0.65,0.65,0.622,673,1093,0.8991097922848664,0.0,0.9866666666666667,0,0.0
10931,1789302285.671923,dots_0_2_stage2,train,1,0,0,1,1.0,0.9924,0.00136,0.00624,0.04822,0.0,0.0,0.51543,0.6387338761321013,0.85,0.64,0.644,6982,10931,0.9249515369703684,0.0019358407079646017,0.9813714902807775,0.6157365050320219,0.65,0.65,0.622,673,1093,0.8991097922848664,0.0,0.9866666666666667,198,1.8e-05
10932,1789302285.672481,dots_0_2_stage2,train,1,2,2,1,1.0,0.00362,0.0,0.99637,0.02404,2.10308,1.44,2.53732,0.6387669227954629,0.9,0.65,0.644,6983,10932,0.9249515369703684,0.0019358407079646017,0.9813765182186235,0.6157365050320219,0.65,0.65,0.622,673,1093,0.8991097922848664,0.0,0.9866666666666667,198,6.5e-05
10933,1789302285.9290173,dots_0_2_stage2,train,1,2,2,1,1.0,0.00139,0.0,0.99861,0.01053,2.10935,1.44,2.68789,0.6387999634135187,0.9,0.66,0.644,6984,10933,0.9249515369703684,0.0019358407079646017,0.9813815434430653,0.6157365050320219,0.65,0.65,0.622,673,1093,0.8991097922848664,0.0,0.9866666666666667,195,2.5e-05
10934,1789302285.9299655,dots_0_2_stage2,train,1,0,0,1,1.0,0.9898,0.00095,0.00926,0.06008,0.0,0.0,0.68084,0.6388329979879276,0.9,0.67,0.646,6985,10934,0.9249723145071982,0.0019358407079646017,0.9813815434430653,0.6157365050320219,0.65,0.65,0.622,673,1093,0.8991097922848664,0.0,0.9866666666666667,195,2.8e-05
10935,1789302285.9306448,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00528,0.0,0.99472,0.03299,1.97161,1.44,2.61081,0.638774577046182,0.85,0.66,0.646,6985,10935,0.9249723145071982,0.0019353055017970694,0.9813815434430653,0.6157365050320219,0.65,0.65,0.622,673,1093,0.8991097922848664,0.0,0.9866666666666667,198,7e-05
