trial,timestamp,phase,trial_kind,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,stimulus_profile,signal_energy,area_factor,requested_area_factor,post_noise_energy,min_pair_distance,gain_ratio,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
53,1789304122.571956,dots_0_2_stage2_2_ood,ood_eval,0,0,1,0,-1.0,0.94282,0.02997,0.02721,0.25872,ood,0.0,0.0,0.0,0.6797,,,0.6037735849056604,0.6633249791144528,0.4411764705882353,0.5,0.6037735849056604,0.6037735849056604,32,53,0.8947368421052632,1.0,0.09523809523809523,0.6037735849056604,0.6633249791144528,0.4411764705882353,0.5,0.6037735849056604,0.6037735849056604,32,53,0.8947368421052632,1.0,0.09523809523809523,0,0.0
54,1789304122.572779,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94472,0.0287,0.02658,0.25206,ood,0.0,0.0,0.0,0.56302,,,0.6111111111111112,0.665079365079365,0.4411764705882353,0.55,0.6111111111111112,0.6111111111111112,33,54,0.9,1.0,0.09523809523809523,0.6111111111111112,0.665079365079365,0.4411764705882353,0.55,0.6111111111111112,0.6111111111111112,33,54,0.9,1.0,0.09523809523809523,0,0.0
55,1789304122.5735197,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94708,0.02502,0.02789,0.24361,ood,0.0,0.0,0.0,0.49243,,,0.6181818181818182,0.6666666666666666,0.4411764705882353,0.55,0.6181818181818182,0.6181818181818182,34,55,0.9047619047619048,1.0,0.09523809523809523,0.6181818181818182,0.6666666666666666,0.4411764705882353,0.55,0.6181818181818182,0.6181818181818182,34,55,0.9047619047619048,1.0,0.09523809523809523,0,0.0
56,1789304122.574226,dots_0_2_stage2_2_ood,ood_eval,0,1,2,0,-1.0,0.04637,0.59885,0.35477,0.81711,ood,2.09088,1.92483,1.92483,2.51816,,,0.6071428571428571,0.6428571428571429,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,34,56,0.9047619047619048,0.9285714285714286,0.09523809523809523,0.6071428571428571,0.6428571428571429,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,34,56,0.9047619047619048,0.9285714285714286,0.09523809523809523,0,0.0
57,1789304122.575218,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.0851,0.87554,0.03936,0.45337,ood,1.8606,2.02116,2.02116,2.34564,2.23607,1.79627,0.5964912280701754,0.6414141414141414,0.4166666666666667,0.45,0.5964912280701754,0.5964912280701754,34,57,0.9047619047619048,0.9285714285714286,0.09090909090909091,0.5964912280701754,0.6414141414141414,0.4166666666666667,0.45,0.5964912280701754,0.5964912280701754,34,57,0.9047619047619048,0.9285714285714286,0.09090909090909091,0,0.0
58,1789304122.5761757,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.04667,0.91682,0.0365,0.34349,ood,1.93014,1.92762,1.92762,2.46462,2.82843,1.98023,0.5862068965517241,0.640096618357488,0.40540540540540543,0.45,0.5862068965517241,0.5862068965517241,34,58,0.9047619047619048,0.9285714285714286,0.08695652173913043,0.5862068965517241,0.640096618357488,0.40540540540540543,0.45,0.5862068965517241,0.5862068965517241,34,58,0.9047619047619048,0.9285714285714286,0.08695652173913043,0,0.0
59,1789304122.5769582,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94702,0.0262,0.02678,0.24392,ood,0.0,0.0,0.0,0.6228,,,0.5932203389830508,0.6415396198004893,0.40540540540540543,0.5,0.5932203389830508,0.5932203389830508,35,59,0.9090909090909091,0.9285714285714286,0.08695652173913043,0.5932203389830508,0.6415396198004893,0.40540540540540543,0.5,0.5932203389830508,0.5932203389830508,35,59,0.9090909090909091,0.9285714285714286,0.08695652173913043,0,0.0
60,1789304122.5776575,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.0408,0.94469,0.01451,0.24569,ood,2.06834,0.90861,0.90861,2.59614,2.23607,1.88926,0.5833333333333334,0.6403318903318903,0.39473684210526316,0.45,0.5833333333333334,0.5833333333333334,35,60,0.9090909090909091,0.9285714285714286,0.08333333333333333,0.5833333333333334,0.6403318903318903,0.39473684210526316,0.45,0.5833333333333334,0.5833333333333334,35,60,0.9090909090909091,0.9285714285714286,0.08333333333333333,0,0.0
61,1789304122.8321106,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.02416,0.97329,0.00255,0.13152,ood,1.9812,1.92233,1.92233,2.58862,2.23607,2.23815,0.5737704918032787,0.6392207792207792,0.38461538461538464,0.4,0.5737704918032787,0.5737704918032787,35,61,0.9090909090909091,0.9285714285714286,0.08,0.5737704918032787,0.6392207792207792,0.38461538461538464,0.4,0.5737704918032787,0.5737704918032787,35,61,0.9090909090909091,0.9285714285714286,0.08,0,0.0
62,1789304122.833451,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.02579,0.9674,0.00682,0.1604,ood,1.90728,1.97717,1.97717,2.41988,,,0.5806451612903226,0.6408080808080808,0.4,0.45,0.5806451612903226,0.5806451612903226,36,62,0.9090909090909091,0.9333333333333333,0.08,0.5806451612903226,0.6408080808080808,0.4,0.45,0.5806451612903226,0.5806451612903226,36,62,0.9090909090909091,0.9333333333333333,0.08,0,0.0
63,1789304122.8345673,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.13558,0.81193,0.0525,0.59479,ood,1.89084,0.94206,0.94206,2.4612,2.82843,2.01719,0.5714285714285714,0.6397824397824398,0.3902439024390244,0.45,0.5714285714285714,0.5714285714285714,36,63,0.9090909090909091,0.9333333333333333,0.07692307692307693,0.5714285714285714,0.6397824397824398,0.3902439024390244,0.45,0.5714285714285714,0.5714285714285714,36,63,0.9090909090909091,0.9333333333333333,0.07692307692307693,0,0.0
64,1789304122.835493,dots_0_2_stage2_2_ood,ood_eval,0,2,0,0,-1.0,0.08138,0.81338,0.10523,0.60911,ood,2.08026,2.01387,2.01387,2.61247,2.23607,2.04781,0.5625,0.6388327721661055,0.38095238095238093,0.45,0.5625,0.5625,36,64,0.9090909090909091,0.9333333333333333,0.07407407407407407,0.5625,0.6388327721661055,0.38095238095238093,0.45,0.5625,0.5625,36,64,0.9090909090909091,0.9333333333333333,0.07407407407407407,0,0.0
65,1789304122.8361857,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00055,0.9987,0.00075,0.01083,ood,2.08115,0.99154,0.99154,2.61376,,,0.5692307692307692,0.6402216610549943,0.3953488372093023,0.45,0.5692307692307692,0.5692307692307692,37,65,0.9090909090909091,0.9375,0.07407407407407407,0.5692307692307692,0.6402216610549943,0.3953488372093023,0.45,0.5692307692307692,0.5692307692307692,37,65,0.9090909090909091,0.9375,0.07407407407407407,0,0.0
66,1789304122.8368816,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01205,0.97342,0.01453,0.14096,ood,2.11936,1.94251,1.94251,2.54892,2.23607,2.65474,0.5606060606060606,0.6393398268398268,0.38636363636363635,0.45,0.5606060606060606,0.5606060606060606,37,66,0.9090909090909091,0.9375,0.07142857142857142,0.5606060606060606,0.6393398268398268,0.38636363636363635,0.45,0.5606060606060606,0.5606060606060606,37,66,0.9090909090909091,0.9375,0.07142857142857142,0,0.0
67,1789304122.8375099,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94773,0.02827,0.024,0.24121,ood,0.0,0.0,0.0,0.51964,,,0.5671641791044776,0.6406573498964804,0.38636363636363635,0.5,0.5671641791044776,0.5671641791044776,38,67,0.9130434782608695,0.9375,0.07142857142857142,0.5671641791044776,0.6406573498964804,0.38636363636363635,0.5,0.5671641791044776,0.5671641791044776,38,67,0.9130434782608695,0.9375,0.07142857142857142,0,0.0
68,1789304122.838177,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.03305,0.93207,0.03488,0.29533,ood,2.12319,1.97486,1.97486,2.70039,2.82843,2.4237,0.5588235294117647,0.639836331834083,0.37777777777777777,0.45,0.5588235294117647,0.5588235294117647,38,68,0.9130434782608695,0.9375,0.06896551724137931,0.5588235294117647,0.639836331834083,0.37777777777777777,0.45,0.5588235294117647,0.5588235294117647,38,68,0.9130434782608695,0.9375,0.06896551724137931,0,0.0
69,1789304122.8390684,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00769,0.98414,0.00818,0.09247,ood,2.11102,1.90441,1.90441,2.57748,,,0.5652173913043478,0.6410618220301614,0.391304347826087,0.5,0.5652173913043478,0.5652173913043478,39,69,0.9130434782608695,0.9411764705882353,0.06896551724137931,0.5652173913043478,0.6410618220301614,0.391304347826087,0.5,0.5652173913043478,0.5652173913043478,39,69,0.9130434782608695,0.9411764705882353,0.06896551724137931,0,0.0
70,1789304122.8397539,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94213,0.03126,0.02661,0.26098,ood,0.0,0.0,0.0,0.61877,,,0.5714285714285714,0.6422695514987604,0.391304347826087,0.5,0.5714285714285714,0.5714285714285714,40,70,0.9166666666666666,0.9411764705882353,0.06896551724137931,0.5714285714285714,0.6422695514987604,0.391304347826087,0.5,0.5714285714285714,0.5714285714285714,40,70,0.9166666666666666,0.9411764705882353,0.06896551724137931,0,0.0
71,1789304122.8405123,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.0401,0.93445,0.02544,0.28575,ood,2.09572,2.01498,2.01498,2.7106,2.23607,2.01427,0.5633802816901409,0.6415032679738563,0.3829787234042553,0.45,0.5633802816901409,0.5633802816901409,40,71,0.9166666666666666,0.9411764705882353,0.06666666666666667,0.5633802816901409,0.6415032679738563,0.3829787234042553,0.45,0.5633802816901409,0.5633802816901409,40,71,0.9166666666666666,0.9411764705882353,0.06666666666666667,0,0.0
72,1789304122.8411462,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.93841,0.03026,0.03133,0.27401,ood,0.0,0.0,0.0,0.6056,,,0.5694444444444444,0.6426143790849673,0.3829787234042553,0.45,0.5694444444444444,0.5694444444444444,41,72,0.92,0.9411764705882353,0.06666666666666667,0.5694444444444444,0.6426143790849673,0.3829787234042553,0.45,0.5694444444444444,0.5694444444444444,41,72,0.92,0.9411764705882353,0.06666666666666667,0,0.0
73,1789304123.0976417,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.05507,0.59519,0.34974,0.83591,ood,2.02824,1.92118,1.92118,2.46244,,,0.5753424657534246,0.6437037037037038,0.3958333333333333,0.5,0.5753424657534246,0.5753424657534246,42,73,0.92,0.9444444444444444,0.06666666666666667,0.5753424657534246,0.6437037037037038,0.3958333333333333,0.5,0.5753424657534246,0.5753424657534246,42,73,0.92,0.9444444444444444,0.06666666666666667,0,0.0
74,1789304123.098655,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00257,0.99474,0.00269,0.03651,ood,1.93173,0.95733,0.95733,2.51432,,,0.581081081081081,0.6446783625730994,0.40816326530612246,0.5,0.581081081081081,0.581081081081081,43,74,0.92,0.9473684210526315,0.06666666666666667,0.581081081081081,0.6446783625730994,0.40816326530612246,0.5,0.581081081081081,0.581081081081081,43,74,0.92,0.9473684210526315,0.06666666666666667,0,0.0
75,1789304123.099623,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.02247,0.94167,0.03587,0.26123,ood,2.13998,0.98298,0.98298,2.72793,2.23607,2.59815,0.5733333333333334,0.6439615166949632,0.4,0.45,0.5733333333333334,0.5733333333333334,43,75,0.92,0.9473684210526315,0.06451612903225806,0.5733333333333334,0.6439615166949632,0.4,0.45,0.5733333333333334,0.5733333333333334,43,75,0.92,0.9473684210526315,0.06451612903225806,0,0.0
76,1789304123.1010852,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.9399,0.03129,0.02881,0.26886,ood,0.0,0.0,0.0,0.47987,,,0.5789473684210527,0.6449871577206042,0.4,0.5,0.5789473684210527,0.5789473684210527,44,76,0.9230769230769231,0.9473684210526315,0.06451612903225806,0.5789473684210527,0.6449871577206042,0.4,0.5,0.5789473684210527,0.5789473684210527,44,76,0.9230769230769231,0.9473684210526315,0.06451612903225806,0,0.0
77,1789304123.1019113,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94325,0.02843,0.02832,0.25726,ood,0.0,0.0,0.0,0.50519,,,0.5844155844155844,0.6459368253369385,0.4,0.55,0.5844155844155844,0.5844155844155844,45,77,0.9259259259259259,0.9473684210526315,0.06451612903225806,0.5844155844155844,0.6459368253369385,0.4,0.55,0.5844155844155844,0.5844155844155844,45,77,0.9259259259259259,0.9473684210526315,0.06451612903225806,0,0.0
78,1789304123.1025777,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.04272,0.94529,0.01198,0.2409,ood,1.97265,2.04656,2.04656,2.47951,,,0.5897435897435898,0.6468140183193947,0.4117647058823529,0.6,0.5897435897435898,0.5897435897435898,46,78,0.9259259259259259,0.95,0.06451612903225806,0.5897435897435898,0.6468140183193947,0.4117647058823529,0.6,0.5897435897435898,0.5897435897435898,46,78,0.9259259259259259,0.95,0.06451612903225806,0,0.0
79,1789304123.1031694,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94339,0.02852,0.02809,0.25676,ood,0.0,0.0,0.0,0.54553,,,0.5949367088607594,0.6476958525345622,0.4117647058823529,0.6,0.5949367088607594,0.5949367088607594,47,79,0.9285714285714286,0.95,0.06451612903225806,0.5949367088607594,0.6476958525345622,0.4117647058823529,0.6,0.5949367088607594,0.5949367088607594,47,79,0.9285714285714286,0.95,0.06451612903225806,0,0.0
80,1789304123.1037765,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00068,0.99736,0.00196,0.01979,ood,2.01563,0.94093,0.94093,2.48764,,,0.6,0.648489503328213,0.4230769230769231,0.65,0.6,0.6,48,80,0.9285714285714286,0.9523809523809523,0.06451612903225806,0.6,0.648489503328213,0.4230769230769231,0.65,0.6,0.6,48,80,0.9285714285714286,0.9523809523809523,0.06451612903225806,0,0.0
81,1789304123.1043582,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94521,0.02769,0.0271,0.25036,ood,0.0,0.0,0.0,0.42002,,,0.6049382716049383,0.6493105213906104,0.4230769230769231,0.7,0.6049382716049383,0.6049382716049383,49,81,0.9310344827586207,0.9523809523809523,0.06451612903225806,0.6049382716049383,0.6493105213906104,0.4230769230769231,0.7,0.6049382716049383,0.6049382716049383,49,81,0.9310344827586207,0.9523809523809523,0.06451612903225806,0,0.0
82,1789304123.1049645,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00193,0.99658,0.00149,0.02517,ood,1.88642,0.93884,0.93884,2.27684,,,0.6097560975609756,0.6500320221121111,0.4339622641509434,0.7,0.6097560975609756,0.6097560975609756,50,82,0.9310344827586207,0.9545454545454546,0.06451612903225806,0.6097560975609756,0.6500320221121111,0.4339622641509434,0.7,0.6097560975609756,0.6097560975609756,50,82,0.9310344827586207,0.9545454545454546,0.06451612903225806,0,0.0
83,1789304123.1057968,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01033,0.91043,0.07925,0.33356,ood,2.09474,0.93829,0.93829,2.61534,,,0.6144578313253012,0.6506907836404379,0.4444444444444444,0.75,0.6144578313253012,0.6144578313253012,51,83,0.9310344827586207,0.9565217391304348,0.06451612903225806,0.6144578313253012,0.6506907836404379,0.4444444444444444,0.75,0.6144578313253012,0.6144578313253012,51,83,0.9310344827586207,0.9565217391304348,0.06451612903225806,0,0.0
84,1789304123.1065602,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00179,0.99619,0.00201,0.02763,ood,1.98637,0.91858,0.91858,2.53005,,,0.6190476190476191,0.6512946483747374,0.45454545454545453,0.8,0.6190476190476191,0.6190476190476191,52,84,0.9310344827586207,0.9583333333333334,0.06451612903225806,0.6190476190476191,0.6512946483747374,0.45454545454545453,0.8,0.6190476190476191,0.6190476190476191,52,84,0.9310344827586207,0.9583333333333334,0.06451612903225806,0,0.0
85,1789304123.3483603,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.9377,0.03264,0.02966,0.27635,ood,0.0,0.0,0.0,0.57772,,,0.6235294117647059,0.6520609318996416,0.45454545454545453,0.8,0.6235294117647059,0.6235294117647059,53,85,0.9333333333333333,0.9583333333333334,0.06451612903225806,0.6235294117647059,0.6520609318996416,0.45454545454545453,0.8,0.6235294117647059,0.6235294117647059,53,85,0.9333333333333333,0.9583333333333334,0.06451612903225806,0,0.0
86,1789304123.3496227,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94818,0.02389,0.02793,0.23961,ood,0.0,0.0,0.0,0.53582,,,0.627906976744186,0.6527777777777778,0.45454545454545453,0.85,0.627906976744186,0.627906976744186,54,86,0.9354838709677419,0.9583333333333334,0.06451612903225806,0.627906976744186,0.6527777777777778,0.45454545454545453,0.85,0.627906976744186,0.627906976744186,54,86,0.9354838709677419,0.9583333333333334,0.06451612903225806,0,0.0
87,1789304123.350403,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94327,0.02599,0.03075,0.25701,ood,0.0,0.0,0.0,0.55548,,,0.632183908045977,0.6534498207885305,0.45454545454545453,0.85,0.632183908045977,0.632183908045977,55,87,0.9375,0.9583333333333334,0.06451612903225806,0.632183908045977,0.6534498207885305,0.45454545454545453,0.85,0.632183908045977,0.632183908045977,55,87,0.9375,0.9583333333333334,0.06451612903225806,0,0.0
88,1789304123.3513415,dots_0_2_stage2_2_ood,ood_eval,0,2,2,1,1.0,0.02268,0.95661,0.02071,0.2086,ood,1.96866,0.90414,0.90414,2.55439,2.23607,2.1463,0.6363636363636364,0.6631944444444445,0.4642857142857143,0.9,0.6363636363636364,0.6363636363636364,56,88,0.9375,0.9583333333333334,0.09375,0.6363636363636364,0.6631944444444445,0.4642857142857143,0.9,0.6363636363636364,0.6363636363636364,56,88,0.9375,0.9583333333333334,0.09375,0,0.0
89,1789304123.3521943,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.9411,0.02961,0.02928,0.26475,ood,0.0,0.0,0.0,0.70428,,,0.6404494382022472,0.6638257575757577,0.4642857142857143,0.9,0.6404494382022472,0.6404494382022472,57,89,0.9393939393939394,0.9583333333333334,0.09375,0.6404494382022472,0.6638257575757577,0.4642857142857143,0.9,0.6404494382022472,0.6404494382022472,57,89,0.9393939393939394,0.9583333333333334,0.09375,0,0.0
90,1789304123.3531044,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.02003,0.96977,0.0102,0.15487,ood,2.08848,2.04456,2.04456,2.48859,2.23607,2.04464,0.6333333333333333,0.662878787878788,0.45614035087719296,0.85,0.6333333333333333,0.6333333333333333,57,90,0.9393939393939394,0.9583333333333334,0.09090909090909091,0.6333333333333333,0.662878787878788,0.45614035087719296,0.85,0.6333333333333333,0.6333333333333333,57,90,0.9393939393939394,0.9583333333333334,0.09090909090909091,0,0.0
91,1789304123.354629,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.00236,0.99544,0.00219,0.03227,ood,2.13548,0.91208,0.91208,2.6475,2.0,2.62293,0.6263736263736264,0.6619875222816399,0.4482758620689655,0.85,0.6263736263736264,0.6263736263736264,57,91,0.9393939393939394,0.9583333333333334,0.08823529411764706,0.6263736263736264,0.6619875222816399,0.4482758620689655,0.85,0.6263736263736264,0.6263736263736264,57,91,0.9393939393939394,0.9583333333333334,0.08823529411764706,0,0.0
92,1789304123.3556752,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94027,0.03043,0.0293,0.26762,ood,0.0,0.0,0.0,0.69154,,,0.6304347826086957,0.6625816993464052,0.4482758620689655,0.85,0.6304347826086957,0.6304347826086957,58,92,0.9411764705882353,0.9583333333333334,0.08823529411764706,0.6304347826086957,0.6625816993464052,0.4482758620689655,0.85,0.6304347826086957,0.6304347826086957,58,92,0.9411764705882353,0.9583333333333334,0.08823529411764706,0,0.0
93,1789304123.3565087,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01355,0.98332,0.00314,0.0929,ood,2.00081,1.94985,1.94985,2.66525,,,0.6344086021505376,0.6631372549019607,0.4576271186440678,0.85,0.6344086021505376,0.6344086021505376,59,93,0.9411764705882353,0.96,0.08823529411764706,0.6344086021505376,0.6631372549019607,0.4576271186440678,0.85,0.6344086021505376,0.6344086021505376,59,93,0.9411764705882353,0.96,0.08823529411764706,0,0.0
94,1789304123.357436,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01858,0.97277,0.00865,0.14202,ood,1.85817,0.9534,0.9534,2.45075,2.23607,2.00373,0.6276595744680851,0.662296918767507,0.45,0.8,0.6276595744680851,0.6276595744680851,59,94,0.9411764705882353,0.96,0.08571428571428572,0.6276595744680851,0.662296918767507,0.45,0.8,0.6276595744680851,0.6276595744680851,59,94,0.9411764705882353,0.96,0.08571428571428572,0,0.0
95,1789304123.3583968,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.02838,0.96464,0.00698,0.17047,ood,1.9149,2.0231,2.0231,2.59823,2.82843,2.05147,0.6210526315789474,0.6615032679738562,0.4426229508196721,0.8,0.6210526315789474,0.6210526315789474,59,95,0.9411764705882353,0.96,0.08333333333333333,0.6210526315789474,0.6615032679738562,0.4426229508196721,0.8,0.6210526315789474,0.6210526315789474,59,95,0.9411764705882353,0.96,0.08333333333333333,0,0.0
96,1789304123.3594286,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01695,0.96644,0.0166,0.17015,ood,2.00846,1.97158,1.97158,2.49507,2.23607,2.59205,0.6145833333333334,0.6607525172231055,0.43548387096774194,0.75,0.6145833333333334,0.6145833333333334,59,96,0.9411764705882353,0.96,0.08108108108108109,0.6145833333333334,0.6607525172231055,0.43548387096774194,0.75,0.6145833333333334,0.6145833333333334,59,96,0.9411764705882353,0.96,0.08108108108108109,0,0.0
97,1789304123.6141486,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00357,0.95161,0.04482,0.20648,ood,2.05911,0.95149,0.95149,2.49254,,,0.6185567010309279,0.661265337735926,0.4444444444444444,0.75,0.6185567010309279,0.6185567010309279,60,97,0.9411764705882353,0.9615384615384616,0.08108108108108109,0.6185567010309279,0.661265337735926,0.4444444444444444,0.75,0.6185567010309279,0.6185567010309279,60,97,0.9411764705882353,0.9615384615384616,0.08108108108108109,0,0.0
98,1789304123.6151729,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.0119,0.95928,0.02883,0.19484,ood,1.98516,1.01008,1.01008,2.57346,,,0.6224489795918368,0.661740171544093,0.453125,0.75,0.6224489795918368,0.6224489795918368,61,98,0.9411764705882353,0.9629629629629629,0.08108108108108109,0.6224489795918368,0.661740171544093,0.453125,0.75,0.6224489795918368,0.6224489795918368,61,98,0.9411764705882353,0.9629629629629629,0.08108108108108109,0,0.0
99,1789304123.6161492,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.03088,0.95169,0.01743,0.2251,ood,1.98572,1.92823,1.92823,2.53094,,,0.6262626262626263,0.6621810886516769,0.46153846153846156,0.75,0.6262626262626263,0.6262626262626263,62,99,0.9411764705882353,0.9642857142857143,0.08108108108108109,0.6262626262626263,0.6621810886516769,0.46153846153846156,0.75,0.6262626262626263,0.6262626262626263,62,99,0.9411764705882353,0.9642857142857143,0.08108108108108109,0,0.0
100,1789304123.6169746,dots_0_2_stage2_2_ood,ood_eval,0,1,2,0,-1.0,0.08906,0.87159,0.03935,0.46248,ood,2.00667,1.95099,1.95099,2.48935,,,0.62,0.6510973448093124,0.45454545454545453,0.7,0.62,0.62,62,100,0.9411764705882353,0.9310344827586207,0.08108108108108109,0.62,0.6510973448093124,0.45454545454545453,0.7,0.62,0.62,62,100,0.9411764705882353,0.9310344827586207,0.08108108108108109,0,0.0
101,1789304123.618164,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.9404,0.02896,0.03064,0.26715,ood,0.0,0.0,0.0,0.52316,,,0.6237623762376238,0.6516575688989482,0.45454545454545453,0.7,0.63,0.6237623762376238,63,101,0.9428571428571428,0.9310344827586207,0.08108108108108109,0.6237623762376238,0.6516575688989482,0.45454545454545453,0.7,0.63,0.6237623762376238,63,101,0.9428571428571428,0.9310344827586207,0.08108108108108109,0,0.0
102,1789304123.6190214,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.06334,0.8604,0.07626,0.5004,ood,2.00401,1.99141,1.99141,2.54491,2.0,2.52839,0.6176470588235294,0.6509463313456053,0.44776119402985076,0.65,0.62,0.6176470588235294,63,102,0.9428571428571428,0.9310344827586207,0.07894736842105263,0.6176470588235294,0.6509463313456053,0.44776119402985076,0.65,0.62,0.6176470588235294,63,102,0.9428571428571428,0.9310344827586207,0.07894736842105263,0,0.0
103,1789304123.6198218,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94557,0.02577,0.02866,0.24901,ood,0.0,0.0,0.0,0.57613,,,0.6213592233009708,0.6514754318747059,0.44776119402985076,0.65,0.63,0.6213592233009708,64,103,0.9444444444444444,0.9310344827586207,0.07894736842105263,0.6213592233009708,0.6514754318747059,0.44776119402985076,0.65,0.63,0.6213592233009708,64,103,0.9444444444444444,0.9310344827586207,0.07894736842105263,0,0.0
104,1789304123.6203969,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94607,0.02591,0.02801,0.24726,ood,0.0,0.0,0.0,0.58577,,,0.625,0.6519759323752065,0.44776119402985076,0.65,0.63,0.625,65,104,0.9459459459459459,0.9310344827586207,0.07894736842105263,0.625,0.6519759323752065,0.44776119402985076,0.65,0.63,0.625,65,104,0.9459459459459459,0.9310344827586207,0.07894736842105263,0,0.0
105,1789304123.6214676,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.05808,0.93414,0.00777,0.26669,ood,1.90141,2.04633,2.04633,2.34556,2.23607,2.10127,0.6190476190476191,0.6513011685425478,0.4411764705882353,0.6,0.62,0.6190476190476191,65,105,0.9459459459459459,0.9310344827586207,0.07692307692307693,0.6190476190476191,0.6513011685425478,0.4411764705882353,0.6,0.62,0.6190476190476191,65,105,0.9459459459459459,0.9310344827586207,0.07692307692307693,0,0.0
106,1789304123.6224928,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01916,0.93254,0.0483,0.28726,ood,2.02577,0.91406,0.91406,2.56294,2.82843,2.47174,0.6132075471698113,0.6506601429015222,0.43478260869565216,0.55,0.61,0.6132075471698113,65,106,0.9459459459459459,0.9310344827586207,0.075,0.6132075471698113,0.6506601429015222,0.43478260869565216,0.55,0.61,0.6132075471698113,65,106,0.9459459459459459,0.9310344827586207,0.075,0,0.0
107,1789304123.6232035,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94088,0.03142,0.0277,0.26541,ood,0.0,0.0,0.0,0.64335,,,0.616822429906542,0.6511343012704174,0.43478260869565216,0.55,0.62,0.616822429906542,66,107,0.9473684210526315,0.9310344827586207,0.075,0.616822429906542,0.6511343012704174,0.43478260869565216,0.55,0.62,0.616822429906542,66,107,0.9473684210526315,0.9310344827586207,0.075,0,0.0
