trial,timestamp,phase,trial_kind,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,signal_energy,area_factor,post_noise_energy,overall,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
16,1789301525.722879,dots_0_2_stage2,train,1,2,2,1,1.0,0.3359,0.14373,0.52038,0.98517,1.95888,1.44,2.43409,0.3125,0.3125,0.3125,0.3125,5,16,0.2857142857142857,0.0,0.6,0.0,0.0,0.0,0.0,0,1,0.0,,,198,0.008835
17,1789301525.7238111,dots_0_2_stage2,train,1,1,0,0,-1.0,0.26507,0.12591,0.60903,0.91487,2.11131,1.44,2.67917,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,5,17,0.2857142857142857,0.0,0.6,0.0,0.0,0.0,0.0,0,1,0.0,,,198,0.01177
18,1789301525.724512,dots_0_2_stage2,train,1,1,1,1,1.0,0.18767,0.1251,0.68724,0.83179,1.90182,1.44,2.53684,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,18,0.2857142857142857,0.16666666666666666,0.6,0.0,0.0,0.0,0.0,0,1,0.0,,,195,0.013044
19,1789301525.7252243,dots_0_2_stage2,train,1,2,2,1,1.0,0.18789,0.19699,0.61512,0.93308,2.10784,1.44,2.63903,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,7,19,0.2857142857142857,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0,1,0.0,,,198,0.007443
20,1789301525.7258008,dots_0_2_stage2,probe,0,0,1,0,-1.0,0.28471,0.26667,0.44862,1.06975,0.0,0.0,0.62171,0.35,0.35,0.35,0.35,7,20,0.25,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0,2,0.0,,,0,0.0
21,1789301525.8301797,dots_0_2_stage2,train,1,0,2,0,-1.0,0.28834,0.26934,0.44232,1.07271,0.0,0.0,0.57806,0.3333333333333333,0.35,0.3333333333333333,0.3333333333333333,7,21,0.2222222222222222,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0,2,0.0,,,198,0.001366
22,1789301525.8310516,dots_0_2_stage2,train,1,1,2,0,-1.0,0.17844,0.17782,0.64375,0.89816,2.12608,1.44,2.596,0.3181818181818182,0.35,0.3181818181818182,0.3181818181818182,7,22,0.2222222222222222,0.14285714285714285,0.6666666666666666,0.0,0.0,0.0,0.0,0,2,0.0,,,198,0.005789
23,1789301525.8318348,dots_0_2_stage2,train,1,2,1,0,-1.0,0.2115,0.21453,0.57396,0.97746,1.86894,1.44,2.45204,0.30434782608695654,0.35,0.30434782608695654,0.30434782608695654,7,23,0.2222222222222222,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0,2,0.0,,,198,0.013025
24,1789301525.8325279,dots_0_2_stage2,train,1,1,2,0,-1.0,0.20857,0.12157,0.66986,0.85151,2.11005,1.44,2.65103,0.2916666666666667,0.35,0.2916666666666667,0.2916666666666667,7,24,0.2222222222222222,0.125,0.5714285714285714,0.0,0.0,0.0,0.0,0,2,0.0,,,198,0.005007
25,1789301525.833122,dots_0_2_stage2,train,1,1,2,0,-1.0,0.25224,0.14125,0.60651,0.92716,1.98467,1.44,2.54297,0.28,0.35,0.28,0.28,7,25,0.2222222222222222,0.1111111111111111,0.5714285714285714,0.0,0.0,0.0,0.0,0,2,0.0,,,198,0.005949
26,1789301525.9404266,dots_0_2_stage2,train,1,0,1,0,-1.0,0.33081,0.26252,0.40667,1.08295,0.0,0.0,0.63079,0.2692307692307692,0.3,0.2692307692307692,0.2692307692307692,7,26,0.2,0.1111111111111111,0.5714285714285714,0.0,0.0,0.0,0.0,0,2,0.0,,,198,0.001956
27,1789301525.94124,dots_0_2_stage2,train,1,1,2,0,-1.0,0.28906,0.15591,0.55503,0.97527,1.89477,1.44,2.42258,0.25925925925925924,0.3,0.25925925925925924,0.25925925925925924,7,27,0.2,0.1,0.5714285714285714,0.0,0.0,0.0,0.0,0,2,0.0,,,195,0.0063
28,1789301525.941825,dots_0_2_stage2,train,1,1,2,0,-1.0,0.33168,0.16704,0.50127,1.01114,2.09657,1.44,2.58535,0.25,0.25,0.25,0.25,7,28,0.2,0.09090909090909091,0.5714285714285714,0.0,0.0,0.0,0.0,0,2,0.0,,,198,0.008198
29,1789301525.9424422,dots_0_2_stage2,train,1,2,2,1,1.0,0.39074,0.19092,0.41833,1.0479,1.95623,1.44,2.43258,0.27586206896551724,0.3,0.27586206896551724,0.27586206896551724,8,29,0.2,0.09090909090909091,0.625,0.0,0.0,0.0,0.0,0,2,0.0,,,198,0.010049
30,1789301525.9429772,dots_0_2_stage2,probe,0,0,1,0,-1.0,0.35161,0.26012,0.38827,1.08512,0.0,0.0,0.5339,0.26666666666666666,0.3,0.26666666666666666,0.26666666666666666,8,30,0.18181818181818182,0.09090909090909091,0.625,0.0,0.0,0.0,0.0,0,3,0.0,,,0,0.0
31,1789301526.0487576,dots_0_2_stage2,train,1,2,2,1,1.0,0.32619,0.17319,0.50061,1.01548,1.91828,1.44,2.29387,0.2903225806451613,0.35,0.2903225806451613,0.2903225806451613,9,31,0.18181818181818182,0.09090909090909091,0.6666666666666666,0.0,0.0,0.0,0.0,0,3,0.0,,,198,0.0086
32,1789301526.0495992,dots_0_2_stage2,train,1,0,0,1,1.0,0.33461,0.2492,0.41619,1.07743,0.0,0.0,0.58745,0.3125,0.4,0.3125,0.3125,10,32,0.25,0.09090909090909091,0.6666666666666666,0.0,0.0,0.0,0.0,0,3,0.0,,,198,0.00167
33,1789301526.050257,dots_0_2_stage2,train,1,0,2,0,-1.0,0.34932,0.24281,0.40787,1.07687,0.0,0.0,0.61951,0.30303030303030304,0.35,0.30303030303030304,0.30303030303030304,10,33,0.23076923076923078,0.09090909090909091,0.6666666666666666,0.0,0.0,0.0,0.0,0,3,0.0,,,198,0.001501
34,1789301526.0508058,dots_0_2_stage2,train,1,0,2,0,-1.0,0.35825,0.25878,0.38297,1.08514,0.0,0.0,0.46628,0.29411764705882354,0.3,0.29411764705882354,0.29411764705882354,10,34,0.21428571428571427,0.09090909090909091,0.6666666666666666,0.0,0.0,0.0,0.0,0,3,0.0,,,195,0.001277
35,1789301526.0513508,dots_0_2_stage2,train,1,1,2,0,-1.0,0.33916,0.16011,0.50073,1.00639,2.07613,1.44,2.53758,0.2857142857142857,0.3,0.2857142857142857,0.2857142857142857,10,35,0.21428571428571427,0.08333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0,3,0.0,,,198,0.007072
36,1789301526.1586573,dots_0_2_stage2,train,1,0,0,1,1.0,0.3868,0.25682,0.35638,1.08422,0.0,0.0,0.65036,0.3055555555555556,0.3,0.3055555555555556,0.3055555555555556,11,36,0.26666666666666666,0.08333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0,3,0.0,,,198,0.001665
37,1789301526.1593912,dots_0_2_stage2,train,1,0,0,1,1.0,0.39634,0.26027,0.34339,1.08418,0.0,0.0,0.52386,0.32432432432432434,0.35,0.32432432432432434,0.32432432432432434,12,37,0.3125,0.08333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0,3,0.0,,,198,0.001351
38,1789301526.159964,dots_0_2_stage2,train,1,1,0,0,-1.0,0.47018,0.15864,0.37118,1.01475,2.00232,1.44,2.51435,0.3157894736842105,0.3,0.3157894736842105,0.3157894736842105,12,38,0.3125,0.07692307692307693,0.6666666666666666,0.0,0.0,0.0,0.0,0,3,0.0,,,198,0.00807
39,1789301526.1605358,dots_0_2_stage2,train,1,2,2,1,1.0,0.40153,0.18255,0.41592,1.04173,2.00766,1.44,2.44275,0.3333333333333333,0.3,0.3333333333333333,0.3333333333333333,13,39,0.3125,0.07692307692307693,0.7,0.0,0.0,0.0,0.0,0,3,0.0,,,195,0.009476
40,1789301526.161102,dots_0_2_stage2,probe,0,0,2,0,-1.0,0.36356,0.24478,0.39166,1.07948,0.0,0.0,0.66765,0.325,0.3,0.325,0.325,13,40,0.29411764705882354,0.07692307692307693,0.7,0.0,0.0,0.0,0.0,0,4,0.0,,,0,0.0
41,1789301526.2690775,dots_0_2_stage2,train,1,2,2,1,1.0,0.33879,0.16611,0.4951,1.01293,1.8546,1.44,2.12275,0.34146341463414637,0.35,0.34146341463414637,0.34146341463414637,14,41,0.29411764705882354,0.07692307692307693,0.7272727272727273,0.0,0.0,0.0,0.0,0,4,0.0,,,195,0.008011
42,1789301526.2700753,dots_0_2_stage2,train,1,1,2,0,-1.0,0.26869,0.13914,0.59217,0.93781,2.04797,1.44,2.71609,0.3333333333333333,0.35,0.3333333333333333,0.3333333333333333,14,42,0.29411764705882354,0.07142857142857142,0.7272727272727273,0.0,0.0,0.0,0.0,0,4,0.0,,,198,0.00617
43,1789301526.2708857,dots_0_2_stage2,train,1,0,0,1,1.0,0.36133,0.25232,0.38635,1.0827,0.0,0.0,0.56004,0.3488372093023256,0.4,0.3488372093023256,0.3488372093023256,15,43,0.3333333333333333,0.07142857142857142,0.7272727272727273,0.0,0.0,0.0,0.0,0,4,0.0,,,198,0.001577
44,1789301526.271561,dots_0_2_stage2,train,1,1,0,0,-1.0,0.34718,0.15528,0.49754,1.00382,1.91828,1.44,2.49809,0.3409090909090909,0.4,0.3409090909090909,0.3409090909090909,15,44,0.3333333333333333,0.06666666666666667,0.7272727272727273,0.0,0.0,0.0,0.0,0,4,0.0,,,198,0.010251
45,1789301526.2723315,dots_0_2_stage2,train,1,0,0,1,1.0,0.34183,0.24625,0.41191,1.07738,0.0,0.0,0.67174,0.35555555555555557,0.45,0.35555555555555557,0.35555555555555557,16,45,0.3684210526315789,0.06666666666666667,0.7272727272727273,0.0,0.0,0.0,0.0,0,4,0.0,,,198,0.001758
46,1789301526.3790007,dots_0_2_stage2,train,1,0,2,0,-1.0,0.35867,0.24844,0.39289,1.08078,0.0,0.0,0.58004,0.34782608695652173,0.45,0.34782608695652173,0.34782608695652173,16,46,0.35,0.06666666666666667,0.7272727272727273,0.0,0.0,0.0,0.0,0,4,0.0,,,195,0.001532
47,1789301526.3797936,dots_0_2_stage2,train,1,0,1,0,-1.0,0.36758,0.24354,0.38888,1.07916,0.0,0.0,0.71349,0.3404255319148936,0.45,0.3404255319148936,0.3404255319148936,16,47,0.3333333333333333,0.06666666666666667,0.7272727272727273,0.0,0.0,0.0,0.0,0,4,0.0,,,198,0.002194
48,1789301526.3804753,dots_0_2_stage2,train,1,2,2,1,1.0,0.32289,0.13921,0.5379,0.97304,1.93008,1.44,2.38954,0.3541666666666667,0.5,0.3541666666666667,0.3541666666666667,17,48,0.3333333333333333,0.06666666666666667,0.75,0.0,0.0,0.0,0.0,0,4,0.0,,,195,0.007762
49,1789301526.3811975,dots_0_2_stage2,train,1,0,2,0,-1.0,0.35903,0.23531,0.40566,1.07423,0.0,0.0,0.54695,0.3469387755102041,0.45,0.3469387755102041,0.3469387755102041,17,49,0.3181818181818182,0.06666666666666667,0.75,0.0,0.0,0.0,0.0,0,4,0.0,,,198,0.001417
50,1789301526.3818004,dots_0_2_stage2,probe,0,0,1,0,-1.0,0.36651,0.24126,0.39223,1.07801,0.0,0.0,0.52256,0.34,0.45,0.34,0.34,17,50,0.30434782608695654,0.06666666666666667,0.75,0.0,0.0,0.0,0.0,0,5,0.0,,,0,0.0
51,1789301526.4866405,dots_0_2_stage2,train,1,1,0,0,-1.0,0.3148,0.14038,0.54482,0.97034,1.89385,1.44,2.32838,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,17,51,0.30434782608695654,0.0625,0.75,0.0,0.0,0.0,0.0,0,5,0.0,,,198,0.008688
52,1789301526.487562,dots_0_2_stage2,train,1,1,0,0,-1.0,0.20429,0.12508,0.67063,0.85242,2.07902,1.44,2.65517,0.3269230769230769,0.35,0.3269230769230769,0.3269230769230769,17,52,0.30434782608695654,0.058823529411764705,0.75,0.0,0.0,0.0,0.0,0,5,0.0,,,198,0.012432
53,1789301526.4884386,dots_0_2_stage2,train,1,2,2,1,1.0,0.14364,0.11441,0.74195,0.74822,1.89459,1.44,2.37604,0.33962264150943394,0.4,0.33962264150943394,0.33962264150943394,18,53,0.30434782608695654,0.058823529411764705,0.7692307692307693,0.0,0.0,0.0,0.0,0,5,0.0,,,195,0.003896
54,1789301526.48923,dots_0_2_stage2,train,1,2,2,1,1.0,0.12549,0.10867,0.76585,0.70595,1.98237,1.44,2.49317,0.35185185185185186,0.45,0.35185185185185186,0.35185185185185186,19,54,0.30434782608695654,0.058823529411764705,0.7857142857142857,0.0,0.0,0.0,0.0,0,5,0.0,,,198,0.003795
55,1789301526.4898841,dots_0_2_stage2,train,1,2,2,1,1.0,0.10621,0.09546,0.79832,0.64222,2.0604,1.44,2.53499,0.36363636363636365,0.5,0.36363636363636365,0.36363636363636365,20,55,0.30434782608695654,0.058823529411764705,0.8,0.0,0.0,0.0,0.0,0,5,0.0,,,198,0.003816
56,1789301526.5969567,dots_0_2_stage2,train,1,2,2,1,1.0,0.08875,0.08337,0.82788,0.57845,2.05896,1.44,2.41886,0.375,0.5,0.375,0.375,21,56,0.30434782608695654,0.058823529411764705,0.8125,0.0,0.0,0.0,0.0,0,5,0.0,,,198,0.003065
57,1789301526.5979986,dots_0_2_stage2,train,1,0,1,0,-1.0,0.27547,0.22817,0.49635,1.04,0.0,0.0,0.52529,0.3684210526315789,0.45,0.3684210526315789,0.3684210526315789,21,57,0.2916666666666667,0.058823529411764705,0.8125,0.0,0.0,0.0,0.0,0,5,0.0,,,198,0.001684
58,1789301526.598781,dots_0_2_stage2,train,1,1,2,0,-1.0,0.07611,0.06387,0.86002,0.50141,2.00247,1.44,2.51669,0.3620689655172414,0.45,0.3620689655172414,0.3620689655172414,21,58,0.2916666666666667,0.05555555555555555,0.8125,0.0,0.0,0.0,0.0,0,5,0.0,,,198,0.002302
59,1789301526.5994606,dots_0_2_stage2,train,1,0,0,1,1.0,0.28367,0.22151,0.49482,1.03942,0.0,0.0,0.50466,0.3728813559322034,0.45,0.3728813559322034,0.3728813559322034,22,59,0.32,0.05555555555555555,0.8125,0.0,0.0,0.0,0.0,0,5,0.0,,,198,0.001607
60,1789301526.600074,dots_0_2_stage2,probe,0,0,2,0,-1.0,0.27943,0.20507,0.5155,1.02277,0.0,0.0,0.65538,0.36666666666666664,0.45,0.36666666666666664,0.36666666666666664,22,60,0.3076923076923077,0.05555555555555555,0.8125,0.0,0.0,0.0,0.0,0,6,0.0,,,0,0.0
61,1789301526.7055979,dots_0_2_stage2,train,1,1,2,0,-1.0,0.10422,0.07649,0.81929,0.59559,1.85599,1.44,2.33525,0.36065573770491804,0.4,0.36065573770491804,0.36065573770491804,22,61,0.3076923076923077,0.05263157894736842,0.8125,0.0,0.0,0.0,0.0,0,6,0.0,,,198,0.002676
62,1789301526.7063498,dots_0_2_stage2,train,1,0,1,0,-1.0,0.29603,0.21765,0.48632,1.04283,0.0,0.0,0.56474,0.3548387096774194,0.4,0.3548387096774194,0.3548387096774194,22,62,0.2962962962962963,0.05263157894736842,0.8125,0.0,0.0,0.0,0.0,0,6,0.0,,,195,0.001885
63,1789301526.707018,dots_0_2_stage2,train,1,2,2,1,1.0,0.09829,0.06338,0.83833,0.55068,2.01158,1.44,2.51479,0.36507936507936506,0.4,0.36507936507936506,0.36507936507936506,23,63,0.2962962962962963,0.05263157894736842,0.8235294117647058,0.0,0.0,0.0,0.0,0,6,0.0,,,198,0.003064
64,1789301526.7076614,dots_0_2_stage2,train,1,1,2,0,-1.0,0.08193,0.05168,0.86639,0.48234,2.12977,1.44,2.81672,0.359375,0.4,0.359375,0.359375,23,64,0.2962962962962963,0.05,0.8235294117647058,0.0,0.0,0.0,0.0,0,6,0.0,,,195,0.00226
65,1789301526.7082808,dots_0_2_stage2,train,1,2,2,1,1.0,0.09799,0.058,0.84401,0.5359,1.99178,1.44,2.67401,0.36923076923076925,0.4,0.36923076923076925,0.36923076923076925,24,65,0.2962962962962963,0.05,0.8333333333333334,0.0,0.0,0.0,0.0,0,6,0.0,,,198,0.002861
66,1789301526.8163044,dots_0_2_stage2,train,1,2,2,1,1.0,0.10652,0.06082,0.83266,0.56131,1.91791,1.44,2.50212,0.3787878787878788,0.45,0.3787878787878788,0.3787878787878788,25,66,0.2962962962962963,0.05,0.8421052631578947,0.0,0.0,0.0,0.0,0,6,0.0,,,198,0.003018
67,1789301526.8173025,dots_0_2_stage2,train,1,1,2,0,-1.0,0.08701,0.0516,0.86139,0.49394,1.99971,1.44,2.61862,0.373134328358209,0.45,0.373134328358209,0.373134328358209,25,67,0.2962962962962963,0.047619047619047616,0.8421052631578947,0.0,0.0,0.0,0.0,0,6,0.0,,,198,0.002229
68,1789301526.8180053,dots_0_2_stage2,train,1,0,2,0,-1.0,0.28456,0.19514,0.5203,1.01644,0.0,0.0,0.62453,0.36764705882352944,0.4,0.36764705882352944,0.36764705882352944,25,68,0.2857142857142857,0.047619047619047616,0.8421052631578947,0.0,0.0,0.0,0.0,0,6,0.0,,,198,0.001226
69,1789301526.8185897,dots_0_2_stage2,train,1,2,2,1,1.0,0.11595,0.07099,0.81306,0.60587,1.90815,1.44,2.3847,0.37681159420289856,0.45,0.37681159420289856,0.37681159420289856,26,69,0.2857142857142857,0.047619047619047616,0.85,0.0,0.0,0.0,0.0,0,6,0.0,,,195,0.003169
70,1789301526.8195734,dots_0_2_stage2,probe,0,0,2,0,-1.0,0.29427,0.20515,0.50058,1.03132,0.0,0.0,0.54817,0.37142857142857144,0.45,0.37142857142857144,0.37142857142857144,26,70,0.27586206896551724,0.047619047619047616,0.85,0.0,0.0,0.0,0.0,0,7,0.0,,,0,0.0
71,1789301526.9258747,dots_0_2_stage2,train,1,0,2,0,-1.0,0.28221,0.19247,0.52532,1.01235,0.0,0.0,0.66171,0.36619718309859156,0.45,0.36619718309859156,0.36619718309859156,26,71,0.26666666666666666,0.047619047619047616,0.85,0.0,0.0,0.0,0.0,0,7,0.0,,,195,0.001238
72,1789301526.9266505,dots_0_2_stage2,train,1,2,2,1,1.0,0.09271,0.0562,0.85109,0.51952,2.14675,1.44,2.73023,0.375,0.5,0.375,0.375,27,72,0.26666666666666666,0.047619047619047616,0.8571428571428571,0.0,0.0,0.0,0.0,0,7,0.0,,,198,0.00292
73,1789301526.9272695,dots_0_2_stage2,train,1,1,1,1,1.0,0.10123,0.06418,0.83459,0.55901,1.88489,1.44,2.35568,0.3835616438356164,0.5,0.3835616438356164,0.3835616438356164,28,73,0.26666666666666666,0.09090909090909091,0.8571428571428571,0.0,0.0,0.0,0.0,0,7,0.0,,,195,0.013664
74,1789301526.9278514,dots_0_2_stage2,train,1,1,1,1,1.0,0.12954,0.11827,0.75219,0.73143,1.98399,1.44,2.42452,0.3918918918918919,0.5,0.3918918918918919,0.3918918918918919,29,74,0.26666666666666666,0.13043478260869565,0.8571428571428571,0.0,0.0,0.0,0.0,0,7,0.0,,,198,0.012622
75,1789301526.9288251,dots_0_2_stage2,train,1,1,1,1,1.0,0.14215,0.18302,0.67484,0.85351,2.00108,1.44,2.55773,0.4,0.5,0.4,0.4,30,75,0.26666666666666666,0.16666666666666666,0.8571428571428571,0.0,0.0,0.0,0.0,0,7,0.0,,,198,0.01132
76,1789301527.035854,dots_0_2_stage2,train,1,2,0,0,-1.0,0.15128,0.3244,0.52432,0.98944,1.95782,1.44,2.62449,0.39473684210526316,0.45,0.39473684210526316,0.39473684210526316,30,76,0.26666666666666666,0.16666666666666666,0.8181818181818182,0.0,0.0,0.0,0.0,0,7,0.0,,,195,0.014559
77,1789301527.0367355,dots_0_2_stage2,train,1,2,1,0,-1.0,0.09087,0.27934,0.62979,0.86538,1.98883,1.44,2.38789,0.38961038961038963,0.45,0.38961038961038963,0.38961038961038963,30,77,0.26666666666666666,0.16666666666666666,0.782608695652174,0.0,0.0,0.0,0.0,0,7,0.0,,,198,0.012011
78,1789301527.0374675,dots_0_2_stage2,train,1,1,2,0,-1.0,0.08887,0.18995,0.72118,0.76635,1.99412,1.44,2.50652,0.38461538461538464,0.45,0.38461538461538464,0.38461538461538464,30,78,0.26666666666666666,0.16,0.782608695652174,0.0,0.0,0.0,0.0,0,7,0.0,,,198,0.004236
79,1789301527.0381594,dots_0_2_stage2,train,1,1,0,0,-1.0,0.09473,0.22277,0.6825,0.81848,1.91801,1.44,2.58701,0.379746835443038,0.4,0.379746835443038,0.379746835443038,30,79,0.26666666666666666,0.15384615384615385,0.782608695652174,0.0,0.0,0.0,0.0,0,7,0.0,,,198,0.014419
80,1789301527.0387914,dots_0_2_stage2,probe,0,2,2,1,1.0,0.0543,0.19726,0.74843,0.69528,1.91218,1.44,2.31384,0.3875,0.45,0.3875,0.3875,31,80,0.26666666666666666,0.15384615384615385,0.7916666666666666,0.125,0.125,0.125,0.125,1,8,0.0,,1.0,0,0.0
81,1789301527.1437383,dots_0_2_stage2,train,1,0,1,0,-1.0,0.23574,0.30005,0.46422,1.05809,0.0,0.0,0.52743,0.38271604938271603,0.45,0.38271604938271603,0.38271604938271603,31,81,0.25806451612903225,0.15384615384615385,0.7916666666666666,0.125,0.125,0.125,0.125,1,8,0.0,,1.0,198,0.001638
82,1789301527.1445277,dots_0_2_stage2,train,1,2,0,0,-1.0,0.05315,0.16758,0.77928,0.64966,2.10088,1.44,2.527,0.3780487804878049,0.45,0.3780487804878049,0.3780487804878049,31,82,0.25806451612903225,0.15384615384615385,0.76,0.125,0.125,0.125,0.125,1,8,0.0,,1.0,198,0.016071
83,1789301527.1451254,dots_0_2_stage2,train,1,0,1,0,-1.0,0.1992,0.28444,0.51636,1.02029,0.0,0.0,0.55297,0.37349397590361444,0.4,0.37349397590361444,0.37349397590361444,31,83,0.25,0.15384615384615385,0.76,0.125,0.125,0.125,0.125,1,8,0.0,,1.0,198,0.001674
84,1789301527.1456735,dots_0_2_stage2,train,1,2,2,1,1.0,0.02413,0.11733,0.85855,0.4722,2.02657,1.44,2.60832,0.38095238095238093,0.45,0.38095238095238093,0.38095238095238093,32,84,0.25,0.15384615384615385,0.7692307692307693,0.125,0.125,0.125,0.125,1,8,0.0,,1.0,198,0.002584
85,1789301527.1462653,dots_0_2_stage2,train,1,2,2,1,1.0,0.02582,0.10196,0.87222,0.44646,1.94263,1.44,2.54243,0.38823529411764707,0.45,0.38823529411764707,0.38823529411764707,33,85,0.25,0.15384615384615385,0.7777777777777778,0.125,0.125,0.125,0.125,1,8,0.0,,1.0,198,0.002185
86,1789301527.2539008,dots_0_2_stage2,train,1,1,2,0,-1.0,0.02831,0.11576,0.85592,0.48369,2.10202,1.44,2.49718,0.38372093023255816,0.4,0.38372093023255816,0.38372093023255816,33,86,0.25,0.14814814814814814,0.7777777777777778,0.125,0.125,0.125,0.125,1,8,0.0,,1.0,198,0.002126
