trial,timestamp,phase,trial_kind,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,signal_energy,area_factor,post_noise_energy,overall,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
3694,1789301605.8938286,dots_0_2_stage2,train,1,0,0,1,1.0,0.96055,0.00461,0.03484,0.18041,0.0,0.0,0.56509,0.5974553329723876,0.55,0.61,0.694,2207,3694,0.8075927523727351,0.005756578947368421,0.9583017437452616,0.5636856368563685,0.6,0.59,0.5636856368563685,208,369,0.7433628318584071,0.0,0.9612403100775194,195,9.6e-05
3695,1789301605.8944335,dots_0_2_stage2,train,1,2,2,1,1.0,0.01386,4e-05,0.9861,0.07347,1.95593,1.44,2.3793,0.5975642760487144,0.55,0.61,0.694,2208,3695,0.8075927523727351,0.005756578947368421,0.9583333333333334,0.5636856368563685,0.6,0.59,0.5636856368563685,208,369,0.7433628318584071,0.0,0.9612403100775194,195,0.000215
3696,1789301605.9990563,dots_0_2_stage2,train,1,0,0,1,1.0,0.96158,0.00502,0.0334,0.1778,0.0,0.0,0.53087,0.5976731601731602,0.6,0.62,0.696,2209,3696,0.8077586206896552,0.005756578947368421,0.9583333333333334,0.5636856368563685,0.6,0.59,0.5636856368563685,208,369,0.7433628318584071,0.0,0.9612403100775194,195,8.8e-05
3697,1789301605.999906,dots_0_2_stage2,train,1,1,2,0,-1.0,0.01042,3e-05,0.98956,0.05822,1.97535,1.44,2.46296,0.5975114958074114,0.6,0.61,0.696,2209,3697,0.8077586206896552,0.005751848808545604,0.9583333333333334,0.5636856368563685,0.6,0.59,0.5636856368563685,208,369,0.7433628318584071,0.0,0.9612403100775194,198,0.000156
3698,1789301606.001188,dots_0_2_stage2,train,1,1,2,0,-1.0,0.01252,3e-05,0.98746,0.06757,2.03915,1.44,2.49209,0.5973499188750676,0.55,0.61,0.696,2209,3698,0.8077586206896552,0.005747126436781609,0.9583333333333334,0.5636856368563685,0.6,0.59,0.5636856368563685,208,369,0.7433628318584071,0.0,0.9612403100775194,198,0.000193
3699,1789301606.0020368,dots_0_2_stage2,train,1,2,2,1,1.0,0.00804,2e-05,0.99194,0.04701,2.04928,1.44,2.47622,0.5974587726412544,0.6,0.61,0.696,2210,3699,0.8077586206896552,0.005747126436781609,0.9583648750946253,0.5636856368563685,0.6,0.59,0.5636856368563685,208,369,0.7433628318584071,0.0,0.9612403100775194,198,0.000143
3700,1789301606.0027287,dots_0_2_stage2,probe,0,0,0,1,1.0,0.94542,0.00354,0.05105,0.22489,0.0,0.0,0.7122,0.5975675675675676,0.65,0.61,0.698,2211,3700,0.8079242032730405,0.005747126436781609,0.9583648750946253,0.5648648648648649,0.65,0.59,0.5648648648648649,209,370,0.7456140350877193,0.0,0.9612403100775194,0,0.0
3701,1789301606.1079087,dots_0_2_stage2,train,1,0,0,1,1.0,0.96245,0.00491,0.03264,0.17464,0.0,0.0,0.53528,0.5976763037017022,0.65,0.61,0.698,2212,3701,0.8080895008605852,0.005747126436781609,0.9583648750946253,0.5648648648648649,0.65,0.59,0.5648648648648649,209,370,0.7456140350877193,0.0,0.9612403100775194,198,8.6e-05
3702,1789301606.1087267,dots_0_2_stage2,train,1,0,0,1,1.0,0.95791,0.00454,0.03756,0.18892,0.0,0.0,0.58061,0.597784981091302,0.65,0.61,0.698,2213,3702,0.8082545141874462,0.005747126436781609,0.9583648750946253,0.5648648648648649,0.65,0.59,0.5648648648648649,209,370,0.7456140350877193,0.0,0.9612403100775194,198,0.000104
3703,1789301606.1093955,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00635,1e-05,0.99364,0.0386,1.92351,1.44,2.62427,0.5976235484742101,0.6,0.6,0.696,2213,3703,0.8082545141874462,0.005742411812961444,0.9583648750946253,0.5648648648648649,0.65,0.59,0.5648648648648649,209,370,0.7456140350877193,0.0,0.9612403100775194,198,9.6e-05
3704,1789301606.1102116,dots_0_2_stage2,train,1,0,0,1,1.0,0.9628,0.00529,0.03191,0.17417,0.0,0.0,0.50827,0.597732181425486,0.65,0.6,0.696,2214,3704,0.8084192439862543,0.005742411812961444,0.9583648750946253,0.5648648648648649,0.65,0.59,0.5648648648648649,209,370,0.7456140350877193,0.0,0.9612403100775194,198,8.3e-05
3705,1789301606.1108875,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00755,2e-05,0.99243,0.0446,2.10372,1.44,2.55015,0.5975708502024292,0.65,0.59,0.696,2214,3705,0.8084192439862543,0.005737704918032787,0.9583648750946253,0.5648648648648649,0.65,0.59,0.5648648648648649,209,370,0.7456140350877193,0.0,0.9612403100775194,198,0.000116
3706,1789301606.2171957,dots_0_2_stage2,train,1,2,2,1,1.0,0.00552,2e-05,0.99446,0.0344,2.03781,1.44,2.57804,0.5976794387479762,0.65,0.59,0.698,2215,3706,0.8084192439862543,0.005737704918032787,0.9583963691376702,0.5648648648648649,0.65,0.59,0.5648648648648649,209,370,0.7456140350877193,0.0,0.9612403100775194,198,9.9e-05
3707,1789301606.2181568,dots_0_2_stage2,train,1,2,2,1,1.0,0.00224,1e-05,0.99775,0.016,2.13561,1.44,2.71659,0.59778796870785,0.65,0.59,0.698,2216,3707,0.8084192439862543,0.005737704918032787,0.9584278155706727,0.5648648648648649,0.65,0.59,0.5648648648648649,209,370,0.7456140350877193,0.0,0.9612403100775194,198,4.4e-05
3708,1789301606.218965,dots_0_2_stage2,train,1,0,0,1,1.0,0.95304,0.00367,0.04329,0.20233,0.0,0.0,0.677,0.5978964401294499,0.65,0.59,0.698,2217,3708,0.8085836909871245,0.005737704918032787,0.9584278155706727,0.5648648648648649,0.65,0.59,0.5648648648648649,209,370,0.7456140350877193,0.0,0.9612403100775194,195,0.000129
3709,1789301606.2198575,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00997,2e-05,0.99001,0.05613,2.04699,1.44,2.5121,0.5977352386087894,0.6,0.59,0.696,2217,3709,0.8085836909871245,0.005733005733005733,0.9584278155706727,0.5648648648648649,0.65,0.59,0.5648648648648649,209,370,0.7456140350877193,0.0,0.9612403100775194,198,0.000179
3710,1789301606.2205267,dots_0_2_stage2,probe,0,0,0,1,1.0,0.96415,0.005,0.03085,0.16899,0.0,0.0,0.51828,0.597843665768194,0.6,0.59,0.696,2218,3710,0.8087478559176673,0.005733005733005733,0.9584278155706727,0.5660377358490566,0.65,0.59,0.5660377358490566,210,371,0.7478260869565218,0.0,0.9612403100775194,0,0.0
3711,1789301606.3276107,dots_0_2_stage2,train,1,2,2,1,1.0,0.00248,1e-05,0.99751,0.01744,2.08189,1.44,2.70429,0.5979520344920507,0.65,0.59,0.696,2219,3711,0.8087478559176673,0.005733005733005733,0.9584592145015106,0.5660377358490566,0.65,0.59,0.5660377358490566,210,371,0.7478260869565218,0.0,0.9612403100775194,195,4.5e-05
3712,1789301606.3289924,dots_0_2_stage2,train,1,2,2,1,1.0,0.00737,2e-05,0.9926,0.04383,2.00658,1.44,2.39248,0.5980603448275862,0.7,0.59,0.696,2220,3712,0.8087478559176673,0.005733005733005733,0.9584905660377359,0.5660377358490566,0.65,0.59,0.5660377358490566,210,371,0.7478260869565218,0.0,0.9612403100775194,195,0.000116
3713,1789301606.329869,dots_0_2_stage2,train,1,2,2,1,1.0,0.00479,2e-05,0.99519,0.03058,2.1076,1.44,2.52283,0.5981685968219769,0.75,0.59,0.696,2221,3713,0.8087478559176673,0.005733005733005733,0.9585218702865762,0.5660377358490566,0.65,0.59,0.5660377358490566,210,371,0.7478260869565218,0.0,0.9612403100775194,198,8.7e-05
3714,1789301606.3305845,dots_0_2_stage2,train,1,0,0,1,1.0,0.95308,0.00371,0.04321,0.20233,0.0,0.0,0.67466,0.5982767905223478,0.75,0.59,0.696,2222,3714,0.8089117395029991,0.005733005733005733,0.9585218702865762,0.5660377358490566,0.65,0.59,0.5660377358490566,210,371,0.7478260869565218,0.0,0.9612403100775194,198,0.000124
3715,1789301606.3311768,dots_0_2_stage2,train,1,0,0,1,1.0,0.96389,0.00516,0.03095,0.1702,0.0,0.0,0.50694,0.5983849259757739,0.75,0.59,0.698,2223,3715,0.8090753424657534,0.005733005733005733,0.9585218702865762,0.5660377358490566,0.65,0.59,0.5660377358490566,210,371,0.7478260869565218,0.0,0.9612403100775194,198,7.9e-05
3716,1789301606.4370956,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00844,2e-05,0.99154,0.0489,2.08144,1.44,2.66009,0.5982238966630786,0.7,0.58,0.698,2223,3716,0.8090753424657534,0.0057283142389525366,0.9585218702865762,0.5660377358490566,0.65,0.59,0.5660377358490566,210,371,0.7478260869565218,0.0,0.9612403100775194,198,0.000135
3717,1789301606.4383826,dots_0_2_stage2,train,1,1,2,0,-1.0,0.02068,4e-05,0.97928,0.10112,1.90254,1.44,2.46902,0.5980629539951574,0.7,0.57,0.696,2223,3717,0.8090753424657534,0.005723630417007359,0.9585218702865762,0.5660377358490566,0.65,0.59,0.5660377358490566,210,371,0.7478260869565218,0.0,0.9612403100775194,198,0.000302
3718,1789301606.4391503,dots_0_2_stage2,train,1,2,2,1,1.0,0.00446,2e-05,0.99552,0.02881,1.94652,1.44,2.44655,0.5981710597095212,0.75,0.57,0.696,2224,3718,0.8090753424657534,0.005723630417007359,0.9585531273549359,0.5660377358490566,0.65,0.59,0.5660377358490566,210,371,0.7478260869565218,0.0,0.9612403100775194,198,7.9e-05
3719,1789301606.4397998,dots_0_2_stage2,train,1,0,0,1,1.0,0.96188,0.00475,0.03337,0.17626,0.0,0.0,0.5432,0.598279107286905,0.75,0.57,0.696,2225,3719,0.8092386655260907,0.005723630417007359,0.9585531273549359,0.5660377358490566,0.65,0.59,0.5660377358490566,210,371,0.7478260869565218,0.0,0.9612403100775194,195,9e-05
3720,1789301606.440414,dots_0_2_stage2,probe,0,0,0,1,1.0,0.96263,0.00445,0.03292,0.17314,0.0,0.0,0.56476,0.5983870967741935,0.75,0.58,0.696,2226,3720,0.8094017094017094,0.005723630417007359,0.9585531273549359,0.5672043010752689,0.65,0.6,0.5672043010752689,211,372,0.75,0.0,0.9612403100775194,0,0.0
3721,1789301606.5478468,dots_0_2_stage2,train,1,2,2,1,1.0,0.00347,1e-05,0.99652,0.02327,2.09553,1.44,2.57912,0.5984950282182209,0.75,0.59,0.696,2227,3721,0.8094017094017094,0.005723630417007359,0.9585843373493976,0.5672043010752689,0.65,0.6,0.5672043010752689,211,372,0.75,0.0,0.9612403100775194,198,6.2e-05
3722,1789301606.5487478,dots_0_2_stage2,train,1,0,0,1,1.0,0.96065,0.00467,0.03467,0.1802,0.0,0.0,0.55859,0.5986029016657711,0.75,0.59,0.696,2228,3722,0.8095644748078565,0.005723630417007359,0.9585843373493976,0.5672043010752689,0.65,0.6,0.5672043010752689,211,372,0.75,0.0,0.9612403100775194,198,9.7e-05
3723,1789301606.5494776,dots_0_2_stage2,train,1,2,2,1,1.0,0.00317,1e-05,0.99682,0.02152,2.09525,1.44,2.61808,0.5987107171635777,0.8,0.6,0.696,2229,3723,0.8095644748078565,0.005723630417007359,0.9586155003762227,0.5672043010752689,0.65,0.6,0.5672043010752689,211,372,0.75,0.0,0.9612403100775194,198,6.1e-05
3724,1789301606.550151,dots_0_2_stage2,train,1,2,2,1,1.0,0.00585,2e-05,0.99413,0.03614,1.85437,1.44,2.42872,0.5988184747583244,0.8,0.6,0.698,2230,3724,0.8095644748078565,0.005723630417007359,0.9586466165413534,0.5672043010752689,0.65,0.6,0.5672043010752689,211,372,0.75,0.0,0.9612403100775194,198,0.000101
3725,1789301606.5508027,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00649,2e-05,0.99349,0.0394,1.95667,1.44,2.50591,0.5986577181208054,0.8,0.59,0.696,2230,3725,0.8095644748078565,0.005718954248366013,0.9586466165413534,0.5672043010752689,0.65,0.6,0.5672043010752689,211,372,0.75,0.0,0.9612403100775194,198,9.9e-05
3726,1789301606.6570966,dots_0_2_stage2,train,1,2,2,1,1.0,0.01674,4e-05,0.98322,0.08552,2.0019,1.44,2.43832,0.5987654320987654,0.8,0.59,0.696,2231,3726,0.8095644748078565,0.005718954248366013,0.9586776859504132,0.5672043010752689,0.65,0.6,0.5672043010752689,211,372,0.75,0.0,0.9612403100775194,198,0.000271
3727,1789301606.658046,dots_0_2_stage2,train,1,0,0,1,1.0,0.95718,0.00396,0.03886,0.18999,0.0,0.0,0.63045,0.5988730882747518,0.8,0.6,0.696,2232,3727,0.8097269624573379,0.005718954248366013,0.9586776859504132,0.5672043010752689,0.65,0.6,0.5672043010752689,211,372,0.75,0.0,0.9612403100775194,198,0.000111
3728,1789301606.6587696,dots_0_2_stage2,train,1,0,0,1,1.0,0.96283,0.0048,0.03237,0.17314,0.0,0.0,0.53831,0.5989806866952789,0.8,0.6,0.696,2233,3728,0.8098891730605285,0.005718954248366013,0.9586776859504132,0.5672043010752689,0.65,0.6,0.5672043010752689,211,372,0.75,0.0,0.9612403100775194,198,8.5e-05
3729,1789301606.659407,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00892,2e-05,0.99106,0.05123,1.97288,1.44,2.50406,0.5988200589970502,0.8,0.59,0.694,2233,3729,0.8098891730605285,0.005714285714285714,0.9586776859504132,0.5672043010752689,0.65,0.6,0.5672043010752689,211,372,0.75,0.0,0.9612403100775194,195,0.000128
3730,1789301606.6600895,dots_0_2_stage2,probe,0,2,2,1,1.0,0.00173,1e-05,0.99826,0.01283,2.14781,1.44,2.74117,0.5989276139410188,0.8,0.59,0.696,2234,3730,0.8098891730605285,0.005714285714285714,0.9587087087087087,0.5683646112600537,0.65,0.61,0.5683646112600537,212,373,0.75,0.0,0.9615384615384616,0,0.0
3731,1789301606.7675054,dots_0_2_stage2,train,1,1,2,0,-1.0,0.0095,2e-05,0.99048,0.05396,1.96666,1.44,2.51292,0.5987670865719646,0.75,0.58,0.694,2234,3731,0.8098891730605285,0.005709624796084829,0.9587087087087087,0.5683646112600537,0.65,0.61,0.5683646112600537,212,373,0.75,0.0,0.9615384615384616,198,0.000145
3732,1789301606.768609,dots_0_2_stage2,train,1,1,2,0,-1.0,0.01705,3e-05,0.98292,0.08671,1.97197,1.44,2.51075,0.5986066452304395,0.7,0.57,0.692,2234,3732,0.8098891730605285,0.0057049714751426246,0.9587087087087087,0.5683646112600537,0.65,0.61,0.5683646112600537,212,373,0.75,0.0,0.9615384615384616,198,0.000237
3733,1789301606.7695801,dots_0_2_stage2,train,1,2,2,1,1.0,0.00827,2e-05,0.99171,0.04813,2.07106,1.44,2.58829,0.5987141709081168,0.7,0.58,0.694,2235,3733,0.8098891730605285,0.0057049714751426246,0.9587396849212303,0.5683646112600537,0.65,0.61,0.5683646112600537,212,373,0.75,0.0,0.9615384615384616,198,0.000138
3734,1789301606.77048,dots_0_2_stage2,train,1,1,2,0,-1.0,0.0114,3e-05,0.98857,0.06268,1.92681,1.44,2.4541,0.5985538296732726,0.65,0.58,0.692,2235,3734,0.8098891730605285,0.005700325732899023,0.9587396849212303,0.5683646112600537,0.65,0.61,0.5683646112600537,212,373,0.75,0.0,0.9615384615384616,195,0.000164
3735,1789301606.771308,dots_0_2_stage2,train,1,2,2,1,1.0,0.00671,2e-05,0.99327,0.0405,1.99516,1.44,2.53758,0.5986613119143239,0.65,0.58,0.692,2236,3735,0.8098891730605285,0.005700325732899023,0.9587706146926537,0.5683646112600537,0.65,0.61,0.5683646112600537,212,373,0.75,0.0,0.9615384615384616,198,0.000121
3736,1789301606.8769615,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00586,2e-05,0.99412,0.03619,1.98989,1.44,2.52606,0.5985010706638115,0.65,0.58,0.69,2236,3736,0.8098891730605285,0.005695687550854353,0.9587706146926537,0.5683646112600537,0.65,0.61,0.5683646112600537,212,373,0.75,0.0,0.9615384615384616,198,9.6e-05
3737,1789301606.8777962,dots_0_2_stage2,train,1,1,2,0,-1.0,0.01016,3e-05,0.98981,0.05704,2.07049,1.44,2.47479,0.5983409151725984,0.65,0.57,0.688,2236,3737,0.8098891730605285,0.005691056910569106,0.9587706146926537,0.5683646112600537,0.65,0.61,0.5683646112600537,212,373,0.75,0.0,0.9615384615384616,195,0.000155
3738,1789301606.8784935,dots_0_2_stage2,train,1,0,0,1,1.0,0.96003,0.00417,0.0358,0.18123,0.0,0.0,0.59824,0.5984483681112894,0.65,0.58,0.688,2237,3738,0.8100511073253833,0.005691056910569106,0.9587706146926537,0.5683646112600537,0.65,0.61,0.5683646112600537,212,373,0.75,0.0,0.9615384615384616,198,9.9e-05
3739,1789301606.8791158,dots_0_2_stage2,train,1,1,2,0,-1.0,0.01377,3e-05,0.9862,0.07299,2.04527,1.44,2.56962,0.5982883123829901,0.6,0.57,0.686,2237,3739,0.8100511073253833,0.005686433793663688,0.9587706146926537,0.5683646112600537,0.65,0.61,0.5683646112600537,212,373,0.75,0.0,0.9615384615384616,198,0.000197
3740,1789301606.8796911,dots_0_2_stage2,probe,0,0,0,1,1.0,0.95786,0.00405,0.0381,0.18802,0.0,0.0,0.62213,0.5983957219251337,0.6,0.58,0.686,2238,3740,0.8102127659574468,0.005686433793663688,0.9587706146926537,0.56951871657754,0.65,0.62,0.56951871657754,213,374,0.7521367521367521,0.0,0.9615384615384616,0,0.0
3741,1789301606.9860868,dots_0_2_stage2,train,1,0,0,1,1.0,0.96266,0.00446,0.03287,0.17305,0.0,0.0,0.56909,0.5985030740443732,0.6,0.59,0.688,2239,3741,0.810374149659864,0.005686433793663688,0.9587706146926537,0.56951871657754,0.65,0.62,0.56951871657754,213,374,0.7521367521367521,0.0,0.9615384615384616,198,9.2e-05
3742,1789301606.9872422,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00488,1e-05,0.99511,0.031,2.05946,1.44,2.60829,0.5983431320149653,0.55,0.59,0.686,2239,3742,0.810374149659864,0.005681818181818182,0.9587706146926537,0.56951871657754,0.65,0.62,0.56951871657754,213,374,0.7521367521367521,0.0,0.9615384615384616,195,8.1e-05
3743,1789301606.9880216,dots_0_2_stage2,train,1,0,0,1,1.0,0.96187,0.00453,0.0336,0.17585,0.0,0.0,0.56407,0.5984504408228694,0.55,0.59,0.686,2240,3743,0.81053525913339,0.005681818181818182,0.9587706146926537,0.56951871657754,0.65,0.62,0.56951871657754,213,374,0.7521367521367521,0.0,0.9615384615384616,198,9.5e-05
3744,1789301606.988725,dots_0_2_stage2,train,1,2,2,1,1.0,0.00349,1e-05,0.9965,0.02338,1.95098,1.44,2.51888,0.5985576923076923,0.55,0.59,0.686,2241,3744,0.81053525913339,0.005681818181818182,0.9588014981273408,0.56951871657754,0.65,0.62,0.56951871657754,213,374,0.7521367521367521,0.0,0.9615384615384616,198,6.1e-05
3745,1789301606.989365,dots_0_2_stage2,train,1,0,0,1,1.0,0.9643,0.00467,0.03103,0.16788,0.0,0.0,0.54254,0.5986648865153538,0.6,0.6,0.686,2242,3745,0.8106960950764007,0.005681818181818182,0.9588014981273408,0.56951871657754,0.65,0.62,0.56951871657754,213,374,0.7521367521367521,0.0,0.9615384615384616,198,8.4e-05
3746,1789301607.095168,dots_0_2_stage2,train,1,2,2,1,1.0,0.00733,2e-05,0.99265,0.04356,2.0154,1.44,2.56727,0.5987720234917245,0.6,0.6,0.688,2243,3746,0.8106960950764007,0.005681818181818182,0.9588323353293413,0.56951871657754,0.65,0.62,0.56951871657754,213,374,0.7521367521367521,0.0,0.9615384615384616,198,0.000127
3747,1789301607.0960443,dots_0_2_stage2,train,1,1,2,0,-1.0,0.03993,6e-05,0.96,0.16841,1.93206,1.44,2.34294,0.5986122231118228,0.55,0.6,0.686,2243,3747,0.8106960950764007,0.0056772100567721,0.9588323353293413,0.56951871657754,0.65,0.62,0.56951871657754,213,374,0.7521367521367521,0.0,0.9615384615384616,198,0.00054
3748,1789301607.0967314,dots_0_2_stage2,train,1,2,2,1,1.0,0.02033,5e-05,0.97962,0.09987,1.91046,1.44,2.27251,0.5987193169690501,0.55,0.6,0.686,2244,3748,0.8106960950764007,0.0056772100567721,0.9588631264023935,0.56951871657754,0.65,0.62,0.56951871657754,213,374,0.7521367521367521,0.0,0.9615384615384616,195,0.000282
3749,1789301607.0973353,dots_0_2_stage2,train,1,0,0,1,1.0,0.9556,0.00382,0.04058,0.19471,0.0,0.0,0.65399,0.5988263536943185,0.6,0.61,0.688,2245,3749,0.8108566581849025,0.0056772100567721,0.9588631264023935,0.56951871657754,0.65,0.62,0.56951871657754,213,374,0.7521367521367521,0.0,0.9615384615384616,198,0.000117
3750,1789301607.0978596,dots_0_2_stage2,probe,0,0,0,1,1.0,0.96292,0.00478,0.03231,0.1728,0.0,0.0,0.53727,0.5989333333333333,0.6,0.61,0.69,2246,3750,0.8110169491525424,0.0056772100567721,0.9588631264023935,0.5706666666666667,0.65,0.62,0.5706666666666667,214,375,0.7542372881355932,0.0,0.9615384615384616,0,0.0
3751,1789301607.206076,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00347,1e-05,0.99652,0.02323,2.07099,1.44,2.69232,0.5987736603572381,0.6,0.61,0.688,2246,3751,0.8110169491525424,0.005672609400324149,0.9588631264023935,0.5706666666666667,0.65,0.62,0.5706666666666667,214,375,0.7542372881355932,0.0,0.9615384615384616,198,6.2e-05
3752,1789301607.2069764,dots_0_2_stage2,train,1,2,2,1,1.0,0.00577,2e-05,0.99421,0.03571,2.02004,1.44,2.51982,0.5988805970149254,0.65,0.62,0.688,2247,3752,0.8110169491525424,0.005672609400324149,0.9588938714499252,0.5706666666666667,0.65,0.62,0.5706666666666667,214,375,0.7542372881355932,0.0,0.9615384615384616,195,9.7e-05
3753,1789301607.207767,dots_0_2_stage2,train,1,2,2,1,1.0,0.02108,4e-05,0.97888,0.10265,1.8652,1.44,2.42866,0.5989874766853184,0.65,0.63,0.69,2248,3753,0.8110169491525424,0.005672609400324149,0.958924570575056,0.5706666666666667,0.65,0.62,0.5706666666666667,214,375,0.7542372881355932,0.0,0.9615384615384616,195,0.000324
3754,1789301607.2087073,dots_0_2_stage2,train,1,1,2,0,-1.0,0.02518,4e-05,0.97478,0.11799,1.98259,1.44,2.50585,0.5988279168886521,0.65,0.63,0.688,2248,3754,0.8110169491525424,0.005668016194331984,0.958924570575056,0.5706666666666667,0.65,0.62,0.5706666666666667,214,375,0.7542372881355932,0.0,0.9615384615384616,198,0.000379
3755,1789301607.2094812,dots_0_2_stage2,train,1,2,2,1,1.0,0.01084,3e-05,0.98913,0.06016,1.88422,1.44,2.39677,0.5989347536617843,0.65,0.63,0.69,2249,3755,0.8110169491525424,0.005668016194331984,0.9589552238805971,0.5706666666666667,0.65,0.62,0.5706666666666667,214,375,0.7542372881355932,0.0,0.9615384615384616,198,0.00018
3756,1789301607.3154185,dots_0_2_stage2,train,1,2,2,1,1.0,0.00524,1e-05,0.99475,0.03288,2.08004,1.44,2.65542,0.5990415335463258,0.7,0.63,0.692,2250,3756,0.8110169491525424,0.005668016194331984,0.9589858314690529,0.5706666666666667,0.65,0.62,0.5706666666666667,214,375,0.7542372881355932,0.0,0.9615384615384616,198,9.5e-05
3757,1789301607.3165064,dots_0_2_stage2,train,1,1,2,0,-1.0,0.02777,5e-05,0.97218,0.12748,1.86612,1.44,2.39594,0.5988820867713601,0.7,0.63,0.692,2250,3757,0.8110169491525424,0.0056634304207119745,0.9589858314690529,0.5706666666666667,0.65,0.62,0.5706666666666667,214,375,0.7542372881355932,0.0,0.9615384615384616,198,0.000386
3758,1789301607.3175244,dots_0_2_stage2,train,1,1,2,0,-1.0,0.0038,1e-05,0.99619,0.02509,2.09466,1.44,2.61082,0.5987227248536455,0.65,0.62,0.69,2250,3758,0.8110169491525424,0.005658852061438965,0.9589858314690529,0.5706666666666667,0.65,0.62,0.5706666666666667,214,375,0.7542372881355932,0.0,0.9615384615384616,195,6.3e-05
3759,1789301607.3187368,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00546,1e-05,0.99453,0.03402,2.1076,1.44,2.69924,0.5985634477254589,0.65,0.62,0.688,2250,3759,0.8110169491525424,0.005654281098546042,0.9589858314690529,0.5706666666666667,0.65,0.62,0.5706666666666667,214,375,0.7542372881355932,0.0,0.9615384615384616,198,8.2e-05
3760,1789301607.3195689,dots_0_2_stage2,probe,0,1,2,0,-1.0,0.00675,1e-05,0.99324,0.04058,2.08449,1.44,2.75106,0.598404255319149,0.6,0.62,0.688,2250,3760,0.8110169491525424,0.005649717514124294,0.9589858314690529,0.5691489361702128,0.65,0.62,0.5691489361702128,214,376,0.7542372881355932,0.0,0.9615384615384616,0,0.0
3761,1789301607.424757,dots_0_2_stage2,train,1,0,0,1,1.0,0.96086,0.004,0.03514,0.17813,0.0,0.0,0.61259,0.5985110342993885,0.6,0.62,0.688,2251,3761,0.8111769686706182,0.005649717514124294,0.9589858314690529,0.5691489361702128,0.65,0.62,0.5691489361702128,214,376,0.7542372881355932,0.0,0.9615384615384616,198,0.000102
3762,1789301607.425557,dots_0_2_stage2,train,1,1,2,0,-1.0,0.0231,5e-05,0.97686,0.11036,1.94357,1.44,2.40343,0.5983519404572036,0.6,0.61,0.686,2251,3762,0.8111769686706182,0.00564516129032258,0.9589858314690529,0.5691489361702128,0.65,0.62,0.5691489361702128,214,376,0.7542372881355932,0.0,0.9615384615384616,198,0.000341
3763,1789301607.426167,dots_0_2_stage2,train,1,0,0,1,1.0,0.96324,0.00421,0.03256,0.17059,0.0,0.0,0.58491,0.5984586765878288,0.6,0.61,0.686,2252,3763,0.811336717428088,0.00564516129032258,0.9589858314690529,0.5691489361702128,0.65,0.62,0.5691489361702128,214,376,0.7542372881355932,0.0,0.9615384615384616,198,9e-05
3764,1789301607.4268913,dots_0_2_stage2,train,1,2,2,1,1.0,0.00459,1e-05,0.99539,0.02948,2.13277,1.44,2.58159,0.5985653560042508,0.6,0.61,0.686,2253,3764,0.811336717428088,0.00564516129032258,0.9590163934426229,0.5691489361702128,0.65,0.62,0.5691489361702128,214,376,0.7542372881355932,0.0,0.9615384615384616,198,8.7e-05
3765,1789301607.4277382,dots_0_2_stage2,train,1,2,2,1,1.0,0.00531,1e-05,0.99468,0.03326,2.09679,1.44,2.6663,0.59867197875166,0.6,0.61,0.686,2254,3765,0.811336717428088,0.00564516129032258,0.9590469099032017,0.5691489361702128,0.65,0.62,0.5691489361702128,214,376,0.7542372881355932,0.0,0.9615384615384616,198,0.0001
3766,1789301607.5341847,dots_0_2_stage2,train,1,1,2,0,-1.0,0.00815,2e-05,0.99183,0.04755,2.03547,1.44,2.48013,0.5985130111524164,0.55,0.61,0.684,2254,3766,0.811336717428088,0.0056406124093473006,0.9590469099032017,0.5691489361702128,0.65,0.62,0.5691489361702128,214,376,0.7542372881355932,0.0,0.9615384615384616,198,0.000128
3767,1789301607.535098,dots_0_2_stage2,train,1,1,2,0,-1.0,0.02229,4e-05,0.97767,0.10728,1.94751,1.44,2.49467,0.5983541279532785,0.55,0.61,0.682,2254,3767,0.811336717428088,0.005636070853462158,0.9590469099032017,0.5691489361702128,0.65,0.62,0.5691489361702128,214,376,0.7542372881355932,0.0,0.9615384615384616,198,0.000296
3768,1789301607.5359867,dots_0_2_stage2,train,1,2,2,1,1.0,0.00708,2e-05,0.9929,0.04231,2.00193,1.44,2.5319,0.5984607218683652,0.55,0.61,0.682,2255,3768,0.811336717428088,0.005636070853462158,0.9590773809523809,0.5691489361702128,0.65,0.62,0.5691489361702128,214,376,0.7542372881355932,0.0,0.9615384615384616,195,0.000119
