trial,timestamp,phase,target,answer,correct,reward,p0,p1,p2,policy_entropy,overall,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,active_synapses,mean_delta_w
129,1789300862.6913378,dots_0_2,2,2,1,1.0,0.07138,0.1469,0.78172,0.66269,0.5813953488372093,0.5,0.58,0.5813953488372093,75,129,0.425,0.3333333333333333,0.8679245283018868,198,0.006458
130,1789300862.691942,dots_0_2,1,1,1,1.0,0.17628,0.23645,0.58727,0.95952,0.5846153846153846,0.55,0.58,0.5846153846153846,76,130,0.425,0.35135135135135137,0.8679245283018868,195,0.013501
131,1789300862.7985525,dots_0_2,1,2,0,-1.0,0.14921,0.22063,0.63015,0.90829,0.5801526717557252,0.5,0.57,0.5801526717557252,76,131,0.425,0.34210526315789475,0.8679245283018868,198,0.007009
132,1789300862.7995725,dots_0_2,2,2,1,1.0,0.05506,0.17822,0.76672,0.67068,0.5833333333333334,0.5,0.58,0.5833333333333334,77,132,0.425,0.34210526315789475,0.8703703703703703,195,0.006564
133,1789300862.8002806,dots_0_2,1,2,0,-1.0,0.17506,0.31265,0.51229,1.01122,0.5789473684210527,0.45,0.57,0.5789473684210527,77,133,0.425,0.3333333333333333,0.8703703703703703,198,0.009032
134,1789300862.8008866,dots_0_2,2,2,1,1.0,0.0485,0.15674,0.79476,0.6198,0.582089552238806,0.5,0.57,0.582089552238806,78,134,0.425,0.3333333333333333,0.8727272727272727,198,0.006104
135,1789300862.8014672,dots_0_2,0,1,0,-1.0,0.35643,0.33991,0.30366,1.0964,0.5777777777777777,0.5,0.56,0.5777777777777777,78,135,0.4146341463414634,0.3333333333333333,0.8727272727272727,198,0.001365
136,1789300862.9083483,dots_0_2,0,2,0,-1.0,0.36439,0.33617,0.29944,1.09541,0.5735294117647058,0.45,0.55,0.5735294117647058,78,136,0.40476190476190477,0.3333333333333333,0.8727272727272727,198,0.001418
137,1789300862.9092128,dots_0_2,2,2,1,1.0,0.04253,0.13265,0.82482,0.56111,0.5766423357664233,0.45,0.55,0.5766423357664233,79,137,0.40476190476190477,0.3333333333333333,0.875,198,0.005443
138,1789300862.9099844,dots_0_2,1,2,0,-1.0,0.11227,0.1997,0.68803,0.82449,0.572463768115942,0.45,0.54,0.572463768115942,79,138,0.40476190476190477,0.325,0.875,195,0.006558
139,1789300862.9105577,dots_0_2,0,2,0,-1.0,0.36034,0.33501,0.30465,1.09627,0.5683453237410072,0.4,0.53,0.5683453237410072,79,139,0.3953488372093023,0.325,0.875,195,0.001527
140,1789300862.9111094,dots_0_2,2,2,1,1.0,0.06388,0.10624,0.82987,0.56868,0.5714285714285714,0.45,0.54,0.5714285714285714,80,140,0.3953488372093023,0.325,0.8771929824561403,195,0.005043
141,1789300863.0169888,dots_0_2,1,2,0,-1.0,0.17948,0.30429,0.51623,1.01166,0.5673758865248227,0.45,0.54,0.5673758865248227,80,141,0.3953488372093023,0.3170731707317073,0.8771929824561403,198,0.009657
142,1789300863.0181627,dots_0_2,2,2,1,1.0,0.056,0.19252,0.75149,0.6933,0.5704225352112676,0.5,0.55,0.5704225352112676,81,142,0.3953488372093023,0.3170731707317073,0.8793103448275862,198,0.007478
143,1789300863.0189726,dots_0_2,1,1,1,1.0,0.13977,0.23239,0.62783,0.90642,0.5734265734265734,0.55,0.55,0.5734265734265734,82,143,0.3953488372093023,0.3333333333333333,0.8793103448275862,195,0.015316
144,1789300863.0198803,dots_0_2,0,0,1,1.0,0.36971,0.34291,0.28739,1.09324,0.5763888888888888,0.6,0.56,0.5763888888888888,83,144,0.4090909090909091,0.3333333333333333,0.8793103448275862,198,0.001243
145,1789300863.020544,dots_0_2,1,1,1,1.0,0.18303,0.31018,0.50679,1.01835,0.5793103448275863,0.6,0.56,0.5793103448275863,84,145,0.4090909090909091,0.3488372093023256,0.8793103448275862,198,0.013944
146,1789300863.1261106,dots_0_2,1,1,1,1.0,0.18934,0.31796,0.4927,1.02819,0.5821917808219178,0.65,0.56,0.5821917808219178,85,146,0.4090909090909091,0.36363636363636365,0.8793103448275862,198,0.012552
147,1789300863.1274478,dots_0_2,2,2,1,1.0,0.09502,0.22834,0.67664,0.8252,0.5850340136054422,0.65,0.57,0.5850340136054422,86,147,0.4090909090909091,0.36363636363636365,0.8813559322033898,198,0.008814
148,1789300863.1282768,dots_0_2,2,2,1,1.0,0.03244,0.23319,0.73438,0.67743,0.5878378378378378,0.65,0.57,0.5878378378378378,87,148,0.4090909090909091,0.36363636363636365,0.8833333333333333,198,0.008584
149,1789300863.12903,dots_0_2,1,0,0,-1.0,0.15191,0.26479,0.5833,0.95256,0.5838926174496645,0.6,0.57,0.5838926174496645,87,149,0.4090909090909091,0.35555555555555557,0.8833333333333333,198,0.017243
150,1789300863.129628,dots_0_2,1,2,0,-1.0,0.16075,0.39911,0.44014,1.02163,0.58,0.55,0.57,0.58,87,150,0.4090909090909091,0.34782608695652173,0.8833333333333333,195,0.009269
151,1789300863.2361758,dots_0_2,2,2,1,1.0,0.03189,0.08191,0.8862,0.42189,0.5827814569536424,0.6,0.58,0.5827814569536424,88,151,0.4090909090909091,0.34782608695652173,0.8852459016393442,198,0.003627
152,1789300863.2372634,dots_0_2,1,0,0,-1.0,0.18536,0.32808,0.48656,1.02857,0.5789473684210527,0.55,0.57,0.5789473684210527,88,152,0.4090909090909091,0.3404255319148936,0.8852459016393442,198,0.015483
153,1789300863.238116,dots_0_2,2,2,1,1.0,0.03609,0.27959,0.68433,0.73577,0.5816993464052288,0.6,0.57,0.5816993464052288,89,153,0.4090909090909091,0.3404255319148936,0.8870967741935484,195,0.009806
154,1789300863.2388535,dots_0_2,1,0,0,-1.0,0.16037,0.29177,0.54786,0.98259,0.577922077922078,0.55,0.57,0.577922077922078,89,154,0.4090909090909091,0.3333333333333333,0.8870967741935484,198,0.014871
155,1789300863.2394233,dots_0_2,1,2,0,-1.0,0.12772,0.35499,0.51728,0.97147,0.5741935483870968,0.55,0.57,0.5741935483870968,89,155,0.4090909090909091,0.32653061224489793,0.8870967741935484,195,0.008427
156,1789300863.3454423,dots_0_2,1,2,0,-1.0,0.10594,0.3002,0.59386,0.90853,0.5705128205128205,0.55,0.56,0.5705128205128205,89,156,0.4090909090909091,0.32,0.8870967741935484,198,0.008584
157,1789300863.346383,dots_0_2,0,0,1,1.0,0.34689,0.3651,0.28802,1.09364,0.5732484076433121,0.55,0.57,0.5732484076433121,90,157,0.4222222222222222,0.32,0.8870967741935484,198,0.001255
158,1789300863.347137,dots_0_2,1,2,0,-1.0,0.12567,0.36209,0.51223,0.97116,0.569620253164557,0.55,0.56,0.569620253164557,90,158,0.4222222222222222,0.3137254901960784,0.8870967741935484,198,0.008259
159,1789300863.3478441,dots_0_2,1,0,0,-1.0,0.13059,0.37252,0.4969,0.9812,0.5660377358490566,0.55,0.55,0.5660377358490566,90,159,0.4222222222222222,0.3076923076923077,0.8870967741935484,198,0.016506
160,1789300863.3484514,dots_0_2,2,2,1,1.0,0.01505,0.18699,0.79796,0.55678,0.56875,0.55,0.56,0.56875,91,160,0.4222222222222222,0.3076923076923077,0.8888888888888888,198,0.006061
161,1789300863.4529796,dots_0_2,1,0,0,-1.0,0.17377,0.36749,0.45874,1.02946,0.5652173913043478,0.55,0.56,0.5652173913043478,91,161,0.4222222222222222,0.3018867924528302,0.8888888888888888,198,0.01437
162,1789300863.4539292,dots_0_2,1,1,1,1.0,0.12391,0.34657,0.52952,0.96266,0.5679012345679012,0.55,0.57,0.5679012345679012,92,162,0.4222222222222222,0.3148148148148148,0.8888888888888888,198,0.013706
163,1789300863.4545631,dots_0_2,0,0,1,1.0,0.33322,0.37507,0.29171,1.09339,0.5705521472392638,0.55,0.58,0.5705521472392638,93,163,0.43478260869565216,0.3148148148148148,0.8888888888888888,198,0.001194
164,1789300863.4551065,dots_0_2,1,1,1,1.0,0.10262,0.40334,0.49403,0.94823,0.573170731707317,0.55,0.58,0.573170731707317,94,164,0.43478260869565216,0.32727272727272727,0.8888888888888888,198,0.011356
165,1789300863.45566,dots_0_2,1,1,1,1.0,0.09321,0.40207,0.50472,0.93261,0.5757575757575758,0.55,0.58,0.5757575757575758,95,165,0.43478260869565216,0.3392857142857143,0.8888888888888888,198,0.011646
166,1789300863.5633316,dots_0_2,1,2,0,-1.0,0.13554,0.40128,0.46318,0.99377,0.572289156626506,0.5,0.57,0.572289156626506,95,166,0.43478260869565216,0.3333333333333333,0.8888888888888888,195,0.010096
167,1789300863.5643468,dots_0_2,1,0,0,-1.0,0.0795,0.30431,0.6162,0.86168,0.5688622754491018,0.45,0.57,0.5688622754491018,95,167,0.43478260869565216,0.3275862068965517,0.8888888888888888,198,0.021082
168,1789300863.5651915,dots_0_2,2,2,1,1.0,0.01721,0.33597,0.64682,0.71816,0.5714285714285714,0.45,0.57,0.5714285714285714,96,168,0.43478260869565216,0.3275862068965517,0.890625,195,0.011195
169,1789300863.5659325,dots_0_2,0,2,0,-1.0,0.32968,0.39294,0.27738,1.08857,0.5680473372781065,0.45,0.56,0.5680473372781065,96,169,0.425531914893617,0.3275862068965517,0.890625,198,0.001324
170,1789300863.566578,dots_0_2,0,0,1,1.0,0.31554,0.40126,0.28321,1.08766,0.5705882352941176,0.5,0.57,0.5705882352941176,97,170,0.4375,0.3275862068965517,0.890625,198,0.001466
171,1789300863.6727772,dots_0_2,1,1,1,1.0,0.10543,0.42828,0.46629,0.95612,0.5730994152046783,0.5,0.57,0.5730994152046783,98,171,0.4375,0.3389830508474576,0.890625,198,0.011468
172,1789300863.6737947,dots_0_2,0,0,1,1.0,0.33104,0.39914,0.26983,1.08602,0.5755813953488372,0.55,0.58,0.5755813953488372,99,172,0.4489795918367347,0.3389830508474576,0.890625,198,0.001267
173,1789300863.6745932,dots_0_2,2,2,1,1.0,0.01356,0.20254,0.7839,0.5726,0.5780346820809249,0.55,0.58,0.5780346820809249,100,173,0.4489795918367347,0.3389830508474576,0.8923076923076924,198,0.006895
174,1789300863.675369,dots_0_2,0,1,0,-1.0,0.33049,0.39262,0.27689,1.08854,0.5747126436781609,0.55,0.57,0.5747126436781609,100,174,0.44,0.3389830508474576,0.8923076923076924,198,0.001262
175,1789300863.676153,dots_0_2,2,1,0,-1.0,0.02151,0.35746,0.62103,0.74614,0.5714285714285714,0.55,0.56,0.5714285714285714,100,175,0.44,0.3389830508474576,0.8787878787878788,198,0.019125
176,1789300863.7823443,dots_0_2,2,2,1,1.0,0.01725,0.17843,0.80431,0.55274,0.5738636363636364,0.6,0.56,0.5738636363636364,101,176,0.44,0.3389830508474576,0.8805970149253731,198,0.00591
177,1789300863.7832942,dots_0_2,0,0,1,1.0,0.32963,0.37923,0.29114,1.09278,0.576271186440678,0.6,0.57,0.576271186440678,102,177,0.45098039215686275,0.3389830508474576,0.8805970149253731,198,0.001536
178,1789300863.7840114,dots_0_2,0,1,0,-1.0,0.3386,0.37134,0.29006,1.09354,0.5730337078651685,0.6,0.57,0.5730337078651685,102,178,0.4423076923076923,0.3389830508474576,0.8805970149253731,198,0.001314
179,1789300863.784687,dots_0_2,1,1,1,1.0,0.12929,0.37822,0.49249,0.98104,0.5754189944134078,0.65,0.58,0.5754189944134078,103,179,0.4423076923076923,0.35,0.8805970149253731,198,0.011022
180,1789300863.7852857,dots_0_2,1,0,0,-1.0,0.13743,0.37438,0.48818,0.99063,0.5722222222222222,0.6,0.58,0.5722222222222222,103,180,0.4423076923076923,0.3442622950819672,0.8805970149253731,198,0.011564
181,1789300863.891538,dots_0_2,1,2,0,-1.0,0.08873,0.36533,0.54594,0.91322,0.569060773480663,0.6,0.57,0.569060773480663,103,181,0.4423076923076923,0.3387096774193548,0.8805970149253731,198,0.008425
182,1789300863.8924987,dots_0_2,0,1,0,-1.0,0.32664,0.38372,0.28965,1.09192,0.5659340659340659,0.55,0.56,0.5659340659340659,103,182,0.4339622641509434,0.3387096774193548,0.8805970149253731,198,0.001357
183,1789300863.8933017,dots_0_2,1,1,1,1.0,0.09818,0.45088,0.45094,0.94616,0.5683060109289617,0.55,0.56,0.5683060109289617,104,183,0.4339622641509434,0.3492063492063492,0.8805970149253731,198,0.009845
184,1789300863.8940897,dots_0_2,1,2,0,-1.0,0.0999,0.41357,0.48654,0.9458,0.5652173913043478,0.5,0.55,0.5652173913043478,104,184,0.4339622641509434,0.34375,0.8805970149253731,198,0.011116
185,1789300863.8947763,dots_0_2,1,2,0,-1.0,0.08075,0.41493,0.50432,0.91341,0.5621621621621622,0.45,0.54,0.5621621621621622,104,185,0.4339622641509434,0.3384615384615385,0.8805970149253731,198,0.009499
186,1789300864.0002265,dots_0_2,1,2,0,-1.0,0.11303,0.47834,0.40863,0.96486,0.5591397849462365,0.45,0.53,0.5591397849462365,104,186,0.4339622641509434,0.3333333333333333,0.8805970149253731,198,0.009143
187,1789300864.0011075,dots_0_2,1,2,0,-1.0,0.09666,0.51265,0.39069,0.93557,0.5561497326203209,0.45,0.53,0.5561497326203209,104,187,0.4339622641509434,0.3283582089552239,0.8805970149253731,198,0.012966
188,1789300864.0017715,dots_0_2,0,2,0,-1.0,0.32893,0.41158,0.25949,1.08118,0.5531914893617021,0.4,0.52,0.5531914893617021,104,188,0.42592592592592593,0.3283582089552239,0.8805970149253731,198,0.001547
189,1789300864.002369,dots_0_2,0,1,0,-1.0,0.33873,0.40132,0.25995,1.08332,0.5502645502645502,0.4,0.51,0.5502645502645502,104,189,0.41818181818181815,0.3283582089552239,0.8805970149253731,198,0.001134
190,1789300864.0029101,dots_0_2,1,1,1,1.0,0.08361,0.49681,0.41958,0.91943,0.5526315789473685,0.4,0.51,0.5526315789473685,105,190,0.41818181818181815,0.3382352941176471,0.8805970149253731,195,0.009757
191,1789300864.1094565,dots_0_2,0,0,1,1.0,0.33577,0.41523,0.24901,1.07758,0.5549738219895288,0.4,0.51,0.5549738219895288,106,191,0.42857142857142855,0.3382352941176471,0.8805970149253731,198,0.001292
192,1789300864.1107156,dots_0_2,2,2,1,1.0,0.02185,0.39767,0.58048,0.76597,0.5572916666666666,0.4,0.52,0.5572916666666666,107,192,0.42857142857142855,0.3382352941176471,0.8823529411764706,195,0.011957
193,1789300864.111524,dots_0_2,0,1,0,-1.0,0.33902,0.40405,0.25693,1.08203,0.5544041450777202,0.35,0.51,0.5544041450777202,107,193,0.42105263157894735,0.3382352941176471,0.8823529411764706,198,0.001268
194,1789300864.1122427,dots_0_2,2,2,1,1.0,0.04854,0.49518,0.45627,0.85291,0.5567010309278351,0.4,0.52,0.5567010309278351,108,194,0.42105263157894735,0.3382352941176471,0.8840579710144928,195,0.01414
195,1789300864.1131763,dots_0_2,2,2,1,1.0,0.04269,0.4131,0.54421,0.83094,0.558974358974359,0.45,0.53,0.558974358974359,109,195,0.42105263157894735,0.3382352941176471,0.8857142857142857,198,0.012951
196,1789300864.2184813,dots_0_2,1,2,0,-1.0,0.11098,0.42904,0.45997,0.96425,0.5561224489795918,0.4,0.52,0.5561224489795918,109,196,0.42105263157894735,0.3333333333333333,0.8857142857142857,195,0.008975
197,1789300864.21941,dots_0_2,1,2,0,-1.0,0.08732,0.54206,0.37061,0.91272,0.5532994923857868,0.35,0.52,0.5532994923857868,109,197,0.42105263157894735,0.32857142857142857,0.8857142857142857,198,0.012111
198,1789300864.2199776,dots_0_2,1,2,0,-1.0,0.10361,0.50881,0.38759,0.94605,0.5505050505050505,0.35,0.51,0.5505050505050505,109,198,0.42105263157894735,0.323943661971831,0.8857142857142857,195,0.010791
199,1789300864.2205274,dots_0_2,2,2,1,1.0,0.01687,0.32239,0.66074,0.70761,0.5527638190954773,0.35,0.51,0.5527638190954773,110,199,0.42105263157894735,0.323943661971831,0.8873239436619719,198,0.010248
200,1789300864.2210722,dots_0_2,0,1,0,-1.0,0.35542,0.39329,0.25129,1.08176,0.55,0.35,0.5,0.55,110,200,0.41379310344827586,0.323943661971831,0.8873239436619719,195,0.001031
201,1789300864.328752,dots_0_2,0,1,0,-1.0,0.33914,0.40252,0.25834,1.08268,0.5472636815920398,0.35,0.5,0.5472636815920398,110,201,0.4067796610169492,0.323943661971831,0.8873239436619719,198,0.001338
202,1789300864.3295083,dots_0_2,2,1,0,-1.0,0.03538,0.27973,0.68488,0.73382,0.5445544554455446,0.35,0.49,0.5445544554455446,110,202,0.4067796610169492,0.323943661971831,0.875,198,0.019163
203,1789300864.3301208,dots_0_2,2,2,1,1.0,0.01163,0.26439,0.72399,0.63735,0.5467980295566502,0.35,0.49,0.5467980295566502,111,203,0.4067796610169492,0.323943661971831,0.8767123287671232,198,0.008734
204,1789300864.3307025,dots_0_2,1,2,0,-1.0,0.09386,0.35309,0.55305,0.91722,0.5441176470588235,0.35,0.48,0.5441176470588235,111,204,0.4067796610169492,0.3194444444444444,0.8767123287671232,195,0.00851
205,1789300864.3312259,dots_0_2,1,1,1,1.0,0.1039,0.34433,0.55177,0.93047,0.5463414634146342,0.4,0.49,0.5463414634146342,112,205,0.4067796610169492,0.3287671232876712,0.8767123287671232,198,0.014314
206,1789300864.4379935,dots_0_2,2,2,1,1.0,0.0109,0.1628,0.8263,0.50244,0.5485436893203883,0.45,0.5,0.5485436893203883,113,206,0.4067796610169492,0.3287671232876712,0.8783783783783784,198,0.00539
207,1789300864.4388337,dots_0_2,1,1,1,1.0,0.09986,0.42903,0.47111,0.94772,0.5507246376811594,0.5,0.5,0.5507246376811594,114,207,0.4067796610169492,0.33783783783783783,0.8783783783783784,198,0.011123
208,1789300864.4393942,dots_0_2,0,1,0,-1.0,0.35796,0.38613,0.25591,1.08397,0.5480769230769231,0.5,0.49,0.5480769230769231,114,208,0.4,0.33783783783783783,0.8783783783783784,198,0.001125
209,1789300864.439929,dots_0_2,2,1,0,-1.0,0.02117,0.24321,0.73562,0.65135,0.5454545454545454,0.5,0.49,0.5454545454545454,114,209,0.4,0.33783783783783783,0.8666666666666667,198,0.0188
210,1789300864.4404702,dots_0_2,0,2,0,-1.0,0.366,0.36945,0.26456,1.08753,0.5428571428571428,0.45,0.49,0.5428571428571428,114,210,0.39344262295081966,0.33783783783783783,0.8666666666666667,192,0.001284
211,1789300864.5464466,dots_0_2,1,1,1,1.0,0.13657,0.3948,0.46863,0.99401,0.5450236966824644,0.45,0.49,0.5450236966824644,115,211,0.39344262295081966,0.3466666666666667,0.8666666666666667,198,0.010495
212,1789300864.547549,dots_0_2,2,2,1,1.0,0.0122,0.222,0.76581,0.5922,0.5471698113207547,0.45,0.49,0.5471698113207547,116,212,0.39344262295081966,0.3466666666666667,0.868421052631579,195,0.007116
213,1789300864.5481586,dots_0_2,2,2,1,1.0,0.01388,0.11981,0.86631,0.43791,0.5492957746478874,0.5,0.49,0.5492957746478874,117,213,0.39344262295081966,0.3466666666666667,0.8701298701298701,198,0.004033
214,1789300864.5487275,dots_0_2,1,2,0,-1.0,0.10526,0.533,0.36174,0.94019,0.5467289719626168,0.45,0.49,0.5467289719626168,117,214,0.39344262295081966,0.34210526315789475,0.8701298701298701,195,0.012102
215,1789300864.549302,dots_0_2,0,1,0,-1.0,0.36468,0.37708,0.25824,1.08525,0.5441860465116279,0.4,0.49,0.5441860465116279,117,215,0.3870967741935484,0.34210526315789475,0.8701298701298701,198,0.00116
216,1789300864.6555157,dots_0_2,0,0,1,1.0,0.36155,0.37967,0.25878,1.08533,0.5462962962962963,0.45,0.49,0.5462962962962963,118,216,0.3968253968253968,0.34210526315789475,0.8701298701298701,198,0.00125
217,1789300864.6564095,dots_0_2,0,1,0,-1.0,0.35252,0.37566,0.27182,1.08943,0.543778801843318,0.45,0.48,0.543778801843318,118,217,0.390625,0.34210526315789475,0.8701298701298701,195,0.001445
218,1789300864.6570675,dots_0_2,2,2,1,1.0,0.02912,0.22345,0.74744,0.65541,0.5458715596330275,0.5,0.49,0.5458715596330275,119,218,0.390625,0.34210526315789475,0.8717948717948718,198,0.006364
219,1789300864.6576924,dots_0_2,0,1,0,-1.0,0.37447,0.3587,0.26683,1.08811,0.54337899543379,0.45,0.48,0.54337899543379,119,219,0.38461538461538464,0.34210526315789475,0.8717948717948718,198,0.001271
220,1789300864.6582148,dots_0_2,0,1,0,-1.0,0.37737,0.36053,0.26211,1.08653,0.5409090909090909,0.45,0.48,0.5409090909090909,119,220,0.3787878787878788,0.34210526315789475,0.8717948717948718,198,0.001144
221,1789300864.7642963,dots_0_2,1,1,1,1.0,0.08998,0.28618,0.62384,0.86911,0.5429864253393665,0.5,0.49,0.5429864253393665,120,221,0.3787878787878788,0.35064935064935066,0.8717948717948718,195,0.013292
222,1789300864.765554,dots_0_2,1,0,0,-1.0,0.1552,0.35247,0.49232,1.00557,0.5405405405405406,0.5,0.49,0.5405405405405406,120,222,0.3787878787878788,0.34615384615384615,0.8717948717948718,198,0.0156
223,1789300864.7661843,dots_0_2,2,2,1,1.0,0.02283,0.16052,0.81665,0.54534,0.5426008968609866,0.5,0.5,0.5426008968609866,121,223,0.3787878787878788,0.34615384615384615,0.8734177215189873,198,0.004756
224,1789300864.766896,dots_0_2,1,2,0,-1.0,0.1031,0.31538,0.58152,0.91343,0.5401785714285714,0.5,0.5,0.5401785714285714,121,224,0.3787878787878788,0.34177215189873417,0.8734177215189873,198,0.008579
225,1789300864.7674434,dots_0_2,2,2,1,1.0,0.00891,0.10248,0.8886,0.38048,0.5422222222222223,0.5,0.5,0.5422222222222223,122,225,0.3787878787878788,0.34177215189873417,0.875,195,0.003375
226,1789300864.8721426,dots_0_2,0,2,0,-1.0,0.35456,0.37496,0.27048,1.08911,0.5398230088495575,0.45,0.5,0.5398230088495575,122,226,0.373134328358209,0.34177215189873417,0.875,195,0.001579
227,1789300864.8729787,dots_0_2,1,2,0,-1.0,0.09874,0.42917,0.47209,0.94599,0.5374449339207048,0.4,0.49,0.5374449339207048,122,227,0.373134328358209,0.3375,0.875,198,0.009631
228,1789300864.8737006,dots_0_2,0,2,0,-1.0,0.36939,0.37678,0.25383,1.08367,0.5350877192982456,0.4,0.48,0.5350877192982456,122,228,0.36764705882352944,0.3375,0.875,195,0.00147
229,1789300864.8743975,dots_0_2,2,1,0,-1.0,0.03969,0.40808,0.55223,0.82174,0.5327510917030568,0.4,0.47,0.5327510917030568,122,229,0.36764705882352944,0.3375,0.8641975308641975,198,0.016278
230,1789300864.8750625,dots_0_2,1,1,1,1.0,0.10666,0.28677,0.60657,0.90015,0.5347826086956522,0.45,0.47,0.5347826086956522,123,230,0.36764705882352944,0.345679012345679,0.8641975308641975,198,0.01333
231,1789300864.9811096,dots_0_2,2,2,1,1.0,0.01412,0.15457,0.83131,0.50233,0.5367965367965368,0.45,0.48,0.5367965367965368,124,231,0.36764705882352944,0.345679012345679,0.8658536585365854,198,0.00487
232,1789300864.9821916,dots_0_2,2,2,1,1.0,0.01386,0.14114,0.845,0.47796,0.5387931034482759,0.45,0.48,0.5387931034482759,125,232,0.36764705882352944,0.345679012345679,0.8674698795180723,198,0.004753
233,1789300864.9831445,dots_0_2,1,0,0,-1.0,0.1412,0.32773,0.53107,0.97811,0.5364806866952789,0.4,0.48,0.5364806866952789,125,233,0.36764705882352944,0.34146341463414637,0.8674698795180723,198,0.014862
234,1789300864.9843454,dots_0_2,1,1,1,1.0,0.08523,0.43363,0.48114,0.9242,0.5384615384615384,0.45,0.48,0.5384615384615384,126,234,0.36764705882352944,0.3493975903614458,0.8674698795180723,198,0.012641
235,1789300864.984934,dots_0_2,0,1,0,-1.0,0.36789,0.38145,0.25065,1.08234,0.5361702127659574,0.45,0.48,0.5361702127659574,126,235,0.36231884057971014,0.3493975903614458,0.8674698795180723,195,0.001056
236,1789300865.088187,dots_0_2,1,1,1,1.0,0.08655,0.49712,0.41633,0.92406,0.538135593220339,0.45,0.49,0.538135593220339,127,236,0.36231884057971014,0.35714285714285715,0.8674698795180723,198,0.010331
237,1789300865.088938,dots_0_2,2,2,1,1.0,0.01158,0.30395,0.68448,0.67308,0.540084388185654,0.5,0.49,0.540084388185654,128,237,0.36231884057971014,0.35714285714285715,0.8690476190476191,198,0.009725
